sample,label,Fc0,Fc1,Fv2,Fv3
Fc0C1Fc1C1LQS22,Q,C1,C1,8.0,0.0271
Fc0C1Fc1C1LQS23,Q,C1,C1,0.0,0.0
Fc0C1Fc1C1LQS24,Q,C1,C1,0.0,-0.0687
Fc0C1Fc1C1LQS25,Q,C1,C1,4.0,6.0
Fc0C1Fc1C1LQS26,Q,C1,C1,0.0317,0.0
Fc0C1Fc1C1LQS27,Q,C1,C1,7.0,5.0
Fc0C1Fc1C1LQS28,Q,C1,C1,4.0,4.0
Fc0C1Fc1C1LQS29,Q,C1,C1,0.0,7.0
Fc0C1Fc1C1LQS30,Q,C1,C1,-0.0499,0.0
Fc0C1Fc1C1LQS31,Q,C1,C1,0.0,-0.0967
Fc0C1Fc1C1Fv2V1LRS4,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS5,R,C1,C1,1.0,4.0218
Fc0C1Fc1C1Fv2V1LRS6,R,C1,C1,0.9496,4.9564
Fc0C1Fc1C1Fv2V1LRS7,R,C1,C1,1.0,0.1278
Fc0C1Fc1C1Fv2V1LRS8,R,C1,C1,1.0,8.0
Fc0C1Fc1C1Fv2V1LRS9,R,C1,C1,1.0,0.0262
Fc0C1Fc1C1Fv2V1LRS10,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS11,R,C1,C1,1.0,-0.1204
Fc0C1Fc1C1Fv2V1LRS12,R,C1,C1,0.9977,9.0
Fc0C1Fc1C1Fv2V1LRS13,R,C1,C1,1.1089,0.0
Fc0C1Fc1C1Fv2V1LRS14,R,C1,C1,1.0,9.0899
Fc0C1Fc1C1Fv2V1LRS15,R,C1,C1,1.0047,8.1045
Fc0C1Fc1C1Fv2V1LRS16,R,C1,C1,1.0,4.0
Fc0C1Fc1C1Fv2V1LRS17,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS18,R,C1,C1,1.0,8.0
Fc0C1Fc1C1Fv2V1LRS19,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS20,R,C1,C1,1.1009,0.0
Fc0C1Fc1C1Fv2V1LRS21,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS22,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS23,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS24,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V1LRS25,R,C1,C1,1.0338,8.1461
Fc0C1Fc1C1Fv2V1LRS26,R,C1,C1,0.9411,5.0
Fc0C1Fc1C1Fv2V1LRS27,R,C1,C1,0.9452,-0.135
Fc0C1Fc1C1Fv2V1LRS28,R,C1,C1,1.0,4.8799
Fc0C1Fc1C1Fv2V1LRS29,R,C1,C1,0.9367,0.0
Fc0C1Fc1C1Fv2V1LRS30,R,C1,C1,1.0,0.108
Fc0C1Fc1C1Fv2V1LRS31,R,C1,C1,1.0365,0.116
Fc0C1Fc1C1Fv2V2LSS4,S,C1,C1,1.9948,0.0
Fc0C1Fc1C1Fv2V2LSS5,S,C1,C1,2.0,4.0
Fc0C1Fc1C1Fv2V2LSS6,S,C1,C1,2.0066,0.0
Fc0C1Fc1C1Fv2V2LSS7,S,C1,C1,2.082,4.0
Fc0C1Fc1C1Fv2V2LSS8,S,C1,C1,1.8539,0.0
Fc0C1Fc1C1Fv2V2LSS9,S,C1,C1,2.0,6.0
Fc0C1Fc1C1Fv2V2LSS10,S,C1,C1,1.8785,0.0
Fc0C1Fc1C1Fv2V2LSS11,S,C1,C1,2.0305,0.0
Fc0C1Fc1C1Fv2V2LSS12,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS13,S,C1,C1,1.9615,8.0
Fc0C1Fc1C1Fv2V2LSS14,S,C1,C1,2.0163,0.0
Fc0C1Fc1C1Fv2V2LSS15,S,C1,C1,2.0,7.0
Fc0C1Fc1C1Fv2V2LSS16,S,C1,C1,2.0,9.0
Fc0C1Fc1C1Fv2V2LSS17,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS18,S,C1,C1,2.0,6.023
Fc0C1Fc1C1Fv2V2LSS19,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS20,S,C1,C1,1.8568,0.0
Fc0C1Fc1C1Fv2V2LSS21,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS22,S,C1,C1,2.0,-0.0659
Fc0C1Fc1C1Fv2V2LSS23,S,C1,C1,2.0,8.0807
Fc0C1Fc1C1Fv2V2LSS24,S,C1,C1,2.0098,-0.0482
Fc0C1Fc1C1Fv2V2LSS25,S,C1,C1,1.8891,7.0
Fc0C1Fc1C1Fv2V2LSS26,S,C1,C1,2.0,0.1061
Fc0C1Fc1C1Fv2V2LSS27,S,C1,C1,2.0257,0.0
Fc0C1Fc1C1Fv2V2LSS28,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS29,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS30,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS31,S,C1,C1,2.0,0.01
Fc0C1Fc1C1Fv2V3LTS4,T,C1,C1,3.0,0.063
Fc0C1Fc1C1Fv2V3LTS5,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS6,T,C1,C1,3.0,8.0
Fc0C1Fc1C1Fv2V3LTS7,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS8,T,C1,C1,3.1179,-0.1062
Fc0C1Fc1C1Fv2V3LTS9,T,C1,C1,2.9974,0.0
Fc0C1Fc1C1Fv2V3LTS10,T,C1,C1,3.0,-0.0358
Fc0C1Fc1C1Fv2V3LTS11,T,C1,C1,3.0,-0.0764
Fc0C1Fc1C1Fv2V3LTS12,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS13,T,C1,C1,3.0,9.0
Fc0C1Fc1C1Fv2V3LTS14,T,C1,C1,3.0,-0.1063
Fc0C1Fc1C1Fv2V3LTS15,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS16,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS17,T,C1,C1,3.0,0.1314
Fc0C1Fc1C1Fv2V3LTS18,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS19,T,C1,C1,3.0,0.1019
Fc0C1Fc1C1Fv2V3LTS20,T,C1,C1,3.0,-0.1132
Fc0C1Fc1C1Fv2V3LTS21,T,C1,C1,3.0,8.0
Fc0C1Fc1C1Fv2V3LTS22,T,C1,C1,3.0,6.9667
Fc0C1Fc1C1Fv2V3LTS23,T,C1,C1,2.9415,6.0
Fc0C1Fc1C1Fv2V3LTS24,T,C1,C1,3.0721,4.0
Fc0C1Fc1C1Fv2V3LTS25,T,C1,C1,3.1247,0.0
Fc0C1Fc1C1Fv2V3LTS26,T,C1,C1,2.8782,5.0
Fc0C1Fc1C1Fv2V3LTS27,T,C1,C1,3.0,4.0
Fc0C1Fc1C1Fv2V3LTS28,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS29,T,C1,C1,3.0,0.1185
Fc0C1Fc1C1Fv2V3LTS30,T,C1,C1,3.1056,0.0
Fc0C1Fc1C1Fv2V3LTS31,T,C1,C1,3.0933,9.0
Fc0C1Fc1C1Fv3V1LVS4,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS5,V,C1,C1,6.0,1.0
Fc0C1Fc1C1Fv3V1LVS6,V,C1,C1,-0.1274,1.0
Fc0C1Fc1C1Fv3V1LVS7,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS8,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS9,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS10,V,C1,C1,8.0,1.0
Fc0C1Fc1C1Fv3V1LVS11,V,C1,C1,0.0,1.1314
Fc0C1Fc1C1Fv3V1LVS12,V,C1,C1,0.0,0.9985
Fc0C1Fc1C1Fv3V1LVS13,V,C1,C1,0.0058,1.0
Fc0C1Fc1C1Fv3V1LVS14,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS15,V,C1,C1,-0.0266,1.0
Fc0C1Fc1C1Fv3V1LVS16,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS17,V,C1,C1,8.0,1.0
Fc0C1Fc1C1Fv3V1LVS18,V,C1,C1,6.9441,1.0
Fc0C1Fc1C1Fv3V1LVS19,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS20,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS21,V,C1,C1,9.0,0.9739
Fc0C1Fc1C1Fv3V1LVS22,V,C1,C1,0.0,1.1368
Fc0C1Fc1C1Fv3V1LVS23,V,C1,C1,8.0,1.0
Fc0C1Fc1C1Fv3V1LVS24,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS25,V,C1,C1,0.0,1.0024
Fc0C1Fc1C1Fv3V1LVS26,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS27,V,C1,C1,0.0284,1.0
Fc0C1Fc1C1Fv3V1LVS28,V,C1,C1,0.141,1.0
Fc0C1Fc1C1Fv3V1LVS29,V,C1,C1,0.0985,1.1172
Fc0C1Fc1C1Fv3V1LVS30,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS31,V,C1,C1,4.9342,1.0
Fc0C1Fc1C1Fv3V2LPS4,P,C1,C1,9.1205,2.0
Fc0C1Fc1C1Fv3V2LPS5,P,C1,C1,-0.1123,2.0239
Fc0C1Fc1C1Fv3V2LPS6,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS7,P,C1,C1,0.0,1.9668
Fc0C1Fc1C1Fv3V2LPS8,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS9,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS10,P,C1,C1,6.0,2.0
Fc0C1Fc1C1Fv3V2LPS11,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS12,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS13,P,C1,C1,0.0,2.1466
Fc0C1Fc1C1Fv3V2LPS14,P,C1,C1,7.0,2.0
Fc0C1Fc1C1Fv3V2LPS15,P,C1,C1,0.0,2.0431
Fc0C1Fc1C1Fv3V2LPS16,P,C1,C1,5.8904,2.0
Fc0C1Fc1C1Fv3V2LPS17,P,C1,C1,0.0,2.1423
Fc0C1Fc1C1Fv3V2LPS18,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS19,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS20,P,C1,C1,0.0306,2.0
Fc0C1Fc1C1Fv3V2LPS21,P,C1,C1,0.0,1.9363
Fc0C1Fc1C1Fv3V2LPS22,P,C1,C1,-0.0112,2.0
Fc0C1Fc1C1Fv3V2LPS23,P,C1,C1,5.0,2.0
Fc0C1Fc1C1Fv3V2LPS24,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS25,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS26,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS27,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS28,P,C1,C1,-0.1443,1.8965
Fc0C1Fc1C1Fv3V2LPS29,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS30,P,C1,C1,7.9706,2.0
Fc0C1Fc1C1Fv3V2LPS31,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V3LQS4,Q,C1,C1,7.0,3.0
Fc0C1Fc1C1Fv3V3LQS5,Q,C1,C1,0.0,2.9955
Fc0C1Fc1C1Fv3V3LQS6,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS7,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS8,Q,C1,C1,6.0,3.0
Fc0C1Fc1C1Fv3V3LQS9,Q,C1,C1,0.1113,2.9369
Fc0C1Fc1C1Fv3V3LQS10,Q,C1,C1,-0.0058,3.0
Fc0C1Fc1C1Fv3V3LQS11,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS12,Q,C1,C1,-0.0288,2.9341
Fc0C1Fc1C1Fv3V3LQS13,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS14,Q,C1,C1,6.0,3.0
Fc0C1Fc1C1Fv3V3LQS15,Q,C1,C1,8.0,3.0
Fc0C1Fc1C1Fv3V3LQS16,Q,C1,C1,8.0,3.0
Fc0C1Fc1C1Fv3V3LQS17,Q,C1,C1,6.0,3.0
Fc0C1Fc1C1Fv3V3LQS18,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS19,Q,C1,C1,-0.0805,3.0
Fc0C1Fc1C1Fv3V3LQS20,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS21,Q,C1,C1,0.1168,3.0
Fc0C1Fc1C1Fv3V3LQS22,Q,C1,C1,0.0,2.8881
Fc0C1Fc1C1Fv3V3LQS23,Q,C1,C1,5.0,2.8822
Fc0C1Fc1C1Fv3V3LQS24,Q,C1,C1,8.0,3.0
Fc0C1Fc1C1Fv3V3LQS25,Q,C1,C1,0.1163,3.0
Fc0C1Fc1C1Fv3V3LQS26,Q,C1,C1,9.0,3.0
Fc0C1Fc1C1Fv3V3LQS27,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS28,Q,C1,C1,0.0311,3.0
Fc0C1Fc1C1Fv3V3LQS29,Q,C1,C1,-0.0324,3.0
Fc0C1Fc1C1Fv3V3LQS30,Q,C1,C1,-0.0484,3.0
Fc0C1Fc1C1Fv3V3LQS31,Q,C1,C1,9.0,3.0
Fc0C1Fc1C2LRS4,R,C1,C2,8.0,9.0
Fc0C1Fc1C2LRS5,R,C1,C2,0.0922,0.0
Fc0C1Fc1C2LRS6,R,C1,C2,0.0,3.9504
Fc0C1Fc1C2LRS7,R,C1,C2,8.0,6.0
Fc0C1Fc1C2LRS8,R,C1,C2,0.0,5.9676
Fc0C1Fc1C2LRS9,R,C1,C2,0.1292,0.0
Fc0C1Fc1C2LRS10,R,C1,C2,7.0,0.0
Fc0C1Fc1C2LRS11,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS12,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS13,R,C1,C2,8.0,8.0
Fc0C1Fc1C2LRS14,R,C1,C2,6.0,8.0
Fc0C1Fc1C2LRS15,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS16,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS17,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS18,R,C1,C2,0.0395,0.0
Fc0C1Fc1C2LRS19,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS20,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS21,R,C1,C2,5.0,0.1086
Fc0C1Fc1C2LRS22,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS23,R,C1,C2,0.0,-0.015
Fc0C1Fc1C2LRS24,R,C1,C2,0.0,5.0
Fc0C1Fc1C2LRS25,R,C1,C2,-0.1086,6.1498
Fc0C1Fc1C2LRS26,R,C1,C2,6.0,0.0
Fc0C1Fc1C2LRS27,R,C1,C2,0.1416,0.0
Fc0C1Fc1C2LRS28,R,C1,C2,0.1163,0.0
Fc0C1Fc1C2LRS29,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS30,R,C1,C2,0.1332,-0.0914
Fc0C1Fc1C2LRS31,R,C1,C2,0.0,0.0
Fc0C1Fc1C2Fv2V1LSS4,S,C1,C2,1.1282,0.0
Fc0C1Fc1C2Fv2V1LSS5,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS6,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS7,S,C1,C2,1.0,5.0
Fc0C1Fc1C2Fv2V1LSS8,S,C1,C2,1.0,0.0587
Fc0C1Fc1C2Fv2V1LSS9,S,C1,C2,0.9288,0.0
Fc0C1Fc1C2Fv2V1LSS10,S,C1,C2,1.0564,8.0
Fc0C1Fc1C2Fv2V1LSS11,S,C1,C2,1.0904,7.1271
Fc0C1Fc1C2Fv2V1LSS12,S,C1,C2,1.113,4.0
Fc0C1Fc1C2Fv2V1LSS13,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS14,S,C1,C2,0.9432,4.0494
Fc0C1Fc1C2Fv2V1LSS15,S,C1,C2,1.0507,0.0
Fc0C1Fc1C2Fv2V1LSS16,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS17,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS18,S,C1,C2,1.0,5.9582
Fc0C1Fc1C2Fv2V1LSS19,S,C1,C2,0.9973,4.0
Fc0C1Fc1C2Fv2V1LSS20,S,C1,C2,1.0,7.0425
Fc0C1Fc1C2Fv2V1LSS21,S,C1,C2,1.0,4.0
Fc0C1Fc1C2Fv2V1LSS22,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS23,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS24,S,C1,C2,1.037,9.0
Fc0C1Fc1C2Fv2V1LSS25,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS26,S,C1,C2,1.0,-0.1015
Fc0C1Fc1C2Fv2V1LSS27,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS28,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS29,S,C1,C2,0.8856,0.0
Fc0C1Fc1C2Fv2V1LSS30,S,C1,C2,0.9572,6.9913
Fc0C1Fc1C2Fv2V1LSS31,S,C1,C2,1.0,0.0917
Fc0C1Fc1C2Fv2V2LTS4,T,C1,C2,2.0,-0.0922
Fc0C1Fc1C2Fv2V2LTS5,T,C1,C2,1.9898,0.0
Fc0C1Fc1C2Fv2V2LTS6,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS7,T,C1,C2,2.0,0.1389
Fc0C1Fc1C2Fv2V2LTS8,T,C1,C2,2.0,4.0461
Fc0C1Fc1C2Fv2V2LTS9,T,C1,C2,2.0,5.9334
Fc0C1Fc1C2Fv2V2LTS10,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS11,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS12,T,C1,C2,2.1231,0.0
Fc0C1Fc1C2Fv2V2LTS13,T,C1,C2,1.9834,7.0
Fc0C1Fc1C2Fv2V2LTS14,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS15,T,C1,C2,1.8861,0.0
Fc0C1Fc1C2Fv2V2LTS16,T,C1,C2,2.1273,0.0
Fc0C1Fc1C2Fv2V2LTS17,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS18,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS19,T,C1,C2,2.0,0.1128
Fc0C1Fc1C2Fv2V2LTS20,T,C1,C2,2.0,8.0
Fc0C1Fc1C2Fv2V2LTS21,T,C1,C2,2.0457,0.0
Fc0C1Fc1C2Fv2V2LTS22,T,C1,C2,2.0,7.0
Fc0C1Fc1C2Fv2V2LTS23,T,C1,C2,2.0,0.1403
Fc0C1Fc1C2Fv2V2LTS24,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS25,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS26,T,C1,C2,1.874,9.0
Fc0C1Fc1C2Fv2V2LTS27,T,C1,C2,2.0,-0.116
Fc0C1Fc1C2Fv2V2LTS28,T,C1,C2,2.0,5.0
Fc0C1Fc1C2Fv2V2LTS29,T,C1,C2,2.0,-0.0261
Fc0C1Fc1C2Fv2V2LTS30,T,C1,C2,2.0963,0.0
Fc0C1Fc1C2Fv2V2LTS31,T,C1,C2,1.9106,0.0
Fc0C1Fc1C2Fv2V3LPS4,P,C1,C2,2.9929,0.0
Fc0C1Fc1C2Fv2V3LPS5,P,C1,C2,2.9207,-0.0474
Fc0C1Fc1C2Fv2V3LPS6,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS7,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS8,P,C1,C2,3.0,6.0
Fc0C1Fc1C2Fv2V3LPS9,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS10,P,C1,C2,3.0,8.0
Fc0C1Fc1C2Fv2V3LPS11,P,C1,C2,2.8932,0.0
Fc0C1Fc1C2Fv2V3LPS12,P,C1,C2,3.0,0.0494
Fc0C1Fc1C2Fv2V3LPS13,P,C1,C2,3.0,9.0
Fc0C1Fc1C2Fv2V3LPS14,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS15,P,C1,C2,3.0167,0.1229
Fc0C1Fc1C2Fv2V3LPS16,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS17,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS18,P,C1,C2,3.0,5.0
Fc0C1Fc1C2Fv2V3LPS19,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS20,P,C1,C2,3.0,7.0
Fc0C1Fc1C2Fv2V3LPS21,P,C1,C2,3.1459,0.0
Fc0C1Fc1C2Fv2V3LPS22,P,C1,C2,2.9234,3.8605
Fc0C1Fc1C2Fv2V3LPS23,P,C1,C2,3.1486,0.0645
Fc0C1Fc1C2Fv2V3LPS24,P,C1,C2,3.0823,0.0
Fc0C1Fc1C2Fv2V3LPS25,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS26,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS27,P,C1,C2,3.0,4.0
Fc0C1Fc1C2Fv2V3LPS28,P,C1,C2,3.0,6.0
Fc0C1Fc1C2Fv2V3LPS29,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS30,P,C1,C2,3.0,6.0
Fc0C1Fc1C2Fv2V3LPS31,P,C1,C2,3.1066,8.0
Fc0C1Fc1C2Fv3V1LQS4,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS5,Q,C1,C2,6.925,1.0
Fc0C1Fc1C2Fv3V1LQS6,Q,C1,C2,0.0,0.9546
Fc0C1Fc1C2Fv3V1LQS7,Q,C1,C2,4.0,1.107
Fc0C1Fc1C2Fv3V1LQS8,Q,C1,C2,0.0,0.8996
Fc0C1Fc1C2Fv3V1LQS9,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS10,Q,C1,C2,0.0,0.9258
Fc0C1Fc1C2Fv3V1LQS11,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS12,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS13,Q,C1,C2,0.038,1.0
Fc0C1Fc1C2Fv3V1LQS14,Q,C1,C2,0.0,0.9877
Fc0C1Fc1C2Fv3V1LQS15,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS16,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS17,Q,C1,C2,4.0,1.0
Fc0C1Fc1C2Fv3V1LQS18,Q,C1,C2,4.0,1.0
Fc0C1Fc1C2Fv3V1LQS19,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS20,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS21,Q,C1,C2,4.0552,1.0
Fc0C1Fc1C2Fv3V1LQS22,Q,C1,C2,0.0,0.9765
Fc0C1Fc1C2Fv3V1LQS23,Q,C1,C2,5.0,0.9577
Fc0C1Fc1C2Fv3V1LQS24,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS25,Q,C1,C2,8.9199,1.0
Fc0C1Fc1C2Fv3V1LQS26,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS27,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS28,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS29,Q,C1,C2,-0.0675,1.0
Fc0C1Fc1C2Fv3V1LQS30,Q,C1,C2,-0.0676,1.0078
Fc0C1Fc1C2Fv3V1LQS31,Q,C1,C2,7.0,1.0276
Fc0C1Fc1C2Fv3V2LRS4,R,C1,C2,0.0,2.0
Fc0C1Fc1C2Fv3V2LRS5,R,C1,C2,0.0,2.0
