sample,label,Fc0,Fc1,Fv2,Fv3
Fc0C1Fc1C1LQS22,Q,C1,C1,0,0
Fc0C1Fc1C1LQS23,Q,C1,C1,0,0
Fc0C1Fc1C1LQS24,Q,C1,C1,0,0
Fc0C1Fc1C1LQS25,Q,C1,C1,0,0
Fc0C1Fc1C1LQS26,Q,C1,C1,0,0
Fc0C1Fc1C1LQS27,Q,C1,C1,0,0
Fc0C1Fc1C1LQS28,Q,C1,C1,0,0
Fc0C1Fc1C1LQS29,Q,C1,C1,0,0
Fc0C1Fc1C1LQS30,Q,C1,C1,0,0
Fc0C1Fc1C1LQS31,Q,C1,C1,0,0
Fc0C1Fc1C1Fv2V1LRS4,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS5,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS6,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS7,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS8,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS9,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS10,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS11,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS12,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS13,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS14,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS15,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS16,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS17,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS18,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS19,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS20,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS21,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS22,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS23,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS24,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS25,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS26,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS27,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS28,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS29,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS30,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V1LRS31,R,C1,C1,1,0
Fc0C1Fc1C1Fv2V2LSS4,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS5,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS6,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS7,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS8,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS9,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS10,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS11,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS12,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS13,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS14,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS15,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS16,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS17,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS18,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS19,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS20,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS21,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS22,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS23,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS24,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS25,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS26,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS27,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS28,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS29,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS30,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V2LSS31,S,C1,C1,2,0
Fc0C1Fc1C1Fv2V3LTS4,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS5,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS6,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS7,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS8,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS9,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS10,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS11,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS12,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS13,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS14,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS15,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS16,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS17,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS18,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS19,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS20,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS21,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS22,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS23,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS24,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS25,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS26,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS27,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS28,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS29,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS30,T,C1,C1,3,0
Fc0C1Fc1C1Fv2V3LTS31,T,C1,C1,3,0
Fc0C1Fc1C1Fv3V1LVS4,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS5,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS6,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS7,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS8,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS9,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS10,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS11,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS12,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS13,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS14,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS15,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS16,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS17,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS18,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS19,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS20,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS21,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS22,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS23,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS24,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS25,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS26,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS27,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS28,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS29,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS30,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V1LVS31,V,C1,C1,0,1
Fc0C1Fc1C1Fv3V2LPS4,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS5,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS6,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS7,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS8,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS9,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS10,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS11,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS12,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS13,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS14,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS15,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS16,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS17,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS18,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS19,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS20,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS21,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS22,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS23,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS24,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS25,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS26,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS27,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS28,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS29,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS30,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V2LPS31,P,C1,C1,0,2
Fc0C1Fc1C1Fv3V3LQS4,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS5,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS6,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS7,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS8,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS9,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS10,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS11,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS12,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS13,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS14,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS15,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS16,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS17,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS18,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS19,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS20,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS21,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS22,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS23,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS24,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS25,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS26,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS27,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS28,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS29,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS30,Q,C1,C1,0,3
Fc0C1Fc1C1Fv3V3LQS31,Q,C1,C1,0,3
Fc0C1Fc1C2LRS4,R,C1,C2,0,0
Fc0C1Fc1C2LRS5,R,C1,C2,0,0
Fc0C1Fc1C2LRS6,R,C1,C2,0,0
Fc0C1Fc1C2LRS7,R,C1,C2,0,0
Fc0C1Fc1C2LRS8,R,C1,C2,0,0
Fc0C1Fc1C2LRS9,R,C1,C2,0,0
Fc0C1Fc1C2LRS10,R,C1,C2,0,0
Fc0C1Fc1C2LRS11,R,C1,C2,0,0
Fc0C1Fc1C2LRS12,R,C1,C2,0,0
Fc0C1Fc1C2LRS13,R,C1,C2,0,0
Fc0C1Fc1C2LRS14,R,C1,C2,0,0
Fc0C1Fc1C2LRS15,R,C1,C2,0,0
Fc0C1Fc1C2LRS16,R,C1,C2,0,0
Fc0C1Fc1C2LRS17,R,C1,C2,0,0
Fc0C1Fc1C2LRS18,R,C1,C2,0,0
Fc0C1Fc1C2LRS19,R,C1,C2,0,0
Fc0C1Fc1C2LRS20,R,C1,C2,0,0
Fc0C1Fc1C2LRS21,R,C1,C2,0,0
Fc0C1Fc1C2LRS22,R,C1,C2,0,0
Fc0C1Fc1C2LRS23,R,C1,C2,0,0
Fc0C1Fc1C2LRS24,R,C1,C2,0,0
Fc0C1Fc1C2LRS25,R,C1,C2,0,0
Fc0C1Fc1C2LRS26,R,C1,C2,0,0
Fc0C1Fc1C2LRS27,R,C1,C2,0,0
Fc0C1Fc1C2LRS28,R,C1,C2,0,0
Fc0C1Fc1C2LRS29,R,C1,C2,0,0
Fc0C1Fc1C2LRS30,R,C1,C2,0,0
Fc0C1Fc1C2LRS31,R,C1,C2,0,0
Fc0C1Fc1C2Fv2V1LSS4,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS5,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS6,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS7,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS8,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS9,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS10,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS11,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS12,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS13,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS14,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS15,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS16,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS17,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS18,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS19,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS20,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS21,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS22,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS23,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS24,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS25,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS26,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS27,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS28,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS29,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS30,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V1LSS31,S,C1,C2,1,0
Fc0C1Fc1C2Fv2V2LTS4,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS5,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS6,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS7,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS8,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS9,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS10,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS11,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS12,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS13,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS14,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS15,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS16,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS17,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS18,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS19,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS20,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS21,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS22,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS23,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS24,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS25,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS26,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS27,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS28,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS29,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS30,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V2LTS31,T,C1,C2,2,0
Fc0C1Fc1C2Fv2V3LPS4,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS5,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS6,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS7,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS8,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS9,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS10,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS11,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS12,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS13,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS14,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS15,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS16,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS17,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS18,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS19,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS20,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS21,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS22,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS23,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS24,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS25,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS26,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS27,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS28,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS29,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS30,P,C1,C2,3,0
Fc0C1Fc1C2Fv2V3LPS31,P,C1,C2,3,0
Fc0C1Fc1C2Fv3V1LQS4,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS5,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS6,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS7,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS8,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS9,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS10,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS11,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS12,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS13,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS14,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS15,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS16,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS17,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS18,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS19,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS20,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS21,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS22,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS23,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS24,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS25,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS26,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS27,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS28,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS29,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS30,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V1LQS31,Q,C1,C2,0,1
Fc0C1Fc1C2Fv3V2LRS4,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS5,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS6,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS7,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS8,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS9,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS10,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS11,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS12,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS13,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS14,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS15,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS16,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS17,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS18,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS19,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS20,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS21,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS22,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS23,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS24,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS25,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS26,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS27,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS28,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS29,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS30,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V2LRS31,R,C1,C2,0,2
Fc0C1Fc1C2Fv3V3LSS4,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS5,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS6,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS7,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS8,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS9,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS10,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS11,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS12,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS13,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS14,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS15,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS16,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS17,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS18,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS19,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS20,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS21,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS22,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS23,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS24,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS25,S,C1,C2,0,3
Fc0C1Fc1C2Fv3V3LSS26,S,C1,C2,0,3
