sample,label,Fc0,Fc1,Fv2,Fv3
Fc0C1Fc1C1Fv2V2LSS31,S,C1,C1,2.0,-0.2034
Fc0C1Fc1C1Fv2V3LTS4,T,C1,C1,2.761,0.0
Fc0C1Fc1C1Fv2V3LTS5,T,C1,C1,2.8393,9.0
Fc0C1Fc1C1Fv2V3LTS6,T,C1,C1,3.0,7.246
Fc0C1Fc1C1Fv2V3LTS7,T,C1,C1,3.0,-0.1598
Fc0C1Fc1C1Fv2V3LTS8,T,C1,C1,3.0,4.0
Fc0C1Fc1C1Fv2V3LTS9,T,C1,C1,3.0,-0.1813
Fc0C1Fc1C1Fv2V3LTS10,T,C1,C1,3.1249,7.2038
Fc0C1Fc1C1Fv2V3LTS11,T,C1,C1,3.0,6.0
Fc0C1Fc1C1Fv2V3LTS12,T,C1,C1,3.0,9.188
Fc0C1Fc1C1Fv2V3LTS13,T,C1,C1,2.8254,5.0
Fc0C1Fc1C1Fv2V3LTS14,T,C1,C1,3.1176,0.0
Fc0C1Fc1C1Fv2V3LTS15,T,C1,C1,3.0,4.1338
Fc0C1Fc1C1Fv2V3LTS16,T,C1,C1,3.2447,0.0
Fc0C1Fc1C1Fv2V3LTS17,T,C1,C1,3.0,4.8565
Fc0C1Fc1C1Fv2V3LTS18,T,C1,C1,2.8363,5.0742
Fc0C1Fc1C1Fv2V3LTS19,T,C1,C1,3.0,8.9811
Fc0C1Fc1C1Fv2V3LTS20,T,C1,C1,3.0,9.0
Fc0C1Fc1C1Fv2V3LTS21,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS22,T,C1,C1,2.9155,-0.0607
Fc0C1Fc1C1Fv2V3LTS23,T,C1,C1,3.0,7.0155
Fc0C1Fc1C1Fv2V3LTS24,T,C1,C1,2.765,5.0
Fc0C1Fc1C1Fv2V3LTS25,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS26,T,C1,C1,3.0,-0.0933
Fc0C1Fc1C1Fv2V3LTS27,T,C1,C1,2.8923,0.0
Fc0C1Fc1C1Fv2V3LTS28,T,C1,C1,3.14,0.0526
Fc0C1Fc1C1Fv2V3LTS29,T,C1,C1,3.0,0.2039
Fc0C1Fc1C1Fv2V3LTS30,T,C1,C1,3.0,-0.199
Fc0C1Fc1C1Fv2V3LTS31,T,C1,C1,2.8021,6.0
Fc0C1Fc1C1Fv3V1LVS4,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS5,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS6,V,C1,C1,0.0,0.8664
Fc0C1Fc1C1Fv3V1LVS7,V,C1,C1,0.0,0.8107
Fc0C1Fc1C1Fv3V1LVS8,V,C1,C1,0.0,0.9134
Fc0C1Fc1C1Fv3V1LVS9,V,C1,C1,-0.12,1.0
Fc0C1Fc1C1Fv3V1LVS10,V,C1,C1,0.0,1.0858
Fc0C1Fc1C1Fv3V1LVS11,V,C1,C1,5.0,1.1623
Fc0C1Fc1C1Fv3V1LVS12,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS13,V,C1,C1,-0.0953,0.8765
Fc0C1Fc1C1Fv3V1LVS14,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS15,V,C1,C1,5.0,1.0
Fc0C1Fc1C1Fv3V1LVS16,V,C1,C1,-0.0706,0.896
Fc0C1Fc1C1Fv3V1LVS17,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS18,V,C1,C1,8.0,1.0968
Fc0C1Fc1C1Fv3V1LVS19,V,C1,C1,7.0,1.0
Fc0C1Fc1C1Fv3V1LVS20,V,C1,C1,4.0,1.0
Fc0C1Fc1C1Fv3V1LVS21,V,C1,C1,0.0,0.9061
Fc0C1Fc1C1Fv3V1LVS22,V,C1,C1,0.0529,1.0304
Fc0C1Fc1C1Fv3V1LVS23,V,C1,C1,7.0,0.9995
Fc0C1Fc1C1Fv3V1LVS24,V,C1,C1,0.0346,0.7642
Fc0C1Fc1C1Fv3V1LVS25,V,C1,C1,6.7688,1.2141
Fc0C1Fc1C1Fv3V1LVS26,V,C1,C1,4.1334,1.0
Fc0C1Fc1C1Fv3V1LVS27,V,C1,C1,0.0,1.1733
Fc0C1Fc1C1Fv3V1LVS28,V,C1,C1,4.9197,0.8387
Fc0C1Fc1C1Fv3V1LVS29,V,C1,C1,5.0,1.0
Fc0C1Fc1C1Fv3V1LVS30,V,C1,C1,-0.061,0.8531
Fc0C1Fc1C1Fv3V1LVS31,V,C1,C1,0.0,0.9793
Fc0C1Fc1C1Fv3V2LPS4,P,C1,C1,5.1232,1.8115
Fc0C1Fc1C1Fv3V2LPS5,P,C1,C1,0.0,2.1498
Fc0C1Fc1C1Fv3V2LPS6,P,C1,C1,0.0,2.2441
Fc0C1Fc1C1Fv3V2LPS7,P,C1,C1,0.0,1.9373
Fc0C1Fc1C1Fv3V2LPS8,P,C1,C1,0.0,1.8517
Fc0C1Fc1C1Fv3V2LPS9,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS10,P,C1,C1,-0.0487,2.1994
Fc0C1Fc1C1Fv3V2LPS11,P,C1,C1,7.0,2.0
Fc0C1Fc1C1Fv3V2LPS12,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS13,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS14,P,C1,C1,0.0,2.1733
Fc0C1Fc1C1Fv3V2LPS15,P,C1,C1,0.0,1.946
Fc0C1Fc1C1Fv3V2LPS16,P,C1,C1,3.9694,1.8529
Fc0C1Fc1C1Fv3V2LPS17,P,C1,C1,6.9419,1.9225
Fc0C1Fc1C1Fv3V2LPS18,P,C1,C1,6.0,2.0105
Fc0C1Fc1C1Fv3V2LPS19,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS20,P,C1,C1,0.1376,2.0537
Fc0C1Fc1C1Fv3V2LPS21,P,C1,C1,0.0,1.9205
Fc0C1Fc1C1Fv3V2LPS22,P,C1,C1,-0.0984,2.0
Fc0C1Fc1C1Fv3V2LPS23,P,C1,C1,9.0,2.1585
Fc0C1Fc1C1Fv3V2LPS24,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS25,P,C1,C1,4.0,2.0
Fc0C1Fc1C1Fv3V2LPS26,P,C1,C1,0.0,1.8753
Fc0C1Fc1C1Fv3V2LPS27,P,C1,C1,5.0,2.0
Fc0C1Fc1C1Fv3V2LPS28,P,C1,C1,6.066,2.1157
Fc0C1Fc1C1Fv3V2LPS29,P,C1,C1,0.0,2.0149
Fc0C1Fc1C1Fv3V2LPS30,P,C1,C1,4.0,2.0769
Fc0C1Fc1C1Fv3V2LPS31,P,C1,C1,4.9624,2.0895
Fc0C1Fc1C1Fv3V3LQS4,Q,C1,C1,0.0629,3.077
Fc0C1Fc1C1Fv3V3LQS5,Q,C1,C1,9.0253,3.0
Fc0C1Fc1C1Fv3V3LQS6,Q,C1,C1,0.2039,2.8768
Fc0C1Fc1C1Fv3V3LQS7,Q,C1,C1,0.0,3.0408
Fc0C1Fc1C1Fv3V3LQS8,Q,C1,C1,8.0,3.0
Fc0C1Fc1C1Fv3V3LQS9,Q,C1,C1,0.1308,3.0
Fc0C1Fc1C1Fv3V3LQS10,Q,C1,C1,9.0,3.0
Fc0C1Fc1C1Fv3V3LQS11,Q,C1,C1,0.2284,3.0
Fc0C1Fc1C1Fv3V3LQS12,Q,C1,C1,-0.0253,3.0
Fc0C1Fc1C1Fv3V3LQS13,Q,C1,C1,6.9254,3.1423
Fc0C1Fc1C1Fv3V3LQS14,Q,C1,C1,7.9807,3.0
Fc0C1Fc1C1Fv3V3LQS15,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS16,Q,C1,C1,0.0517,2.9053
Fc0C1Fc1C1Fv3V3LQS17,Q,C1,C1,0.0,3.141
Fc0C1Fc1C1Fv3V3LQS18,Q,C1,C1,-0.1567,2.9468
Fc0C1Fc1C1Fv3V3LQS19,Q,C1,C1,9.0,3.0
Fc0C1Fc1C1Fv3V3LQS20,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS21,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS22,Q,C1,C1,7.0,3.036
Fc0C1Fc1C1Fv3V3LQS23,Q,C1,C1,4.0,3.0
Fc0C1Fc1C1Fv3V3LQS24,Q,C1,C1,-0.1656,3.0
Fc0C1Fc1C1Fv3V3LQS25,Q,C1,C1,-0.1668,2.9565
Fc0C1Fc1C1Fv3V3LQS26,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS27,Q,C1,C1,5.8918,3.2195
Fc0C1Fc1C1Fv3V3LQS28,Q,C1,C1,0.0693,3.0
Fc0C1Fc1C1Fv3V3LQS29,Q,C1,C1,-0.066,3.0
Fc0C1Fc1C1Fv3V3LQS30,Q,C1,C1,6.0,2.8294
Fc0C1Fc1C1Fv3V3LQS31,Q,C1,C1,0.0625,3.0296
Fc0C1Fc1C2LRS4,R,C1,C2,0.0,9.0
Fc0C1Fc1C2LRS5,R,C1,C2,-0.036,6.7799
Fc0C1Fc1C2LRS6,R,C1,C2,3.863,6.0695
Fc0C1Fc1C2LRS7,R,C1,C2,-0.1769,0.015
Fc0C1Fc1C2LRS8,R,C1,C2,-0.0968,6.0
Fc0C1Fc1C2LRS9,R,C1,C2,0.0,7.0
Fc0C1Fc1C2LRS10,R,C1,C2,-0.1785,9.0
Fc0C1Fc1C2LRS11,R,C1,C2,8.0,7.9768
Fc0C1Fc1C2LRS12,R,C1,C2,5.2042,0.0
Fc0C1Fc1C2LRS13,R,C1,C2,0.0,8.0
Fc0C1Fc1C2LRS14,R,C1,C2,0.0769,0.0
Fc0C1Fc1C2LRS15,R,C1,C2,4.0,0.0
Fc0C1Fc1C2LRS16,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS17,R,C1,C2,8.0,6.0
Fc0C1Fc1C2LRS18,R,C1,C2,5.0235,4.9347
Fc0C1Fc1C2LRS19,R,C1,C2,0.0,5.876
Fc0C1Fc1C2LRS20,R,C1,C2,0.0,8.8495
Fc0C1Fc1C2LRS21,R,C1,C2,0.2226,0.0
Fc0C1Fc1C2LRS22,R,C1,C2,-0.0164,7.0
Fc0C1Fc1C2LRS23,R,C1,C2,5.2179,7.0
Fc0C1Fc1C2LRS24,R,C1,C2,0.0152,0.0
Fc0C1Fc1C2LRS25,R,C1,C2,7.0211,-0.1805
Fc0C1Fc1C2LRS26,R,C1,C2,6.8479,6.0411
Fc0C1Fc1C2LRS27,R,C1,C2,7.2495,0.1994
Fc0C1Fc1C2LRS28,R,C1,C2,3.911,-0.2243
Fc0C1Fc1C2LRS29,R,C1,C2,4.0,5.0047
Fc0C1Fc1C2LRS30,R,C1,C2,4.0,6.0
Fc0C1Fc1C2LRS31,R,C1,C2,4.0,9.0
Fc0C1Fc1C2Fv2V1LSS4,S,C1,C2,1.0453,7.0
Fc0C1Fc1C2Fv2V1LSS5,S,C1,C2,1.0373,4.0
Fc0C1Fc1C2Fv2V1LSS6,S,C1,C2,1.0,-0.1629
Fc0C1Fc1C2Fv2V1LSS7,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS8,S,C1,C2,0.9738,0.0
Fc0C1Fc1C2Fv2V1LSS9,S,C1,C2,1.232,4.0
Fc0C1Fc1C2Fv2V1LSS10,S,C1,C2,1.1849,0.0
Fc0C1Fc1C2Fv2V1LSS11,S,C1,C2,0.9929,5.0
Fc0C1Fc1C2Fv2V1LSS12,S,C1,C2,1.0,-0.0659
Fc0C1Fc1C2Fv2V1LSS13,S,C1,C2,0.7933,6.2027
Fc0C1Fc1C2Fv2V1LSS14,S,C1,C2,1.0,5.0227
Fc0C1Fc1C2Fv2V1LSS15,S,C1,C2,1.2076,5.0
Fc0C1Fc1C2Fv2V1LSS16,S,C1,C2,1.0,0.1259
Fc0C1Fc1C2Fv2V1LSS17,S,C1,C2,1.2276,0.0
Fc0C1Fc1C2Fv2V1LSS18,S,C1,C2,1.0,0.0627
Fc0C1Fc1C2Fv2V1LSS19,S,C1,C2,1.0,0.2463
Fc0C1Fc1C2Fv2V1LSS20,S,C1,C2,1.18,0.077
Fc0C1Fc1C2Fv2V1LSS21,S,C1,C2,1.0,0.1139
Fc0C1Fc1C2Fv2V1LSS22,S,C1,C2,1.0588,0.2472
Fc0C1Fc1C2Fv2V1LSS23,S,C1,C2,1.0,4.0
Fc0C1Fc1C2Fv2V1LSS24,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS25,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS26,S,C1,C2,1.0,8.8607
Fc0C1Fc1C2Fv2V1LSS27,S,C1,C2,0.9563,0.0768
Fc0C1Fc1C2Fv2V1LSS28,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS29,S,C1,C2,1.0973,6.0658
Fc0C1Fc1C2Fv2V1LSS30,S,C1,C2,0.9172,0.0
Fc0C1Fc1C2Fv2V1LSS31,S,C1,C2,1.2315,0.0
Fc0C1Fc1C2Fv2V2LTS4,T,C1,C2,1.7971,5.0531
Fc0C1Fc1C2Fv2V2LTS5,T,C1,C2,2.0681,0.0254
Fc0C1Fc1C2Fv2V2LTS6,T,C1,C2,2.1453,0.0219
Fc0C1Fc1C2Fv2V2LTS7,T,C1,C2,2.0,0.0474
Fc0C1Fc1C2Fv2V2LTS8,T,C1,C2,1.8712,6.0028
Fc0C1Fc1C2Fv2V2LTS9,T,C1,C2,2.1859,-0.0223
Fc0C1Fc1C2Fv2V2LTS10,T,C1,C2,2.1421,4.09
Fc0C1Fc1C2Fv2V2LTS11,T,C1,C2,2.0015,0.2344
Fc0C1Fc1C2Fv2V2LTS12,T,C1,C2,2.0,9.0
Fc0C1Fc1C2Fv2V2LTS13,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS14,T,C1,C2,1.924,9.0
Fc0C1Fc1C2Fv2V2LTS15,T,C1,C2,1.8997,0.0
Fc0C1Fc1C2Fv2V2LTS16,T,C1,C2,2.0,0.1984
Fc0C1Fc1C2Fv2V2LTS17,T,C1,C2,2.0,8.9787
Fc0C1Fc1C2Fv2V2LTS18,T,C1,C2,2.1972,0.0
Fc0C1Fc1C2Fv2V2LTS19,T,C1,C2,1.9066,0.0
Fc0C1Fc1C2Fv2V2LTS20,T,C1,C2,2.0,0.0653
Fc0C1Fc1C2Fv2V2LTS21,T,C1,C2,2.0,-0.0263
Fc0C1Fc1C2Fv2V2LTS22,T,C1,C2,1.8591,-0.0482
Fc0C1Fc1C2Fv2V2LTS23,T,C1,C2,2.1537,0.0
Fc0C1Fc1C2Fv2V2LTS24,T,C1,C2,1.9099,-0.2074
Fc0C1Fc1C2Fv2V2LTS25,T,C1,C2,1.9609,0.0
Fc0C1Fc1C2Fv2V2LTS26,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS27,T,C1,C2,2.0,6.0718
Fc0C1Fc1C2Fv2V2LTS28,T,C1,C2,2.2457,0.0
Fc0C1Fc1C2Fv2V2LTS29,T,C1,C2,2.0,8.0
Fc0C1Fc1C2Fv2V2LTS30,T,C1,C2,2.0,4.0
Fc0C1Fc1C2Fv2V2LTS31,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V3LPS4,P,C1,C2,2.7978,0.0
Fc0C1Fc1C2Fv2V3LPS5,P,C1,C2,2.8473,5.9518
Fc0C1Fc1C2Fv2V3LPS6,P,C1,C2,3.0,8.0
Fc0C1Fc1C2Fv2V3LPS7,P,C1,C2,2.8967,8.0
Fc0C1Fc1C2Fv2V3LPS8,P,C1,C2,3.1275,5.7865
Fc0C1Fc1C2Fv2V3LPS9,P,C1,C2,3.0792,0.1992
Fc0C1Fc1C2Fv2V3LPS10,P,C1,C2,3.0,8.8455
Fc0C1Fc1C2Fv2V3LPS11,P,C1,C2,3.0,8.0
Fc0C1Fc1C2Fv2V3LPS12,P,C1,C2,3.2244,6.87
Fc0C1Fc1C2Fv2V3LPS13,P,C1,C2,3.0,0.1671
Fc0C1Fc1C2Fv2V3LPS14,P,C1,C2,2.7906,0.0
Fc0C1Fc1C2Fv2V3LPS15,P,C1,C2,2.9594,6.0
Fc0C1Fc1C2Fv2V3LPS16,P,C1,C2,2.9136,8.0
Fc0C1Fc1C2Fv2V3LPS17,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS18,P,C1,C2,3.0,5.1022
Fc0C1Fc1C2Fv2V3LPS19,P,C1,C2,3.0,8.0
Fc0C1Fc1C2Fv2V3LPS20,P,C1,C2,3.2416,0.1363
Fc0C1Fc1C2Fv2V3LPS21,P,C1,C2,3.0,5.0
Fc0C1Fc1C2Fv2V3LPS22,P,C1,C2,2.8691,-0.1652
Fc0C1Fc1C2Fv2V3LPS23,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS24,P,C1,C2,2.7767,0.0
Fc0C1Fc1C2Fv2V3LPS25,P,C1,C2,3.0,5.816
Fc0C1Fc1C2Fv2V3LPS26,P,C1,C2,2.8107,0.0
Fc0C1Fc1C2Fv2V3LPS27,P,C1,C2,3.1019,5.2273
Fc0C1Fc1C2Fv2V3LPS28,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS29,P,C1,C2,3.0698,9.0
Fc0C1Fc1C2Fv2V3LPS30,P,C1,C2,3.1247,0.0
Fc0C1Fc1C2Fv2V3LPS31,P,C1,C2,3.0612,0.0
Fc0C1Fc1C2Fv3V1LQS4,Q,C1,C2,5.1543,1.0
Fc0C1Fc1C2Fv3V1LQS5,Q,C1,C2,0.2091,1.1571
Fc0C1Fc1C2Fv3V1LQS6,Q,C1,C2,0.0,0.9442
Fc0C1Fc1C2Fv3V1LQS7,Q,C1,C2,5.0,1.0
Fc0C1Fc1C2Fv3V1LQS8,Q,C1,C2,3.7579,1.0363
Fc0C1Fc1C2Fv3V1LQS9,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS10,Q,C1,C2,6.0,1.1387
Fc0C1Fc1C2Fv3V1LQS11,Q,C1,C2,6.0,1.0
Fc0C1Fc1C2Fv3V1LQS12,Q,C1,C2,0.1854,1.2059
Fc0C1Fc1C2Fv3V1LQS13,Q,C1,C2,-0.1633,0.8158
Fc0C1Fc1C2Fv3V1LQS14,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS15,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS16,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS17,Q,C1,C2,0.2312,0.808
Fc0C1Fc1C2Fv3V1LQS18,Q,C1,C2,-0.2283,1.0643
Fc0C1Fc1C2Fv3V1LQS19,Q,C1,C2,0.0,0.8572
Fc0C1Fc1C2Fv3V1LQS20,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS21,Q,C1,C2,0.13,1.0
Fc0C1Fc1C2Fv3V1LQS22,Q,C1,C2,4.0,1.0
Fc0C1Fc1C2Fv3V1LQS23,Q,C1,C2,-0.2151,1.0501
Fc0C1Fc1C2Fv3V1LQS24,Q,C1,C2,-0.2305,1.1763
Fc0C1Fc1C2Fv3V1LQS25,Q,C1,C2,9.0341,0.8462
Fc0C1Fc1C2Fv3V1LQS26,Q,C1,C2,0.1516,1.0
Fc0C1Fc1C2Fv3V1LQS27,Q,C1,C2,-0.1145,0.9242
Fc0C1Fc1C2Fv3V1LQS28,Q,C1,C2,3.8391,0.9525
Fc0C1Fc1C2Fv3V1LQS29,Q,C1,C2,7.9511,0.9506
