sample,label,Fc0,Fc1,Fv2,Fv3
Fc0C1Fc1C1Fv2V1LRS23,R,C1,C1,1.1681,5.8477
Fc0C1Fc1C1Fv2V1LRS24,R,C1,C1,1.0,4.0
Fc0C1Fc1C1Fv2V1LRS25,R,C1,C1,1.1652,8.0718
Fc0C1Fc1C1Fv2V1LRS26,R,C1,C1,1.0,5.0
Fc0C1Fc1C1Fv2V1LRS27,R,C1,C1,1.0,8.9078
Fc0C1Fc1C1Fv2V1LRS28,R,C1,C1,1.0,-0.1557
Fc0C1Fc1C1Fv2V1LRS29,R,C1,C1,1.0907,4.1629
Fc0C1Fc1C1Fv2V1LRS30,R,C1,C1,1.0,4.1898
Fc0C1Fc1C1Fv2V1LRS31,R,C1,C1,1.0,0.0
Fc0C1Fc1C1Fv2V2LSS4,S,C1,C1,2.0624,0.0
Fc0C1Fc1C1Fv2V2LSS5,S,C1,C1,1.8029,7.8376
Fc0C1Fc1C1Fv2V2LSS6,S,C1,C1,2.1614,0.0
Fc0C1Fc1C1Fv2V2LSS7,S,C1,C1,2.0,8.0842
Fc0C1Fc1C1Fv2V2LSS8,S,C1,C1,2.0,9.0
Fc0C1Fc1C1Fv2V2LSS9,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS10,S,C1,C1,1.8458,5.0
Fc0C1Fc1C1Fv2V2LSS11,S,C1,C1,2.1265,-0.1585
Fc0C1Fc1C1Fv2V2LSS12,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS13,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS14,S,C1,C1,2.1777,5.0
Fc0C1Fc1C1Fv2V2LSS15,S,C1,C1,2.0,0.0435
Fc0C1Fc1C1Fv2V2LSS16,S,C1,C1,2.1314,0.0
Fc0C1Fc1C1Fv2V2LSS17,S,C1,C1,1.9405,0.0
Fc0C1Fc1C1Fv2V2LSS18,S,C1,C1,2.0,7.0263
Fc0C1Fc1C1Fv2V2LSS19,S,C1,C1,2.1812,4.1265
Fc0C1Fc1C1Fv2V2LSS20,S,C1,C1,1.8752,-0.0226
Fc0C1Fc1C1Fv2V2LSS21,S,C1,C1,2.0,8.0
Fc0C1Fc1C1Fv2V2LSS22,S,C1,C1,2.0,-0.0887
Fc0C1Fc1C1Fv2V2LSS23,S,C1,C1,2.0,8.0
Fc0C1Fc1C1Fv2V2LSS24,S,C1,C1,2.0,4.1973
Fc0C1Fc1C1Fv2V2LSS25,S,C1,C1,2.0,5.0033
Fc0C1Fc1C1Fv2V2LSS26,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS27,S,C1,C1,2.0,8.99
Fc0C1Fc1C1Fv2V2LSS28,S,C1,C1,2.0,0.0
Fc0C1Fc1C1Fv2V2LSS29,S,C1,C1,2.1924,9.0995
Fc0C1Fc1C1Fv2V2LSS30,S,C1,C1,2.0,-0.1966
Fc0C1Fc1C1Fv2V2LSS31,S,C1,C1,2.0,4.8344
Fc0C1Fc1C1Fv2V3LTS4,T,C1,C1,3.0,8.0
Fc0C1Fc1C1Fv2V3LTS5,T,C1,C1,3.0,5.0
Fc0C1Fc1C1Fv2V3LTS6,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS7,T,C1,C1,2.9083,0.0
Fc0C1Fc1C1Fv2V3LTS8,T,C1,C1,3.0,6.9313
Fc0C1Fc1C1Fv2V3LTS9,T,C1,C1,3.09,0.0
Fc0C1Fc1C1Fv2V3LTS10,T,C1,C1,2.8282,9.0
Fc0C1Fc1C1Fv2V3LTS11,T,C1,C1,2.8587,6.183
Fc0C1Fc1C1Fv2V3LTS12,T,C1,C1,2.8699,0.0
Fc0C1Fc1C1Fv2V3LTS13,T,C1,C1,3.0,9.0
Fc0C1Fc1C1Fv2V3LTS14,T,C1,C1,3.0,0.109
Fc0C1Fc1C1Fv2V3LTS15,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS16,T,C1,C1,3.0,5.0
Fc0C1Fc1C1Fv2V3LTS17,T,C1,C1,3.1141,8.9253
Fc0C1Fc1C1Fv2V3LTS18,T,C1,C1,3.1563,0.0
Fc0C1Fc1C1Fv2V3LTS19,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv2V3LTS20,T,C1,C1,3.0603,0.0
Fc0C1Fc1C1Fv2V3LTS21,T,C1,C1,2.8645,0.0
Fc0C1Fc1C1Fv2V3LTS22,T,C1,C1,3.0211,5.0
Fc0C1Fc1C1Fv2V3LTS23,T,C1,C1,3.1888,0.1148
Fc0C1Fc1C1Fv2V3LTS24,T,C1,C1,3.0938,0.0
Fc0C1Fc1C1Fv2V3LTS25,T,C1,C1,3.0,-0.1903
Fc0C1Fc1C1Fv2V3LTS26,T,C1,C1,3.0,-0.0529
Fc0C1Fc1C1Fv2V3LTS27,T,C1,C1,3.0,7.0
Fc0C1Fc1C1Fv2V3LTS28,T,C1,C1,3.1916,6.0
Fc0C1Fc1C1Fv2V3LTS29,T,C1,C1,2.8886,7.8519
Fc0C1Fc1C1Fv2V3LTS30,T,C1,C1,2.8664,7.0
Fc0C1Fc1C1Fv2V3LTS31,T,C1,C1,3.0,0.0
Fc0C1Fc1C1Fv3V1LVS4,V,C1,C1,0.0996,1.076
Fc0C1Fc1C1Fv3V1LVS5,V,C1,C1,9.1119,1.0
Fc0C1Fc1C1Fv3V1LVS6,V,C1,C1,7.0,1.0
Fc0C1Fc1C1Fv3V1LVS7,V,C1,C1,-0.0512,1.0
Fc0C1Fc1C1Fv3V1LVS8,V,C1,C1,8.0,1.0
Fc0C1Fc1C1Fv3V1LVS9,V,C1,C1,0.0,0.8164
Fc0C1Fc1C1Fv3V1LVS10,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS11,V,C1,C1,0.1043,1.0
Fc0C1Fc1C1Fv3V1LVS12,V,C1,C1,8.8836,1.1745
Fc0C1Fc1C1Fv3V1LVS13,V,C1,C1,9.0,1.1031
Fc0C1Fc1C1Fv3V1LVS14,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS15,V,C1,C1,0.0,0.8361
Fc0C1Fc1C1Fv3V1LVS16,V,C1,C1,-0.088,1.0
Fc0C1Fc1C1Fv3V1LVS17,V,C1,C1,-0.1959,1.0
Fc0C1Fc1C1Fv3V1LVS18,V,C1,C1,6.9079,1.0
Fc0C1Fc1C1Fv3V1LVS19,V,C1,C1,0.0,1.1364
Fc0C1Fc1C1Fv3V1LVS20,V,C1,C1,-0.1095,1.0
Fc0C1Fc1C1Fv3V1LVS21,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS22,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS23,V,C1,C1,9.1774,1.0
Fc0C1Fc1C1Fv3V1LVS24,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS25,V,C1,C1,0.1208,1.0
Fc0C1Fc1C1Fv3V1LVS26,V,C1,C1,0.0,0.8315
Fc0C1Fc1C1Fv3V1LVS27,V,C1,C1,8.9156,1.0
Fc0C1Fc1C1Fv3V1LVS28,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS29,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS30,V,C1,C1,0.0,1.0
Fc0C1Fc1C1Fv3V1LVS31,V,C1,C1,-0.0837,1.0
Fc0C1Fc1C1Fv3V2LPS4,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS5,P,C1,C1,9.0,2.0
Fc0C1Fc1C1Fv3V2LPS6,P,C1,C1,8.0,1.835
Fc0C1Fc1C1Fv3V2LPS7,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS8,P,C1,C1,5.0,2.0
Fc0C1Fc1C1Fv3V2LPS9,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS10,P,C1,C1,9.1507,2.072
Fc0C1Fc1C1Fv3V2LPS11,P,C1,C1,0.0,1.8867
Fc0C1Fc1C1Fv3V2LPS12,P,C1,C1,6.0,2.0
Fc0C1Fc1C1Fv3V2LPS13,P,C1,C1,0.0517,2.0
Fc0C1Fc1C1Fv3V2LPS14,P,C1,C1,0.0,1.8488
Fc0C1Fc1C1Fv3V2LPS15,P,C1,C1,5.8653,2.0
Fc0C1Fc1C1Fv3V2LPS16,P,C1,C1,9.1046,2.0
Fc0C1Fc1C1Fv3V2LPS17,P,C1,C1,-0.0255,2.0
Fc0C1Fc1C1Fv3V2LPS18,P,C1,C1,8.1444,2.1604
Fc0C1Fc1C1Fv3V2LPS19,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS20,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS21,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS22,P,C1,C1,7.0,1.873
Fc0C1Fc1C1Fv3V2LPS23,P,C1,C1,0.0,2.0173
Fc0C1Fc1C1Fv3V2LPS24,P,C1,C1,0.0,2.0
Fc0C1Fc1C1Fv3V2LPS25,P,C1,C1,6.0,2.0
Fc0C1Fc1C1Fv3V2LPS26,P,C1,C1,0.0,1.9645
Fc0C1Fc1C1Fv3V2LPS27,P,C1,C1,0.0,2.1791
Fc0C1Fc1C1Fv3V2LPS28,P,C1,C1,3.8887,2.0
Fc0C1Fc1C1Fv3V2LPS29,P,C1,C1,9.0,1.9001
Fc0C1Fc1C1Fv3V2LPS30,P,C1,C1,-0.0943,2.1448
Fc0C1Fc1C1Fv3V2LPS31,P,C1,C1,4.8942,2.0
Fc0C1Fc1C1Fv3V3LQS4,Q,C1,C1,7.0,2.9473
Fc0C1Fc1C1Fv3V3LQS5,Q,C1,C1,0.0398,2.8498
Fc0C1Fc1C1Fv3V3LQS6,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS7,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS8,Q,C1,C1,0.0,3.1361
Fc0C1Fc1C1Fv3V3LQS9,Q,C1,C1,0.1713,2.997
Fc0C1Fc1C1Fv3V3LQS10,Q,C1,C1,0.1772,3.0
Fc0C1Fc1C1Fv3V3LQS11,Q,C1,C1,3.8499,3.0
Fc0C1Fc1C1Fv3V3LQS12,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS13,Q,C1,C1,0.0,2.9737
Fc0C1Fc1C1Fv3V3LQS14,Q,C1,C1,0.1559,3.0
Fc0C1Fc1C1Fv3V3LQS15,Q,C1,C1,5.1327,3.0
Fc0C1Fc1C1Fv3V3LQS16,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS17,Q,C1,C1,0.0,2.9143
Fc0C1Fc1C1Fv3V3LQS18,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS19,Q,C1,C1,4.0558,2.8132
Fc0C1Fc1C1Fv3V3LQS20,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS21,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS22,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS23,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS24,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS25,Q,C1,C1,5.9385,2.9033
Fc0C1Fc1C1Fv3V3LQS26,Q,C1,C1,0.0,3.0
Fc0C1Fc1C1Fv3V3LQS27,Q,C1,C1,9.0,3.0
Fc0C1Fc1C1Fv3V3LQS28,Q,C1,C1,0.0684,3.0
Fc0C1Fc1C1Fv3V3LQS29,Q,C1,C1,9.0,3.0935
Fc0C1Fc1C1Fv3V3LQS30,Q,C1,C1,5.0188,3.0
Fc0C1Fc1C1Fv3V3LQS31,Q,C1,C1,0.0,3.0899
Fc0C1Fc1C2LRS4,R,C1,C2,-0.0907,8.1719
Fc0C1Fc1C2LRS5,R,C1,C2,0.0,3.8077
Fc0C1Fc1C2LRS6,R,C1,C2,0.1593,0.0
Fc0C1Fc1C2LRS7,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS8,R,C1,C2,8.0,4.8703
Fc0C1Fc1C2LRS9,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS10,R,C1,C2,0.0931,0.0094
Fc0C1Fc1C2LRS11,R,C1,C2,7.0,0.0
Fc0C1Fc1C2LRS12,R,C1,C2,8.0,4.0
Fc0C1Fc1C2LRS13,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS14,R,C1,C2,7.0,0.0
Fc0C1Fc1C2LRS15,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS16,R,C1,C2,8.0,0.1445
Fc0C1Fc1C2LRS17,R,C1,C2,0.0,-0.0806
Fc0C1Fc1C2LRS18,R,C1,C2,0.0,7.1321
Fc0C1Fc1C2LRS19,R,C1,C2,8.0,8.1643
Fc0C1Fc1C2LRS20,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS21,R,C1,C2,0.0,0.1611
Fc0C1Fc1C2LRS22,R,C1,C2,0.0965,3.9432
Fc0C1Fc1C2LRS23,R,C1,C2,3.9511,0.0
Fc0C1Fc1C2LRS24,R,C1,C2,0.0,0.1015
Fc0C1Fc1C2LRS25,R,C1,C2,5.9103,0.0
Fc0C1Fc1C2LRS26,R,C1,C2,0.0,4.0
Fc0C1Fc1C2LRS27,R,C1,C2,4.869,0.0685
Fc0C1Fc1C2LRS28,R,C1,C2,0.0,0.0
Fc0C1Fc1C2LRS29,R,C1,C2,0.146,4.0
Fc0C1Fc1C2LRS30,R,C1,C2,0.1452,8.0312
Fc0C1Fc1C2LRS31,R,C1,C2,0.0,0.0
Fc0C1Fc1C2Fv2V1LSS4,S,C1,C2,1.1877,0.0
Fc0C1Fc1C2Fv2V1LSS5,S,C1,C2,1.1099,0.0
Fc0C1Fc1C2Fv2V1LSS6,S,C1,C2,1.0,3.8098
Fc0C1Fc1C2Fv2V1LSS7,S,C1,C2,1.0728,0.0
Fc0C1Fc1C2Fv2V1LSS8,S,C1,C2,1.0,7.0
Fc0C1Fc1C2Fv2V1LSS9,S,C1,C2,0.882,5.071
Fc0C1Fc1C2Fv2V1LSS10,S,C1,C2,1.0,7.0
Fc0C1Fc1C2Fv2V1LSS11,S,C1,C2,1.0,5.8213
Fc0C1Fc1C2Fv2V1LSS12,S,C1,C2,0.8245,9.0
Fc0C1Fc1C2Fv2V1LSS13,S,C1,C2,1.0,-0.061
Fc0C1Fc1C2Fv2V1LSS14,S,C1,C2,1.0,8.0
Fc0C1Fc1C2Fv2V1LSS15,S,C1,C2,0.8319,-0.1506
Fc0C1Fc1C2Fv2V1LSS16,S,C1,C2,1.0,5.0
Fc0C1Fc1C2Fv2V1LSS17,S,C1,C2,1.1192,-0.1817
Fc0C1Fc1C2Fv2V1LSS18,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS19,S,C1,C2,1.0467,-0.1016
Fc0C1Fc1C2Fv2V1LSS20,S,C1,C2,1.0444,-0.1796
Fc0C1Fc1C2Fv2V1LSS21,S,C1,C2,1.0,9.0
Fc0C1Fc1C2Fv2V1LSS22,S,C1,C2,1.0,8.0
Fc0C1Fc1C2Fv2V1LSS23,S,C1,C2,1.0657,-0.0345
Fc0C1Fc1C2Fv2V1LSS24,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS25,S,C1,C2,1.0328,5.0
Fc0C1Fc1C2Fv2V1LSS26,S,C1,C2,1.0606,6.0
Fc0C1Fc1C2Fv2V1LSS27,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS28,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS29,S,C1,C2,1.0922,0.0
Fc0C1Fc1C2Fv2V1LSS30,S,C1,C2,1.0,0.0
Fc0C1Fc1C2Fv2V1LSS31,S,C1,C2,1.1146,9.0021
Fc0C1Fc1C2Fv2V2LTS4,T,C1,C2,2.0,4.9712
Fc0C1Fc1C2Fv2V2LTS5,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS6,T,C1,C2,2.0,8.0
Fc0C1Fc1C2Fv2V2LTS7,T,C1,C2,2.0321,0.0
Fc0C1Fc1C2Fv2V2LTS8,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS9,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS10,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS11,T,C1,C2,2.0,7.9664
Fc0C1Fc1C2Fv2V2LTS12,T,C1,C2,2.0,8.0
Fc0C1Fc1C2Fv2V2LTS13,T,C1,C2,2.0,6.1065
Fc0C1Fc1C2Fv2V2LTS14,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS15,T,C1,C2,1.8144,5.1185
Fc0C1Fc1C2Fv2V2LTS16,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS17,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS18,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS19,T,C1,C2,2.0,4.0
Fc0C1Fc1C2Fv2V2LTS20,T,C1,C2,2.0,0.0441
Fc0C1Fc1C2Fv2V2LTS21,T,C1,C2,2.0,5.0
Fc0C1Fc1C2Fv2V2LTS22,T,C1,C2,2.0,7.8662
Fc0C1Fc1C2Fv2V2LTS23,T,C1,C2,2.0,4.0
Fc0C1Fc1C2Fv2V2LTS24,T,C1,C2,2.0,7.9052
Fc0C1Fc1C2Fv2V2LTS25,T,C1,C2,2.002,-0.1338
Fc0C1Fc1C2Fv2V2LTS26,T,C1,C2,1.9255,-0.1226
Fc0C1Fc1C2Fv2V2LTS27,T,C1,C2,2.0,0.0
Fc0C1Fc1C2Fv2V2LTS28,T,C1,C2,1.9269,0.0
Fc0C1Fc1C2Fv2V2LTS29,T,C1,C2,1.8014,6.1416
Fc0C1Fc1C2Fv2V2LTS30,T,C1,C2,1.925,0.0
Fc0C1Fc1C2Fv2V2LTS31,T,C1,C2,2.1062,5.0
Fc0C1Fc1C2Fv2V3LPS4,P,C1,C2,3.1189,7.0
Fc0C1Fc1C2Fv2V3LPS5,P,C1,C2,2.849,6.0
Fc0C1Fc1C2Fv2V3LPS6,P,C1,C2,3.0,4.0
Fc0C1Fc1C2Fv2V3LPS7,P,C1,C2,3.0311,3.8204
Fc0C1Fc1C2Fv2V3LPS8,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS9,P,C1,C2,3.0,5.9259
Fc0C1Fc1C2Fv2V3LPS10,P,C1,C2,3.1799,-0.0535
Fc0C1Fc1C2Fv2V3LPS11,P,C1,C2,3.1469,6.0
Fc0C1Fc1C2Fv2V3LPS12,P,C1,C2,3.0,4.0
Fc0C1Fc1C2Fv2V3LPS13,P,C1,C2,2.9596,9.0
Fc0C1Fc1C2Fv2V3LPS14,P,C1,C2,3.0439,0.1118
Fc0C1Fc1C2Fv2V3LPS15,P,C1,C2,2.9126,5.0
Fc0C1Fc1C2Fv2V3LPS16,P,C1,C2,3.0,-0.0678
Fc0C1Fc1C2Fv2V3LPS17,P,C1,C2,2.8766,-0.0166
Fc0C1Fc1C2Fv2V3LPS18,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS19,P,C1,C2,2.8191,6.0
Fc0C1Fc1C2Fv2V3LPS20,P,C1,C2,3.0,7.0
Fc0C1Fc1C2Fv2V3LPS21,P,C1,C2,3.0,9.0
Fc0C1Fc1C2Fv2V3LPS22,P,C1,C2,2.9061,0.0
Fc0C1Fc1C2Fv2V3LPS23,P,C1,C2,3.1136,0.0
Fc0C1Fc1C2Fv2V3LPS24,P,C1,C2,3.0855,0.0
Fc0C1Fc1C2Fv2V3LPS25,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS26,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS27,P,C1,C2,2.8109,8.0
Fc0C1Fc1C2Fv2V3LPS28,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS29,P,C1,C2,3.0878,0.0
Fc0C1Fc1C2Fv2V3LPS30,P,C1,C2,3.0,0.0
Fc0C1Fc1C2Fv2V3LPS31,P,C1,C2,2.9959,0.0
Fc0C1Fc1C2Fv3V1LQS4,Q,C1,C2,0.1253,1.0
Fc0C1Fc1C2Fv3V1LQS5,Q,C1,C2,0.0802,1.0923
Fc0C1Fc1C2Fv3V1LQS6,Q,C1,C2,5.0,1.0145
Fc0C1Fc1C2Fv3V1LQS7,Q,C1,C2,7.8647,1.0
Fc0C1Fc1C2Fv3V1LQS8,Q,C1,C2,4.1275,1.0432
Fc0C1Fc1C2Fv3V1LQS9,Q,C1,C2,9.0,1.1193
Fc0C1Fc1C2Fv3V1LQS10,Q,C1,C2,0.0112,1.0
Fc0C1Fc1C2Fv3V1LQS11,Q,C1,C2,4.0,1.0
Fc0C1Fc1C2Fv3V1LQS12,Q,C1,C2,9.0,1.1234
Fc0C1Fc1C2Fv3V1LQS13,Q,C1,C2,8.1779,1.0
Fc0C1Fc1C2Fv3V1LQS14,Q,C1,C2,5.074,0.8083
Fc0C1Fc1C2Fv3V1LQS15,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS16,Q,C1,C2,9.0,1.0
Fc0C1Fc1C2Fv3V1LQS17,Q,C1,C2,5.0,1.1453
Fc0C1Fc1C2Fv3V1LQS18,Q,C1,C2,0.0479,1.0
Fc0C1Fc1C2Fv3V1LQS19,Q,C1,C2,4.0,1.0669
Fc0C1Fc1C2Fv3V1LQS20,Q,C1,C2,4.8166,0.8249
Fc0C1Fc1C2Fv3V1LQS21,Q,C1,C2,0.184,1.0
Fc0C1Fc1C2Fv3V1LQS22,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS23,Q,C1,C2,5.0,1.0
Fc0C1Fc1C2Fv3V1LQS24,Q,C1,C2,0.0,1.0
Fc0C1Fc1C2Fv3V1LQS25,Q,C1,C2,-0.0891,1.0
Fc0C1Fc1C2Fv3V1LQS26,Q,C1,C2,0.1632,1.0
Fc0C1Fc1C2Fv3V1LQS27,Q,C1,C2,0.0,0.9117
Fc0C1Fc1C2Fv3V1LQS28,Q,C1,C2,0.0,0.8229
Fc0C1Fc1C2Fv3V1LQS29,Q,C1,C2,8.0,1.0
Fc0C1Fc1C2Fv3V1LQS30,Q,C1,C2,7.0453,1.0
Fc0C1Fc1C2Fv3V1LQS31,Q,C1,C2,0.1783,1.0
Fc0C1Fc1C2Fv3V2LRS4,R,C1,C2,0.1097,2.0
