PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
R10059,-3.412392,0.148427,0.438342,-1.047781,-3.22403,-0.183409,-0.38383,1.7177,-0.684271,0.170907,E
R10060,0.809204,-0.16562,0.025799,0.712127,0.887365,-1.055431,-1.554093,0.54299,1.623157,0.03754,I
R10061,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.307984,0.106925,0.456805,-0.310094,-0.207975,F
R10062,0.09326,0.148427,0.171611,0.970704,0.17234,2.72333,-2.799857,-1.515043,-1.058449,0.044906,A
R10063,-0.770809,-0.110662,0.328093,0.26205,0.17234,0.314889,0.069175,-0.358759,0.469443,0.369913,D
R10064,0.006853,0.077766,0.342319,-0.12859,0.261718,-0.349509,-0.081827,0.319732,0.032902,-0.1402,F
R10065,-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.231839,0.257927,0.522623,0.095265,0.218741,E
R10066,-2.215039,-0.29909,0.352988,0.054854,-1.704602,1.43606,0.55993,-0.744892,0.001721,1.078163,A
R10067,-0.00549,0.486028,0.118265,0.446569,0.261718,-0.141884,0.55993,0.293774,0.282354,-0.272301,G
R10068,0.031541,0.140576,0.399221,-0.817372,0.261718,-0.640182,0.446679,0.80236,0.750076,-0.679752,H
R10069,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.519635,1.46725,-0.323945,I
R10070,0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.893788,0.531806,0.373456,A
R10071,0.130292,-0.212727,0.324537,0.386474,0.261718,0.439463,0.144676,-0.650786,-0.154186,0.445257,F
R10072,-3.498799,0.486028,0.139604,-5.440122,-0.006417,0.14879,0.635431,0.038073,-2.430434,-0.090437,A
R10073,0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.055431,0.031425,0.197415,-0.278912,-0.862508,F
R10074,0.056229,-0.087108,0.089814,1.312409,0.082961,-0.930856,0.220177,-1.857317,-1.869167,-0.824775,A
R10075,-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.173198,-5.706639,2.59782,-3.303515,-4.782908,A
R10076,0.15498,0.140576,0.228514,0.766134,-1.257711,0.813187,0.52218,0.069293,-0.247731,0.553825,A
R10077,0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.474083,0.333428,-0.716527,0.001721,-0.478696,F
R10078,-3.498799,0.203385,0.95402,-2.222565,-4.922215,-1.802878,-3.290612,-1.65231,-2.492797,-2.8219,A
R10079,-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.349509,0.52218,1.299725,-2.305708,-0.463688,A
R10080,-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,G
R10081,-0.16596,-0.267686,0.256965,0.051662,0.261718,0.522513,-1.214339,-1.151082,-0.933723,1.43062,A
R10082,0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.474083,0.371178,-0.288941,-0.154186,-0.500516,A
R10083,0.043885,0.274046,0.182281,0.095763,0.261718,2.432656,0.295677,-2.03524,-1.557353,2.135989,F
R10084,0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.231839,0.673182,-1.340324,-2.33689,-0.036322,A
R10085,-0.881904,-1.947839,0.217845,2.046336,0.17234,1.519109,1.352689,-0.082419,1.872609,0.678138,X
R10086,0.15498,-0.236281,0.01513,0.558909,0.17234,0.480988,-0.006326,0.330799,0.219991,0.575669,A
R10087,0.512951,-0.306942,0.061363,1.371548,0.976743,-0.723232,-1.25209,0.870372,1.093072,0.210194,I
R10088,-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.432558,-0.34608,0.103755,0.064084,-0.064133,F
R10089,0.019197,0.038511,0.19295,0.323367,0.261718,0.273364,0.106925,-0.216735,-0.091823,0.316749,F
R10090,-2.449572,4.835583,0.352988,0.048976,-2.419627,-0.930856,0.295677,2.7333,-2.866974,-0.876672,A
R10091,-0.141273,0.729415,0.079145,0.151709,0.261718,-0.349509,0.295677,0.269757,0.032902,-0.354456,F
R10092,-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.356414,-0.157328,1.036763,0.064084,0.539673,W
R10093,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.01731,-0.157328,-1.053461,-0.091823,0.196487,A
R10094,0.09326,0.423218,0.022242,-0.203782,0.082961,0.813187,-0.157328,-0.724623,-1.245538,0.921278,A
R10095,0.241386,-0.126364,0.417003,0.096091,0.17234,0.605563,0.597681,0.377648,0.594169,0.327117,A
R10096,-0.128929,-0.409007,0.175168,-0.256565,0.082961,0.564038,0.899684,1.312248,0.750076,0.151606,E
R10097,-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.602159,0.182426,-1.842756,-0.964905,1.468364,E
R10098,-0.104241,-0.079257,0.011573,0.220903,0.261718,0.605563,1.012935,0.165186,0.282354,0.098829,A
R10099,-0.215336,0.281897,0.107596,0.73922,0.082961,0.190314,-0.006326,0.359747,0.687713,0.296147,E
R10100,0.105604,0.556689,-0.031104,0.619301,0.17234,-0.224934,0.144676,0.920348,0.282354,-0.164793,A
R10101,0.401857,-0.29909,0.328093,0.432395,-1.257711,0.273364,0.333428,0.692139,-0.185368,0.190713,A
R10102,-0.314087,0.540986,-0.041773,0.882562,0.261718,0.937762,0.069175,0.191299,0.001721,0.95355,F
R10103,-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.107265,-0.006326,1.698051,0.874802,0.239427,E
R10104,-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.096956,0.031425,2.137228,1.061891,-0.88669,E
R10105,0.47592,-0.283388,0.107596,0.080127,0.976743,-1.636779,-1.063338,-0.712954,0.62535,-0.836143,I
R10106,0.031541,-0.118513,0.374326,-0.066706,0.261718,0.14879,0.220177,0.681674,0.500624,0.127568,A
R10107,0.167323,0.148427,0.278304,-0.289596,0.261718,-0.806282,0.635431,0.265815,0.594169,-0.93649,H
R10108,0.019197,-0.338346,-0.358293,-0.113223,0.17234,3.346203,0.295677,-1.752455,-1.775623,2.986901,A
R10109,0.229043,-0.22843,0.324537,-0.869141,0.261718,-1.055431,0.257927,-0.259993,0.001721,-0.971739,F
R10110,0.031541,0.140576,0.399221,-0.817372,0.261718,-0.183409,0.371178,0.477948,0.40708,-0.239703,H
R10111,0.043885,0.007106,1.348781,-1.249397,-0.185173,-0.557133,-0.044076,2.353166,0.438262,-0.366499,E
R10112,-0.252367,-0.110662,0.452567,0.888321,0.17234,1.26996,0.257927,-0.635661,-0.278912,1.10683,D
R10113,-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.145386,0.106925,-1.203678,-1.276719,1.082648,A
R10114,-0.363462,-0.189174,0.641057,0.681245,0.17234,0.107265,-0.006326,0.672646,0.594169,0.224286,C
R10115,0.080916,0.313302,0.079145,0.588985,0.261718,0.522513,0.144676,-0.318084,-0.341275,0.52241,F
R10116,-0.363462,0.23479,0.000904,0.759778,0.261718,0.024215,0.55993,0.463115,0.531806,-0.160308,G
R10117,1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.474083,0.371178,0.431915,-0.715453,-0.509317,A
R10118,0.142636,-0.377602,0.328093,-0.039583,0.261718,0.190314,0.597681,-0.823408,-0.746634,-0.060673,F
R10119,-0.264711,-0.09496,0.01513,-0.597346,0.261718,0.273364,0.710932,-1.110465,-0.43482,-0.036551,E
R10120,-0.054866,0.580242,0.032912,-0.016668,0.261718,0.854712,0.031425,0.445486,0.219991,0.913611,A
R10121,-0.017834,-0.22843,0.37077,1.293671,0.17234,0.522513,0.106925,0.870062,2.028517,0.562433,X
R10122,0.759828,-1.304042,-0.023991,-0.973663,-0.006417,0.813187,-2.2336,1.136616,1.903791,2.609177,I
R10123,0.15498,-0.189174,0.246296,-1.223587,0.082961,0.896237,0.106925,1.306287,0.126447,0.889766,A
R10124,0.117948,-0.291239,0.306755,0.255993,0.17234,0.813187,0.371178,-0.526178,0.219991,0.638308,A
R10125,-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.145386,0.144676,-1.140287,-0.278912,1.082407,A
R10126,0.303106,0.352558,0.082701,0.703981,0.261718,-0.349509,0.220177,0.597314,-0.185368,-0.317025,F
R10127,0.229043,-0.008597,0.175168,0.087408,0.17234,-0.723232,0.106925,0.031724,-0.310094,-0.59398,A
R10128,-0.240024,-0.534626,0.075589,-0.617039,0.17234,3.097054,0.295677,-1.552573,-1.744441,2.728909,E
R10129,-0.091897,0.344707,0.182281,0.722749,0.261718,1.35301,-0.006326,-0.943163,0.313536,1.368294,H
R10130,-0.22768,-0.997846,0.356544,-0.026932,0.261718,1.311485,0.446679,-1.220764,-0.715453,1.062286,D
R10131,0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.681707,-1.893847,-0.547574,0.687713,0.690483,I
R10132,0.080916,-0.244132,0.214288,-0.37914,0.261718,0.439463,1.805694,0.507013,0.313536,-0.426811,F
R10133,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,0.771662,0.408929,0.197571,0.126447,0.588062,D
R10134,0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.307984,0.484429,0.340506,0.157628,-0.415334,A
R10135,0.130292,-0.157769,0.577041,-0.670986,0.17234,-0.847807,0.55993,0.543903,0.594169,-0.921795,C
R10136,0.229043,-0.354049,0.182281,0.210878,0.261718,0.564038,0.484429,-0.019785,-0.091823,0.352034,A
R10137,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.553729,-2.799857,-2.613392,-1.588534,-2.719806,A
R10138,0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.307984,0.182426,0.860742,0.095265,-0.249456,A
R10139,0.377169,0.014957,0.381439,0.292753,0.261718,-0.930856,0.220177,1.368572,1.217798,-0.842605,H
R10140,-0.030178,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.892894,0.344717,0.215606,G
R10141,0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.799346,1.302355,-0.207338,0.334323,0.103856,A
R10142,0.117948,-0.29909,0.473906,-0.204438,0.082961,0.231839,0.635431,-0.302124,0.126447,-0.027919,A
R10143,0.142636,-0.369751,0.413447,0.301347,0.17234,-0.224934,0.333428,0.558192,-0.247731,-0.268298,F
R10144,-0.252367,0.069915,0.246296,0.52355,0.261718,1.103861,1.654692,0.473716,1.061891,0.178887,E
R10145,-0.00549,0.054213,0.32098,0.804804,0.17234,-0.01731,0.786433,0.732232,1.747883,-0.312203,X
R10146,0.117948,0.289748,0.392108,-1.747095,0.261718,1.186911,0.144676,0.573996,-0.590727,1.132629,A
R10147,-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.224934,0.484429,0.596634,0.251173,-0.343631,E
R10148,-0.202992,-0.479668,-3.210528,-0.88764,0.261718,-0.723232,-0.534832,-1.009097,0.469443,-0.242368,D
R10149,0.47592,-0.338346,0.047137,-0.000972,0.976743,-0.01731,-0.874585,-0.817389,0.812439,0.656716,I
R10150,0.105604,-0.149918,0.438342,0.934659,0.261718,0.06574,0.371178,-1.324733,-1.93153,-0.011066,A
R10151,0.080916,0.014957,0.064919,0.346104,0.17234,0.522513,0.408929,0.030715,0.064084,0.364306,A
R10152,-0.363462,-0.008597,0.256965,-0.22634,0.261718,0.937762,-0.270579,1.495568,1.280161,1.158607,E
R10153,-0.128929,0.705861,0.413447,2.004055,0.61923,2.225032,-1.629594,0.235741,0.344717,3.607101,Y
R10154,0.241386,-0.322644,0.28186,0.274612,0.261718,-0.806282,0.597681,1.027948,0.375899,-0.910511,F
R10155,-0.128929,0.383963,0.23207,1.248675,0.261718,1.311485,0.371178,0.037179,-0.559546,1.100526,A
R10156,-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.688613,0.408929,0.032074,-0.466001,0.522,A
R10157,0.031541,0.140576,0.399221,-0.817372,0.261718,-1.30458,1.503691,0.240052,1.24898,-1.707645,H
R10158,-0.030178,-0.189174,0.242739,-0.408799,0.261718,-1.22153,-0.044076,-0.831252,-0.154186,-0.976537,F
R10159,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.557133,0.408929,0.467308,0.562987,-0.599501,G
R10160,-0.215336,-1.296191,0.491688,1.050073,0.61923,-1.470679,-1.516343,-0.220132,0.219991,-0.423846,X
R10161,0.130292,0.077766,-0.045329,0.285383,-0.095795,1.311485,0.635431,0.256244,0.095265,0.931525,A
R10162,-0.104241,-0.079257,0.011573,0.220903,0.261718,-0.723232,1.050686,0.154565,-0.372457,-1.042201,A
R10163,-2.573011,0.069915,0.246296,-3.018853,0.082961,-2.052027,0.371178,0.529147,-3.241152,-1.908881,H
R10164,-0.104241,-0.197025,0.221401,0.17367,0.261718,0.854712,-0.119577,-0.536352,-0.247731,0.9864,F
R10165,0.080916,-0.244132,0.45968,0.426726,0.261718,0.356414,0.748682,0.14177,0.251173,0.025811,A
R10166,-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-0.10036,0.182426,0.617506,-0.091823,-0.074476,F
R10167,0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-0.224934,0.55993,-0.137753,0.282354,-0.362618,A
R10168,0.809204,-0.09496,0.118265,0.987502,0.976743,-1.013906,-1.214339,-2.237044,-1.027268,-0.114728,I
R10169,-0.042522,-0.416858,0.569929,-2.224653,0.082961,2.972479,0.408929,-0.707945,-0.621908,2.578653,D
R10170,0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.266459,0.106925,0.886448,-0.715453,-0.179753,A
R10171,0.043885,0.195534,0.260522,-0.393821,0.261718,0.522513,0.220177,-0.08141,0.344717,0.491199,G
R10172,-0.338774,-0.267686,0.441898,0.616019,0.440474,-0.972381,-1.214339,0.949374,2.808053,-0.092402,X
R10173,0.809204,-0.09496,0.118265,0.987502,0.976743,-0.806282,-1.32759,1.081263,1.436069,0.158658,I
R10174,0.006853,-0.668096,0.477462,1.62168,0.17234,2.308081,0.446679,-0.058655,-0.278912,1.929183,A
R10175,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.681707,0.106925,-0.386368,-0.715453,-0.548556,F
R10176,-0.22768,-0.997846,0.356544,-0.026932,0.261718,1.768258,0.748682,-1.680171,-0.621908,1.245669,D
R10177,-0.240024,0.117022,0.235627,0.902912,0.17234,-0.01731,0.257927,1.136519,1.124254,0.001074,E
R10178,0.266074,0.580242,0.114709,-0.165469,0.261718,-0.058835,0.446679,-0.545749,-0.278912,-0.181489,A
R10179,0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.349509,0.220177,1.004941,0.282354,-0.318556,A
R10180,-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.06574,0.484429,0.579103,0.313536,-0.072945,E
R10181,0.15498,-0.471816,0.50947,1.205082,0.261718,0.231839,0.55993,0.618166,-0.372457,0.018735,A
R10182,0.080916,-0.071406,0.160942,1.225521,0.17234,-0.515608,0.144676,0.713341,0.064084,-0.427547,A
R10183,-0.202992,-0.016448,0.594823,-1.581822,-0.363929,-1.263055,0.484429,0.915358,0.843621,-1.258591,E
R10184,0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.640182,0.408929,-1.567834,-0.559546,-0.669156,A
R10185,0.661077,-0.204876,-3.075385,0.471036,1.066121,0.024215,-1.25209,0.689285,2.059698,0.959312,I
R10186,-0.38815,0.321153,0.107596,0.886232,0.351096,0.771662,0.408929,0.503946,-0.060642,0.59591,F
R10187,0.438888,0.289748,0.14316,-0.282494,0.261718,-0.307984,0.371178,-0.349206,0.18881,-0.355553,A
R10188,0.142636,-0.448263,0.438342,0.978909,0.261718,1.643684,-0.044076,-0.621721,-0.43482,1.668154,F
R10189,-0.264711,-0.275537,0.384996,1.343918,0.261718,0.688613,0.144676,-0.144762,-1.463808,0.665733,A
R10190,0.278418,-0.197025,0.239183,-0.73839,0.261718,0.854712,0.635431,-1.484037,-0.216549,0.528522,F
R10191,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.085185,0.594169,-0.873357,G
R10192,3.265629,-0.251983,0.125378,-2.12386,0.976743,-1.595254,-1.25209,1.397909,0.812439,-0.705779,I
R10193,-0.054866,0.203385,0.05425,-0.028782,0.261718,1.394535,0.144676,-0.847871,-0.091823,1.325884,G
R10194,0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.107265,0.182426,-0.199921,0.282354,0.111354,A
R10195,-0.054866,0.226939,0.32098,-0.905841,0.261718,0.605563,0.861934,-1.990682,-0.715453,0.208615,H
R10196,0.229043,0.807926,-0.052442,0.082634,0.261718,-0.764757,0.371178,0.497286,-0.091823,-0.76861,F
R10197,0.043885,0.007106,1.348781,-1.249397,-0.185173,-1.22153,0.220177,1.693236,-0.185368,-1.103948,E
R10198,4.524702,-0.134216,0.23207,-2.514351,-0.900198,-0.640182,0.220177,-0.649893,-0.840179,-0.565735,F
R10199,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,3.429252,-0.308329,-1.18768,-1.93153,3.521148,D
R10200,-0.215336,0.250492,0.473906,1.187089,0.17234,1.186911,2.409701,-0.555651,1.124254,-0.120732,X
R10201,0.364825,-0.000745,-0.052442,1.293223,0.976743,-0.224934,-0.950086,0.614652,2.153242,0.515912,I
R10202,-0.338774,-0.291239,0.520139,1.054429,0.261718,-0.10036,-0.270579,1.123219,0.219991,0.165457,E
R10203,-0.153617,-0.22843,0.488131,0.580183,0.261718,0.480988,0.333428,1.022085,0.032902,0.366175,A
R10204,-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.32759,-0.14383,0.874802,1.555209,Y
R10205,-0.338774,-0.291239,0.520139,1.054429,0.261718,1.26996,0.257927,0.264981,0.438262,1.136631,E
R10206,0.142636,0.486028,0.100483,-0.448543,0.17234,0.231839,0.220177,0.028909,0.469443,0.231833,A
R10207,0.056229,-0.291239,0.239183,0.767954,0.17234,0.688613,0.069175,0.172253,-0.029461,0.719668,A
R10208,-3.498799,10.65331,-3.210528,0.06482,-4.922215,-0.391033,0.144676,1.341934,-1.027268,-0.308574,A
R10209,0.290762,-0.181323,0.441898,-1.339925,0.261718,-0.515608,0.182426,-0.677133,0.064084,-0.447028,F
R10210,-0.042522,0.140576,0.089814,0.07231,0.261718,1.394535,0.257927,-2.150743,-1.49499,1.246887,A
R10211,0.080916,-0.071406,0.160942,1.225521,0.17234,-0.266459,-3.13961,0.619525,0.500624,-1.792103,A
R10212,0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.349509,-0.950086,-0.820535,0.843621,0.374481,I
R10213,0.167323,-0.322644,0.306755,-0.543548,0.261718,-0.764757,0.106925,-0.03922,-0.247731,-0.639259,F
R10214,-3.498799,0.674456,0.210732,-1.548822,-4.922215,-0.432558,0.52218,0.411994,-0.029461,-0.547013,A
R10215,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.141884,0.408929,0.375318,0.157628,-0.225189,A
R10216,0.043885,0.030659,0.537921,-2.244735,0.261718,-1.595254,0.257927,-2.031474,-0.933723,-1.448664,E
R10217,-0.054866,0.226939,0.32098,-0.905841,0.261718,0.854712,0.786433,-2.238791,-1.837986,0.491886,H
R10218,-3.498799,-0.754459,0.477462,1.600496,-4.922215,0.730137,0.710932,0.499732,-0.87136,0.379979,X
R10219,0.068573,-0.016448,0.274747,-0.03633,0.261718,-0.598658,0.182426,-0.128298,0.687713,-0.528822,H
R10220,0.290762,0.156278,0.136047,1.401386,0.082961,-0.224934,-0.044076,0.668239,0.001721,-0.061734,A
R10221,0.068573,0.226939,0.01513,-0.609818,-1.078955,1.020811,0.333428,-0.809875,-0.216549,0.84656,A
R10222,0.080916,-0.291239,0.356544,0.226662,0.261718,-0.723232,0.333428,-0.245878,-0.808997,-0.709468,F
R10223,0.179667,-0.212727,0.132491,-1.306507,0.261718,0.397939,0.673182,0.852413,0.375899,0.110836,A
R10224,0.080916,0.203385,0.310311,0.26951,0.261718,-0.183409,0.257927,0.590208,0.126447,-0.178729,H
R10225,0.130292,-0.157769,0.577041,-0.670986,0.17234,-0.806282,0.333428,-1.029658,-0.777816,-0.783559,C
R10226,0.031541,-0.118513,0.374326,-0.066706,0.261718,0.439463,0.144676,-0.616323,0.438262,0.43841,A
R10227,0.229043,-0.181323,0.23207,-0.893459,0.261718,-1.180006,-0.119577,0.212948,0.375899,-0.903049,F
R10228,0.117948,0.23479,0.050694,0.220456,0.261718,-0.515608,0.333428,-0.493521,-0.621908,-0.532703,A
R10229,0.130292,-0.314793,0.417003,1.051058,0.082961,1.685209,0.937434,0.015434,-0.060642,1.097307,A
R10230,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-1.096956,-0.119577,0.506528,0.251173,-0.826764,F
R10231,-0.252367,-0.063555,0.594823,0.891245,0.529852,0.480988,-3.479364,1.002882,2.465057,-0.953186,X
R10232,-0.06721,0.336855,0.221401,-0.311258,0.261718,0.896237,0.031425,-0.258769,-0.123005,0.930247,G
