head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"Company:12522",-0.0030714168076881668,-0.13613597167501273,0.09466613965766604,-0.17175541716696235,-0.13470178063724625,0.08408965772804743,0.024965608951082324,-0.007280230964964211,0.07749582864068914,-0.067442387672743,0.038469791445721116,0.27218106617472765,-0.007255001934284184,-0.8856006722663188,-0.0876927339704158,-0.011565546222334412,-0.14759232063053215,0.11816024384025348,-0.02322064768947409,-0.03053498584633078,0.0053390450722099496,0.004720862805740634,0.002266785327153771,-0.005143752834384714,-0.009425328855170287,0.0023182420535254,0.0024929311662082267,0.02687752790997362,-0.004001908297527176,0.005779083385024514,0.024251541716661825,0.005088183579526077,0.006079704518486997
"Company:15335",-0.002935205266800186,-0.13207545477563484,0.0912807145450744,-0.1580126183921733,-0.12551589246442416,0.07372097776553503,0.024677477368920744,-0.007131752162298762,0.07546712208685886,-0.06706209118510527,0.036637711521889264,0.26266247969790757,-0.013541637173552827,-0.8896734005171205,-0.04185860724382422,-0.011019694251883363,-0.19178284509662,0.11716585964742707,-0.02121619595403431,-0.02999213002926456,0.004890892730305286,0.004515815854457968,0.0024784075313521703,-0.005992569638881339,-0.008786070644598236,0.005007041605426987,0.0022239357879205836,0.02619454800416253,-0.004524614665782137,0.007446509113090405,0.02068309262025503,0.004567511641266247,0.005810079156965195
"Company:15763",-0.0028717521652152577,-0.12853584257968395,0.07827246075383401,-0.19743857252763833,-0.12071132069635983,0.10821155573982782,0.023652039627949397,-0.006282132110184086,0.07398613571052508,-0.06398750813274075,0.03572382527492078,0.2550432834855256,-0.007992434233982658,-0.8783204925625123,-0.0812714131725673,-0.010802942909972288,-0.192968240023144,0.13092814574206188,-0.020362793251885,-0.02831347228677187,0.0042616600531639555,0.004463591685594995,0.0016329768604969345,-0.005732427050475644,-0.009158699894484116,0.019827061214547692,0.002163133872698986,0.025984728842095586,-0.004213100996706718,0.008214731780890725,0.020144122763181543,0.0029501831777521454,0.005684479131756155
"Company:11906",-0.0028217404490369015,-0.1381653100174856,0.09101111069588806,-0.15956300667890475,-0.12756776887620694,0.07025871351713829,0.0230572393084266,-0.006900510617958738,0.07452900393354976,-0.06646326000606378,0.03503337717333183,0.2560361901465741,-0.013225145518527505,-0.8888744142830223,-0.0927112811542144,-0.010651206890387468,-0.18674124730571473,0.11117952561158873,-0.021207051068287457,-0.0266454135487094,0.0046910470617758816,0.004377084995695896,0.00226845547137822,-0.006100035194948292,-0.008306062787249217,0.002380365002844311,0.002338422176278705,0.023770484408785025,-0.004693003274639609,0.006037222719339132,0.020231425616720478,0.0037562414935955503,0.005585487979678794
"Company:10964",-0.0030432264871824437,-0.1441535633716872,0.09544151632070728,-0.1781951623570713,-0.137954290787376,0.09769356719235549,0.02801130185336802,-0.007411547310337443,0.07785400966293898,-0.06901406741095659,0.03793408261839114,0.25716809600712287,0.04610358045574403,-0.8745314012165852,-0.08838981886966008,-0.011481678489786675,-0.19669003993842907,0.11843188254449767,-0.022216027953451185,-0.03070046181017814,0.005119642667306045,0.004701614635108536,0.002565739602062886,-0.005842882237721091,-0.009097235844738902,0.004657422479563032,0.0023296234844327303,0.026196114995650957,-0.005094133364002658,0.008835178976898764,0.02155588063007096,0.004442204025324409,0.006023903816707406
"Company:12437",-0.0030084225484905557,-0.13118713346575742,0.09183904079421133,-0.18957444489308067,-0.1317487264846656,0.10814066369829343,0.021826041886034563,-0.0050719908351177815,0.07585109628637764,-0.06729080893934447,0.0376004690488694,0.26622036328439025,0.044002692959393276,-0.872853688045612,-0.08682789013154245,-0.011321306905490372,-0.1950172049226768,0.11861095718176391,-0.0221341799187345,-0.028029008807742208,0.0052330012364765885,0.004655932236794477,0.0024464040497776517,-0.002393415628410534,-0.008932761115980828,0.004176849893701991,0.002347053256089588,0.025975980019735445,-0.00395197120931542,0.005795614377212432,0.02200443903539392,0.005024567461527507,0.005955012061885673
"Company:13031",-0.0030829533258989374,-0.13463518808272515,0.10390783362556119,-0.17085764145518842,-0.13030982351834663,0.08124206776883293,0.028695712226080035,-0.007473910490647623,0.07909324713030852,-0.05810695208984327,0.038578567463006495,0.2738347440275754,-0.009127819857412808,-0.8861589448792114,-0.047319203581573474,-0.011572064191473322,-0.16163030175320114,0.12046824032302632,-0.02281570366057252,-0.02820807176889663,0.005527743118609518,0.004713296463415412,0.0016030019238312601,-0.0036550517592001982,-0.0097272537346951,0.004285878929637581,0.0024888152265666883,0.028403303470758295,-0.003939131085633163,0.006012230731059376,0.02230645360952076,0.006340533567917564,0.006102543833352694
"Company:13082",-0.002964246528586014,-0.12956342861076295,0.09063731189412252,-0.16248302201659756,-0.1280475149839313,0.07690906001984707,0.022196588533054874,-0.006556386028611414,0.07506272022406019,-0.06539925588003269,0.03702680315099904,0.2646943858879308,-0.012036172483826085,-0.8884687306317983,-0.03708854261307115,-0.011117621423752182,-0.1928805487166167,0.11625961892116811,-0.02209026798164893,-0.027707992738784926,0.005082469271561638,0.0045740469347614185,0.0023575194667753902,-0.005353267481377509,-0.008712242663741614,0.003578470110471071,0.0023384724838559916,0.025717187001633675,-0.003470315002060633,0.005396725417246323,0.02154284461162058,0.004940796418669788,0.005867569509353388
"Company:10466",-0.0030853621023683585,-0.13618422705466793,0.09326601687616187,-0.16971434303828548,-0.13684812829743076,0.08379602763987884,0.022798847628408146,-0.007299715771356354,0.07741399549477414,-0.0712213550198242,0.03869474049552385,0.2740789996339979,-0.009034151263636324,-0.8865021241258997,-0.06396716218558739,-0.011582028279645593,-0.14859156844567217,0.1205374059361539,-0.02346955176173636,-0.031190569464208194,0.005336176906014346,0.0047611815282323664,0.0022090576324062233,-0.005014981545036151,-0.009471968776777188,0.0018280607075448051,0.0025852612782885846,0.02706805635466329,-0.0038080053270605546,0.005050324137409266,0.024374329678603448,0.005254142664118481,0.0061073097202099715
"Company:12329",-0.003065407346200732,-0.13112544015680683,0.09575665262942032,-0.17216399736206295,-0.13369609635197383,0.08236549387911912,0.023466915785984078,-0.005511540324291852,0.07631859247762653,-0.06860139316147419,0.03852947808999685,0.26025403010323644,0.04832139906343338,-0.8782077173767084,-0.08962991348998843,-0.011380741158195932,-0.19935795143218002,0.12117619212666961,-0.023163976424425376,-0.027232545965836786,0.005539418644090154,0.0047006715250746105,0.0021355109615835938,0.00022276899524019983,-0.009278013556435495,0.002164861882020212,0.0024922760224583076,0.026556903266202216,-0.0038950528626013037,0.004914219491898747,0.024166648122050542,0.005267346939332529,0.0060678088449551025
"Company:12562",-0.003070506441316963,-0.13437301818229988,0.08744860944416866,-0.20071949489973312,-0.14308872306171547,0.09492846642157586,0.025652853168505255,-0.005752157362478805,0.07753132224997475,-0.0689787462691849,0.038557670297490874,0.21706147091573663,-0.004504041387271266,-0.8826475248051608,-0.08882620392044527,-0.01152456489116579,-0.19927232541783674,0.1207057717478672,-0.02258284449263185,-0.028445476295038317,0.005121803713598705,0.004762604122235412,0.002564668784846127,-0.00389961893824495,-0.009110298801259856,0.005585169528317583,0.0023805906939822876,0.028539308515151345,-0.0012782954830297998,0.011666232564151648,0.023278729358782207,0.004520890529631159,0.006077904086281782
"Company:10785",-0.0030428234141747167,-0.12857893170928525,0.09214535239869732,-0.19326739095561246,-0.13304143162921986,0.10930963171345569,0.020113870006098912,-0.004826297639854063,0.07427128147391536,-0.06829652177240005,0.03814814306103545,0.2492667867862395,0.04090101142864038,-0.8763966559473977,-0.0877503673809407,-0.011427174212693448,-0.19714255119510438,0.12036686769140788,-0.02310956404388732,-0.02742600891097517,0.005786861603331326,0.0046742319614818196,0.002166603616149878,-0.000792029736492634,-0.008554176320338901,0.0015861018510645037,0.002336515798724214,0.026211970955563043,-0.004630019115574807,0.004316469425778067,0.024713937608408596,0.0062061105554613374,0.006023104447722232
"Company:11874",-0.002851443801077111,-0.12183592121924687,0.08395138290653842,-0.1500756043704874,-0.11888426166786241,0.0751959543485552,0.021633932169620198,-0.007138363886238618,0.07230431517227917,-0.06608772803146054,0.035353913109932945,0.25886165275087686,0.014142640664361755,-0.8928985635686161,-0.09401551587433092,-0.010777520419982376,-0.1884374089898324,0.11433632073466465,-0.021282427090589633,-0.026153960810092507,0.00462094150821575,0.004353620168138235,0.0022313586863078848,-0.0058713728751495775,-0.008680578441428206,0.003541650122076176,0.002316309956378984,0.024061702126751596,-0.004684935516970118,0.0068598088288409865,0.020067356487636356,0.004337649294304781,0.005644283150984042
"Company:13138",-0.0030680858160096677,-0.1307166785830379,0.10180372063957437,-0.15640607694729244,-0.1262025055507302,0.06929474584481153,0.02783159523515474,-0.007307333504072411,0.07819157463368301,-0.06270838119763171,0.038159676037685636,0.2722049111856244,-0.008592629468811909,-0.8832473921425676,-0.08136870070103452,-0.011482774894599491,-0.16459162195564417,0.15392402722215212,-0.021517157099653714,-0.031395684211575646,0.005050853662674653,0.004742096821546429,0.003480675135838894,-0.006712122734610787,-0.00849436242599999,0.010716517356739267,0.002006236315950361,0.02859210584908249,-0.005254000160450667,0.008993578051301902,0.02151139885300317,0.00401346710412487,0.006073110273064385
"Company:11042",-0.0030052087726931105,-0.13939851317080262,0.09018812375660383,-0.20493523580385592,-0.1339327619697058,0.11101260937910076,0.023307740508796113,-0.006379346115301561,0.0766443864423891,-0.06725007705471457,0.037587312188261404,0.2605189062547891,0.037626022248943354,-0.8699549993603487,-0.08466771404369428,-0.011281553918262565,-0.19406283129337004,0.11813107870407327,-0.02188904552611984,-0.028539508846179836,0.0051197800896625656,0.00464128664318817,0.002462466920141879,-0.0053736940678556664,-0.008925921260435619,0.004389904652507539,0.002282284994711786,0.026185871846320322,-0.004458336748852739,0.006508872371223945,0.021566474477566273,0.004851080884376335,0.005948648265888917
"Company:14645",-0.0029263838855719828,-0.1227607937584327,0.09071116772456668,-0.1707847890271646,-0.1288680924459727,0.0948654713648629,0.01934294077918069,-0.0049541157899866016,0.07276996690814504,-0.06638545665877096,0.03664430828653469,0.26182942032258333,0.04238151137757522,-0.8825501125600774,-0.0907232657325789,-0.010963559491234658,-0.1919958265663088,0.11614768006521357,-0.02226991209225181,-0.02543857699400045,0.0051920627204151155,0.004480003638479077,0.0021480650145999478,-0.0021809500828075105,-0.008758076228125026,0.0021911322563195655,0.002361769358436494,0.02504436315179345,-0.003659000482761589,0.0043127096864429585,0.02276298843886164,0.005312960008609135,0.005792618469157999
"Company:10862",-0.003078886809534422,-0.1297412397517568,0.09732096066331536,-0.19326556078379392,-0.13186882678497988,0.09522962903424852,0.022288702010591997,-0.002598551221133998,0.07480016865671087,-0.03750752596577345,0.038928662495234925,0.2270038295499165,-0.008292585127001472,-0.884992863457958,-0.08950733613853093,-0.011439758944979214,-0.19984232144712136,0.12197939618947563,-0.024429366945517512,-0.026518241487390664,0.006024996712013886,0.004727268981914255,0.001863926245052048,0.001994556059331241,-0.00873997274091086,-0.001265787536691149,0.002535543792105924,0.026767133176485373,-0.005124754329048162,0.0026255782986297094,0.02827299504339483,0.006996658234854477,0.0060944920522129345
"Company:11481",-0.0030596916742132545,-0.13507130363417544,0.09495392430629195,-0.16700344579684948,-0.13241208646784802,0.08445182695875986,0.02461147393244667,-0.007062542346735764,0.07773326484969661,-0.06921971605610401,0.03822001256386111,0.26292052622351136,0.048647285316255236,-0.8782832926732225,-0.08920952892130045,-0.011515665643013748,-0.19784834327686018,0.11882636775834256,-0.022107747391132675,-0.030470096639133405,0.005069260539967046,0.004701757526520054,0.0026891483218952914,-0.006186666800340578,-0.009158963266365588,0.005554848301861153,0.00229362669401579,0.027208631706988114,-0.003678926263054196,0.008712427511513273,0.021830592143695666,0.0046131575264715735,0.0060564961969831405
"Company:12281",-0.0030683096218425718,-0.1337821020600785,0.09436268188143893,-0.19874077607029986,-0.14985454502563433,0.09162439807318316,0.023172773023181388,-0.0068003266029204095,0.07819355423570558,-0.06980768421924101,0.03861485248799236,0.21978199757120856,0.015305127951075397,-0.8810235596924211,-0.0893944401569893,-0.011512297241117134,-0.1984800490542393,0.12029151349876192,-0.02263868205709729,-0.028209301154823,0.0049564246031577625,0.004731533195228992,0.002633420805058182,-0.006389091828580855,-0.009171141788985907,0.005195487804498253,0.002356523027952228,0.028358952822306695,-0.0009848328367886622,0.011549130983663518,0.023147550562753798,0.004189504062406241,0.0060735552662108646
"Company:12573",-0.0028429860226406724,-0.12391345500991659,0.11837689624417438,-0.16468774756795249,-0.11807885923290465,0.07394268480233801,0.03466300980982005,-0.007410002806997698,0.07063804471600721,-0.06399797692104936,0.03549262202884799,0.25665508834552925,-0.0008102169834847776,-0.8880760561584268,-0.09083896921701802,-0.010672564206149917,-0.18683709062452414,0.11103118900698017,-0.020830405726340467,-0.025370474048985906,0.004534827155287043,0.004345765140184878,0.0024293660954648982,-0.005527196884732623,-0.008434463187419982,0.0045892176475719375,0.0021998733323992164,0.024326678124202906,-0.0036418307338497878,0.006782792046082088,0.019593149019527065,0.004484918982702079,0.005627540747534967
"Company:13799",-0.0031085290842780408,-0.13108887936494898,0.09368732131596824,-0.16514339396945443,-0.13088932881434376,0.07675913705198678,0.03753261619627673,-0.007820849369704268,0.06731372111104111,-0.05561238997036556,0.038904696369168074,0.21973522806191292,-0.008030420741474578,-0.8932289055954714,-0.0908635463074683,-0.011441257611950114,-0.20165072580395507,0.12238103050024153,-0.023185006175865434,-0.02811739476918217,0.005137011181845354,0.004796277346419372,0.0023653240497781966,-0.00461982608401681,-0.009499009080545715,0.0032039312688143936,0.0025275113961554948,0.026949086002813996,-0.0035764513132400984,0.005934544145513248,0.023334929160961092,0.004893647292731896,0.006153166573640838
"Company:11145",-0.0030564674902225516,-0.14507034425899681,0.08922604131516201,-0.17998368950702345,-0.13004855947060692,0.10559898436939891,0.026787863297878124,-0.007455299330098315,0.07747329427639357,-0.06905820367699407,0.03802576986590709,0.2434450877912602,0.039976660071180545,-0.8785445421483099,-0.08865029622347972,-0.01149544869614324,-0.19826773012847607,0.12000320092724373,-0.022312829848348047,-0.03240605268741607,0.0052398313742440476,0.004704932368217,0.0025630913355188787,-0.005718898875334072,-0.00919336294968381,0.005511537691930988,0.0022902527613076523,0.026728099353169894,-0.005678940400843082,0.01002821471028481,0.02163256755228332,0.004576997140367412,0.00605011163532116
"Company:12483",-0.002859448703731251,-0.12327774831536338,0.11483770723036908,-0.1685433899425772,-0.12437913414481191,0.06323617893446033,0.031471257638618876,-0.007588085737918981,0.07093571149173131,-0.06575650754405617,0.03564731382218609,0.2579172335077512,0.021153587589132498,-0.8860372930486108,-0.0923836614948391,-0.010814248529831007,-0.18943854539641033,0.11377627045883346,-0.02250377027699628,-0.024006362127757128,0.004854698246424537,0.0044161434278689625,0.0015659696236790866,-0.004547133509430097,-0.009071193388372499,-0.0001553249433256765,0.00248672429553131,0.025127729240973725,-0.0034021222718940832,0.004128495233227223,0.024279291305776312,0.004775918585832985,0.005660127854980916
"Company:10004",-0.0028725122243514504,-0.12994685795292657,0.08883361955066815,-0.17294698843120207,-0.1258840228175292,0.07687027745688964,0.02761314235948415,-0.008162495810616968,0.07267550207575979,-0.06621264211765798,0.03622729047793044,0.2601985481305073,0.03926996021273639,-0.8823190520689199,-0.093355202269567,-0.010728895196703035,-0.19158591493575947,0.12372010025020004,-0.021379438340818364,-0.026702912938975636,0.004304012896261227,0.004465913403715681,0.0028216790941207374,-0.007608863492861939,-0.00810511141760507,0.0070167411812240175,0.0022211609180952173,0.024239051879987854,-0.0050480525097092305,0.00905204599455814,0.03217172146365256,0.0030368690219716677,0.005685987897225239
