head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"ROWID:1a910784-d000-4aed-8bbe-c4c24de1cd82",-0.046385789191705766,-0.7932565510124737,-0.33657941568410965,-0.31010654536844134,0.08824805534327287,-0.10416164503070133,-0.19013111180546147,-0.033912131773109484,0.06907939980422356,-0.13469352092864176,0.02896105780980219,0.1437676130884886,-0.06916208837208018,-0.012844233899541719,0.01735262867904565,0.21152571453961191,-0.051827747968716184,0.0006103640795444875,0.0013875213141495977,0.03477213671934108,0.06294675376483189,0.02773458989190386,-0.012632531290102082,7.469237209063284e-05
"ROWID:c3992072-454b-4820-a8dd-c5182def959f",-0.04222604303093905,-0.8476814783723721,-0.22040691975278734,-0.2950812453185992,0.11937326593705065,-0.0196723389890499,-0.18959609717000164,-0.021749780372414543,0.02350785012597189,-0.0999435331367658,-0.07095323570097542,0.17660871044946802,-0.16893069048131262,0.03554370787954789,0.031187092183506,0.061464241904517915,-0.05249383182321838,0.050435398288775406,0.005742913228796883,0.03530285231501253,0.06396515896835564,0.028327664395447885,-0.012403907977119226,5.354445862296941e-05
"ROWID:8bce8002-2f3a-458f-8780-6fc7ee5cebac",-0.03999486485174462,-0.8548276012988929,-0.28291154582759276,-0.27722012582906846,0.10979554369299284,-0.10099712948353079,-0.1678389390149458,-0.13030363133330555,0.05808771869026657,-0.01681294451107116,-0.06522835899700806,0.08074963901658395,-0.09321608733919398,-0.061209869957870484,0.004240351462924872,0.0581215405048317,-0.05011462743514849,0.048944248985250044,-0.04441270998947788,0.03369597327800404,0.06491196998712297,0.027131116419806863,-0.012130080450281766,9.592180472015673e-05
"ROWID:d6b53dcb-ece2-489d-b358-518b8302f34f",-0.040541715953956003,-0.8609739873098944,-0.2815969820290094,-0.23446640989482986,0.013806551069981611,-0.0956579060987586,-0.17191346799374507,-0.151328458224495,0.03706080248322309,-0.035097771157501775,-0.10721283485405347,0.10482919374153,-0.10972730543246567,-0.058779096791037315,0.004784202805024562,0.059529124959557714,-0.050211671380108215,0.08948878532936694,-0.020443854934454716,0.034175476611395895,0.06202727469171013,0.027427544134432828,-0.012140723076814955,9.73098638263853e-05
"ROWID:7e207e96-0162-429b-8ded-b7253af58a83",-0.040540797259270525,-0.8603642013276485,-0.23323401030704544,-0.27341146869870453,0.1595428121375229,-0.05280693574057497,-0.16271050529069633,-0.020120036992756087,0.06652604475731316,-0.03707556310885814,-0.05866803026665356,0.14351284341490753,-0.1335775850092862,0.023275898778358024,0.03061043021309411,0.07152626883117459,-0.0510361403084322,0.049201594393548376,-0.0021380545566144216,0.033969874295472276,0.11185140048656414,0.027165167032068477,-0.012137648316278766,3.547282944951066e-05
"ROWID:3b470cc9-48ff-43cc-9c04-aa226cc34174",-0.03943542521072449,-0.8392199421150276,-0.27157913476714024,-0.2643796963098687,0.0585650485789804,-0.04013115457321541,-0.20623225331214254,-0.06988279332184713,0.11372732952031894,-0.10520520342779398,-0.12043524221244159,0.13672773633083624,-0.12961571731254218,-0.06921192218743298,0.0036607471032371803,0.057270017553489865,-0.04920926837673865,0.08546322116055236,-0.02644622917611147,0.03293410646670474,0.060066108718673475,0.02642808676138354,-0.012093777052974545,9.35743350460333e-05
"ROWID:1f296040-0337-4125-a26b-6e661bd13f9e",-0.03990118440981639,-0.8917332684683597,-0.19558552927747117,-0.275210190241263,0.06018849891704907,-0.09963789912030059,-0.10620917267711359,-0.11417133145241418,0.05306243500427261,-0.026512351065093833,-0.06511096986744308,0.09760597197607827,-0.10752477850340976,-0.02703492277736512,0.008878815533972836,0.058478990942834014,-0.04920542298689899,0.047513281901743976,0.0049694822488551135,0.03356739071868,0.09125644263646786,0.0631115353467666,-0.011938769431879234,8.032402039139892e-05
"ROWID:46c46d9e-e757-49d4-924d-bcb359fb02ae",-0.04132001310828264,-0.8392724028561214,-0.3144950726722744,-0.2989999652544883,0.10425092222159119,-0.006145375323564678,-0.10121032102718873,-0.08455823634050251,0.07089844516590538,-0.04224844483235893,0.01061667962972444,0.1269601917952106,-0.10561378233615669,0.004921841509235579,-0.017743130256311294,0.1809483721559992,-0.05219376481565713,0.027592741610121374,0.00759942962642106,0.03556973216504056,0.06510353963520076,0.028967845529403787,-0.011910038608460542,3.8750448556424094e-05
"ROWID:919c5a20-0ae4-4bdd-a004-1cf35781f615",-0.041297684406253324,-0.8781357506439588,-0.2546884837351355,-0.25501245140550893,0.07625119148687189,-0.03879294503106884,-0.0680545640429045,-0.10490367987304972,0.0564839522036618,-0.018250716971540775,-0.043483011439419794,0.15588401676128555,-0.10046079419525906,0.03449766616732862,0.0660136891114241,0.11818776436188304,0.013242152818801162,0.04952109524859936,-0.03129252414031512,0.03485946343806797,0.09611164002633947,0.02799416048669302,-0.012378168804894679,0.000107022692904618
"ROWID:b62f1573-468b-41d1-be47-19243cfd589b",-0.038408547128715595,-0.8599095961845696,-0.24407657632248142,-0.2987128013957923,0.14249473710816501,-0.04223692133572689,-0.15131382338051694,-0.07655294464542875,0.01975958566902259,-0.0344913887030145,0.0041515596583295514,0.12881374758413236,-0.10272094398786198,-0.021112475504297963,0.0037168553108899616,0.1363823376061386,0.03648444912477853,0.0641321685408067,0.007201095398423978,0.03517307772352777,0.062488061961391395,0.027602965855540878,-0.015196295935096027,-0.000602150315987928
"ROWID:55b0309e-d6d3-4d60-a512-1fc88451a194",-0.04144022419935658,-0.7853417014946191,-0.39175400833971086,-0.3601288300512947,0.12358821496463153,-0.08151051493759995,-0.1366587757169719,-0.035049297759556716,0.08260898652203784,-0.008891894548321747,-0.043478131494707646,0.14547445672143,-0.10442308644553591,-0.005214073710015181,0.06677173920451736,0.06001665262079453,-0.05274299281785913,0.04937679755816295,0.00800468406338967,0.03542455396356805,0.012515017753638143,0.02877020705277108,-0.007970809967872914,1.7920360237316652e-05
"ROWID:e5fedf73-78e9-45ec-873e-8c98b9685e81",-0.04488408743017285,-0.7682433653856838,-0.44917867318431415,-0.30224285806800416,0.11871424943511782,-0.10044195354150105,-0.14605423354613203,-0.06938720418103496,0.07092669595314813,-0.0260680464877007,-0.07740357275378612,0.12333565214800869,-0.10207454106100039,-0.005170517888198041,0.0629652696586072,0.05924721453171118,-0.0508797491296964,0.04755790734360863,0.0069750816801966925,0.04162337091984486,0.10366528328097838,0.028055392598527636,0.03671575722703041,1.2106020700673616e-06
"ROWID:ee084455-4e9d-4295-9a2a-199386b650d1",-0.04337847679656531,-0.736412512293482,-0.463769929178178,-0.3417602680951487,0.11497515969982292,-0.107377263493245,-0.17265944177785528,-0.03377335809792743,0.08782964094989476,-0.05350133985838522,-0.03328701486478381,0.13956802495783105,-0.10009656348300404,0.023396376519313644,0.0784788891847999,0.05761127782399675,-0.04914412603234127,0.0464689476372114,0.006795203979323457,0.07979410349300213,0.06351330880897915,0.02748608695625964,0.03529290541515365,4.818319910541816e-05
"ROWID:64b777e2-71ac-415d-9818-07dcd35a1278",-0.04319781646989464,-0.7432349203236605,-0.4589203869872988,-0.3130066997638884,0.06980025982156798,-0.10768260308789683,-0.20945106777067207,-0.05634006297627327,0.14284180495821686,-0.031747856365989646,-0.06045014360133614,0.1310397389649748,-0.10277514314859187,0.03301130904920608,0.08043341752411923,0.058782153399399927,-0.036221488312549066,0.04762937243480041,0.007086642187511049,0.0353852994690989,0.05552291723767259,0.02782724205365912,0.03298515911256008,-0.0005976903497490054
"ROWID:d25db836-d80f-4f1e-a7ab-698e53a62110",-0.040027928465761024,-0.846038734967316,-0.24167721266129866,-0.29724631714718297,0.15233948229914587,-0.10770604368705286,-0.15077315019209028,-0.03816632603838328,0.07882837341163776,-0.036565806764168485,-0.07502013189830994,0.06364794037374664,-0.10740332202481659,0.03302693655584003,0.02904571360664459,0.19458642496692105,-0.018265579285961495,0.04807825295689857,0.004117384617293455,0.033352164612878994,0.06046100578786377,0.02674976031764127,-0.012101940541978535,0.00010846005111889636
"ROWID:add34b7b-2ab5-49b0-a055-5006707083db",-0.042636438119551735,-0.8560648552375887,-0.2532777777627321,-0.26073334552436955,0.15453380629736163,-0.02633311371887478,-0.1500467075762328,-0.03450101685674266,0.07125571031028602,-0.026533818461404707,-0.06590038089172356,0.16810273039601586,-0.07527301359551576,0.08466420654677376,0.0668883112337753,0.12512210963485376,0.06666170499954423,0.0509188662433636,0.005174248869905497,0.03595640166044705,0.0650161295490822,0.028868144411008767,-0.012729690489234332,0.00010253771328082823
"ROWID:4cef7499-d187-4074-b2e1-dee9408e1483",-0.041511129753614734,-0.8330191842447163,-0.24547599358750852,-0.280845548446844,0.16899512779521145,-0.03233254734043973,-0.18643950897722664,-0.13723137432963892,0.07488014948353854,-0.031111632566744186,-0.04100996410899782,0.17732803369634995,-0.10454364122114639,0.034623724783838385,0.07981149927282924,0.07280039711954499,0.044899296625101504,0.049842513804252836,-0.043812931066265014,0.03206728201503853,0.0715032321023127,0.07622997098379419,-0.012429334924520682,9.29048356379157e-05
"ROWID:e4b4206f-7bbc-44cd-b4c4-4514a6d9ca51",-0.040881969491585096,-0.8673549959067192,-0.16777029008310618,-0.27171609787774326,0.15635334405228354,-0.0812213627198375,-0.1809751325678607,-0.055610452737342275,0.051862513709617766,-0.08666236713521346,-0.11855701954503134,0.14603848547212392,-0.10604950786458782,0.03334035698207745,0.04860615346913789,0.09186683259586957,0.00745309464169711,0.04862107524724013,0.004781871159244149,0.03443215071706976,0.06222730753434922,0.027704239892054422,-0.012192516261328841,9.258918517591526e-05
"ROWID:fffb440a-c736-480d-8f71-87c6b9b5699f",-0.04023811056281516,-0.8923776201317517,-0.1698989898144424,-0.28140628589553657,0.14822743572847435,-0.01378484177683546,-0.07006446293325908,-0.03330372575798599,0.06913535405972959,-0.06563003017468616,-0.04126455184502359,0.13323449896619313,-0.11039896037151666,-0.005189994141563943,0.08045377134323954,0.09046225425237422,-0.04893689883353205,0.047462208602164296,0.00457568095672782,0.03385317524832959,0.06087969388975781,0.027067732223281463,-0.011941579691699346,8.309982657899243e-05
"ROWID:af455327-43a8-4781-80bd-2d6e08b4c25d",-0.04059628175546909,-0.8533659995346198,-0.24013622668158666,-0.29034384224363385,0.11638865806328276,0.02801048199868537,-0.19377075260956583,-0.07998521949838722,0.026590307561653908,-0.03945337734199632,0.04438734574405595,0.16863833923901334,-0.054557103047574454,-0.005632290671943654,0.043321728844039335,0.14655030074384695,-0.05020378259560955,0.048740944638491365,0.005099223437168618,0.034212186295469495,0.06201008800533207,0.027516853302701365,-0.012169620507388467,7.99470675462012e-05
"ROWID:9f50ad87-d16c-428f-b0a6-2d7520effe2f",-0.04366851747258885,-0.8516573741612501,-0.2253017401522321,-0.33819262570854963,0.15030893765448863,-0.007780026823530868,-0.1651596226779757,-0.039106898993705515,0.02254390985927511,0.01109093415909402,0.05318377447350419,0.08916262095737515,-0.1367547125486407,0.030635576176050415,0.021001455688294313,0.11074142816328672,-0.053596137640308794,0.051959733011134455,0.0051013844161483645,0.036782308052329064,0.06653199232265763,0.02957406216016567,-0.013038197541135194,9.45916342061434e-05
"ROWID:a659063c-476e-47a5-826f-5e1a77869c9c",-0.04107018829244923,-0.8848494354305523,-0.21177125493150945,-0.32100100985202445,0.13588184053225336,-0.009026733840692072,-0.14700990899466804,-0.036714441786336004,0.01626009267028584,0.007224416084401217,0.045043855120685504,0.009995489654224901,-0.08958193456118158,0.004438423251165029,0.029820966276722295,0.06093795483998742,-0.05008663898433869,0.048404922076011186,0.004292813376241635,0.03458559585923219,0.06232142655445848,0.02772615854750553,-0.012206043891282615,8.829486941858426e-05
"ROWID:12ff43b7-98b9-4c84-99a2-87816d655dd9",-0.04878264264534837,-0.8402801348280754,-0.23839158169181385,-0.39736569687950324,0.1064152286174311,-0.013142159722962052,-0.16279083254175788,0.011372279267799938,0.057006855273283065,0.04946777266270288,-0.012366550811678402,0.044394196483041055,-0.11024070805154335,0.03021954141187128,0.03223406520029663,0.06495375644310042,-0.05416763517845489,0.052111247126430796,0.0051093776203591425,0.03704186407547922,0.0667384833704052,0.029568401640939518,-0.013087726174344918,4.330366255841971e-05
"ROWID:e8667789-6ebb-4ba7-9528-5a08370d725c",-0.046605467829529186,-0.8562118533555874,-0.22431327330161666,-0.33330977780625815,0.11374531618451324,-0.012717684239910921,-0.16558385183655613,0.05328103569762026,0.029052041582433918,0.049196325239003844,0.013707366701927494,0.12961781074210985,-0.10642524468588824,0.03396383749636453,0.031092372142783365,0.14096328075209966,-0.00280628663510823,0.0015396336755270396,0.004671851775977637,0.03557782689236933,0.06420120338363461,0.028515496076678276,-0.012558149927594311,9.244735475956735e-05
"ROWID:6b4a701b-f0c7-4dde-8204-a2ca4aa66583",-0.04153618174689788,-0.834357052375348,-0.22346118545956242,-0.33565858034909274,0.11661389295174265,-0.05527802801705433,-0.16811052960601697,-0.09103114955201029,0.1503558116992513,-0.09519414134133145,0.04222443826678066,0.13257160453785746,-0.08583090905453603,0.03457349232522302,0.031008572161422214,0.11775503916195335,0.05715302425180903,0.04919883189480709,0.005255591459272351,0.03499842776020903,0.06334585222150363,0.028201368890310146,-0.012437148980673812,9.181592835199967e-05
"ROWID:ca9ef4ff-787f-4b85-80a3-a388179ad661",-0.041605501243276305,-0.8354860103182828,-0.2201859191745005,-0.34040169705263645,0.11663720308038644,-0.05541121255652093,-0.17215836812751106,-0.09755975859217363,0.11567979164041535,-0.06103500472397815,0.047990247944398164,0.17266023478211345,-0.056107600508753554,0.034551020074602104,0.031186518823238862,0.09520340774444865,0.08808896484573014,0.04934116963909438,0.005107264952242864,0.03507104165193017,0.06360931897892941,0.02819259775278012,-0.012442659329506271,8.818444797368717e-05
"ROWID:722a72b2-df83-466b-b702-a74218690128",-0.04211254816121294,-0.8452413969560313,-0.24496680287636685,-0.31453861078496814,0.11111055891272782,0.0017604326947338943,-0.18396372150611054,-0.06977097311566319,0.10060323304298704,-0.044738417528773396,-0.08481139832984066,0.10280445726390926,-0.13296452381476767,0.035217023994781056,0.015653491954940275,0.10645106805920944,0.08373418604440665,0.0003964616747191156,0.005089226826555704,0.03549565323923179,0.06434837828502246,0.028510873051286644,-0.012609971696815984,8.918286228962198e-05
"ROWID:6a232282-d5aa-433e-8819-55bd7d424ce4",-0.039156865544403695,-0.8348492815117324,-0.273335863225171,-0.29099407325375165,0.15817735226217428,-0.052034517656692425,-0.23984515817352609,-0.052071044517478376,0.10853086302158504,-0.024555599166762358,-0.04637051184100821,0.10500433035682363,-0.08048429573857367,0.03335410577742473,0.029631270545888863,0.07415121927301255,0.04461878053313533,0.04736234515234786,0.005283710540148299,0.03300370877539607,0.060061252286488204,0.07427045258629016,-0.011801202487272839,8.630011326228837e-05
"ROWID:e2c1cfad-e62c-47e1-bad4-c7d127984d57",-0.04089700644409291,-0.836994957215567,-0.2915483449958778,-0.29147616153253103,0.06655519379844826,-0.05377581652396903,-0.18347248758208418,-0.023025734202795432,0.09913135224704624,-0.12294112623765784,0.05110125654304017,0.07604702099734958,-0.10936224194836341,0.06338194325634437,0.10893866379143208,0.12077324344630218,0.015595148066360072,0.04850564601936374,0.005049128858820846,0.07421141519763158,0.030101191358072387,0.036683800793797176,-0.012103022890885228,5.195066762314536e-05
"ROWID:53bc9e6e-0c9c-467b-b908-00bef54554c2",-0.04032662135137063,-0.8515112447281109,-0.24020977539740004,-0.3047815473530598,0.1608378573521394,-0.053198645603563334,-0.17670778845358626,-0.033208392372197124,0.0665341498598742,-0.03525415458377971,-0.04006538927923652,0.1258125701264475,-0.0741861608985702,-0.003505629524195379,0.02883133762520422,0.11172732712542316,0.07885921685427699,0.047347474199985036,-0.0070525687494544685,0.0815486533390501,0.060982333915404634,0.026966500874929283,-0.011923079396853487,3.888339829155133e-05
"ROWID:fa0895ed-ad97-4d0e-8edb-a28f6728a71f",-0.04604080961086839,-0.7404687882572606,-0.449107397231431,-0.35522995381055916,0.022557221118831718,-0.10760274416607628,-0.16259581276280377,-0.03612218909825826,0.07505313220903248,-0.043392338698353065,-0.021870042074839228,0.18897126805734502,-0.07771500363422544,-0.014639092049692977,0.021947632420775496,0.11579975829429323,-0.027063118740597122,-0.011163946220684458,-0.06987596105616078,0.08466175812110838,0.06437966880987872,0.028845844635756172,-0.011721996340585794,2.1579768794753412e-05
"ROWID:fc8351d8-5b56-415f-a932-b01de2141294",-0.0451473500733229,-0.8148456312585937,-0.30836609111771957,-0.3572253384759239,0.07214138679591481,-0.06286662394610083,-0.13402521292131936,0.016587899785303933,0.09270626227127808,-0.09664443464583239,0.04866813888093187,0.18890013955761692,-0.06604667675937674,0.03442442407812123,-0.02678364265255337,0.11260658286125086,-0.050845222623324776,0.0214880129138212,-0.010893598507824892,0.0337737961801624,0.06144536280537469,0.026999575150237373,-0.012334287376086895,5.4153562026635126e-05
"ROWID:74411405-4263-4445-be4e-2d19802b4148",-0.04600243331888745,-0.7559488906722588,-0.4429481561702485,-0.2991429760579112,0.068063285845582,-0.09403631595942867,-0.15829138248205665,-0.0336908091824777,0.10653939175728461,-0.03297459555420528,-0.0727323009631031,0.224806348262906,-0.05429289752563769,-0.003194468365994253,-0.030175041805430392,0.10922859340591512,-0.051569147059446284,0.03952355256650375,-0.09129780921109266,0.034887145383429026,0.04777748574455289,0.028179924634533816,-0.01236543398111663,9.216468735340598e-05
"ROWID:80fccb8a-b696-46ec-8019-57bf8ac60fce",-0.04659525339378969,-0.7670992213680606,-0.4483437080159388,-0.2940062043982732,0.06909164985807444,-0.07961105461886937,-0.14728801008696923,-0.043759396425598555,0.1614192775833973,0.014418770922317851,-0.04515339847741113,0.1794792385510677,-0.05555330304767159,0.0045577353744010035,-0.015815639334870582,0.10948447875772087,-0.05216891790357601,0.005239946076744452,-0.05169826321809315,0.03540872102454189,0.06090179236371303,0.028530968944638788,-0.012549347586010213,9.61382821701484e-05
"ROWID:baa78af6-a557-45d8-b9c1-dd42f2256c42",-0.04368404869564135,-0.8282425991214103,-0.2864761713495442,-0.3109984071975838,0.07112583598008249,-0.08660044540019501,-0.15383767550179736,-0.05644735541256011,0.11918840537911998,-0.1406479113709012,0.050998442216147154,0.12679539795430006,-0.07345580803171184,-0.04380236472517372,-0.10644417537154123,0.09049895350174243,-0.05394988033159931,0.051850132141621416,-0.04551262599388344,0.03660028942529311,0.06611106425835804,0.02931751309164971,-0.012875967668739505,4.305508079166167e-05
"ROWID:1ab98e94-a49b-4664-b403-dd99e0026bfd",-0.04722655880648014,-0.8041174749227775,-0.3456326650924266,-0.29644114621468015,0.06949780612960287,-0.10168776013046793,-0.2388545812506066,-0.0332173677671667,0.0767380565186243,-0.04431846602660724,0.004290384833917229,0.17748104991058533,-0.05414772667951986,0.020105677160811016,-0.08301225395040283,0.11353639441056769,-0.010978981596365145,0.01960364188558191,-0.04611318810001625,0.035747105868286055,0.05569946020060793,0.028902969979510248,-0.012833894458557666,7.316579135276692e-05
"ROWID:7d577ddd-1b7d-45ff-bb4c-721c3dd1e460",-0.047117876986252916,-0.8027583932968714,-0.41894436790819306,-0.254410102828757,0.050048236340438,-0.10082861460445915,-0.16799257950844684,-0.03668571599866123,0.07893952452164207,0.007846409440342527,0.002562884730294001,0.18244110918091183,-0.05474263210827422,-0.027433547610000712,-0.03418784981978135,0.11267655765261711,-0.052917186010099246,0.004369753430105753,-0.0692131315469392,0.0357884400043282,0.06158728437377099,0.028911710213470675,-0.012782921730518789,0.0001020839739610324
"ROWID:db78e598-e4d7-4de1-a8cc-d0c998b5e159",-0.04337585883261092,-0.8213517792702377,-0.3327373125483302,-0.2707200343139845,0.0717782022634925,-0.055917367138447555,-0.16742026586097164,-0.07211199648548011,0.099893460960562,-0.059841519353490975,0.010916198799800454,0.23846214822510284,-0.11144816096990144,-0.01633332815825235,-0.023575943520070045,0.061893332695763095,0.0028667325871852257,0.052028362406045504,-0.026995054180690443,0.03652572767714817,0.06736557377140527,0.02967022026828519,-0.013196772984394395,8.684438913698068e-05
"ROWID:5da1287a-e0e5-4729-b8af-23ceceb9c381",-0.04190194741351458,-0.7926757569738616,-0.2949263795735004,-0.3005031532853877,0.06865264604634125,-0.05510159439074013,-0.2546058330729519,-0.06619985114171968,0.10750563332868575,-0.03503179287277147,0.024238192425732618,0.2704605273954626,-0.11137082827162427,-0.03511651190348429,0.035351718389634634,0.05011324579797458,-0.05247705521598137,0.05103338096468508,0.005961881629267287,0.03528653969377556,0.06435393644806865,0.028510494235812353,-0.012559028050434769,9.997017234523917e-05
"ROWID:51e47dfb-ee7a-44a3-bf65-ca9c03f7102b",-0.04247807023216882,-0.7854317968505974,-0.29093195426463375,-0.3527142256053565,0.06935522065526113,-0.05544036150500134,-0.20941993992779004,-0.0730177943355697,0.10849348986016745,-0.05231160230791886,0.055135362379412606,0.24069862668604236,-0.13473372269840286,-0.07997576919057586,-0.013705810022602098,0.05586333178761758,-0.053039484447238515,0.05103458602373513,-0.0027938540233985046,0.0355742163511819,0.06452122363323966,0.02856930834765387,-0.012669198074534795,4.131753820841763e-05
"ROWID:39d02a61-be71-4caf-ab5f-ab20d9060518",-0.04341590252753603,-0.8240693303910483,-0.344391011470381,-0.3115311828318342,0.05167534774190524,-0.05720842258182289,-0.1680434330877675,-0.04869588880263323,-0.030140193947472218,-0.06947601536485767,0.07144078342811672,0.18573607889068378,-0.02636929372330949,0.027166222232431553,-0.052371101557436905,0.06385050079310509,-0.05359677110660344,0.05200195383396225,-0.04508198368529407,0.03658856760202901,0.05694950586441586,0.029413238044640463,-0.012985170145679457,9.846457978190258e-05
"ROWID:3702a86b-338c-4043-9873-f70e2e817a30",-0.04342436055753088,-0.8240464374478884,-0.34479634507965307,-0.3111944726196495,0.051464870450779895,-0.05729335673039761,-0.16842470718081745,-0.048690369596944186,-0.030025720241328845,-0.06951886875859815,0.07107971277128869,0.18555400518967508,-0.02640542499968568,0.026859902542920998,-0.05214721868309508,0.06404514738085336,-0.053583959097538915,0.05191644440189169,-0.0450750406893166,0.03661032939917121,0.056858202381494874,0.02947126517888902,-0.013022359990462116,8.560740248849025e-05
