PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
26,0.117948,-0.16562,0.562816,0.567204,0.61923,1.103861,-0.799085,1.91698,0.874802,1.68661,Y
27,-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.723232,-2.799857,1.365932,-2.087438,-2.312848,A
28,0.043885,0.274046,0.182281,0.095763,0.261718,-0.972381,-0.081827,0.302219,-0.091823,-0.695219,F
29,-3.498799,0.391814,0.374326,-5.440122,0.261718,-0.266459,0.446679,0.211472,0.656532,-0.359471,A
30,-0.301743,0.352558,0.288973,1.638181,0.261718,1.394535,0.786433,0.25768,0.843621,0.805235,E
31,0.241386,-0.43256,0.349432,-1.029281,0.261718,-0.640182,0.106925,0.058634,0.750076,-0.521914,F
32,0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.224934,0.484429,-1.337781,-2.087438,-0.338278,A
33,-0.351118,0.022808,0.171611,1.15197,0.261718,0.356414,0.635431,0.665967,0.937165,0.07578,W
34,0.290762,-0.181323,0.441898,-1.339925,0.261718,0.231839,-3.026359,-1.587443,-1.151994,1.672891,F
35,0.500607,0.140576,0.388552,-0.637358,0.261718,-2.716425,-1.063338,2.455291,-2.118619,-1.870172,H
36,0.327793,0.336855,-0.020434,1.086893,0.261718,0.605563,0.597681,0.520352,0.62535,0.339497,A
37,-0.178304,-0.620989,0.32098,0.699028,0.261718,1.809783,0.371178,-0.943163,-0.123005,1.544588,E
38,-0.240024,0.117022,0.235627,0.902912,0.17234,-1.055431,-0.308329,1.46132,1.155435,-0.613461,E
39,-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.688613,0.371178,0.001747,0.438262,0.524218,C
40,1.142487,0.062064,0.125378,1.05983,0.261718,0.522513,0.484429,0.480492,-0.590727,0.271856,A
41,0.105604,-0.251983,0.466793,0.287084,0.261718,0.06574,0.220177,-0.244111,0.18881,0.068208,A
42,0.09326,-0.385453,0.352988,0.546705,0.261718,-0.432558,0.031425,0.514954,0.313536,-0.289516,A
43,-0.314087,0.360409,0.395665,0.599727,-1.347089,1.020811,0.295677,-0.070712,0.157628,0.897372,D
44,0.068573,-0.197025,0.032912,0.615571,0.082961,-0.01731,0.106925,0.744891,-0.091823,0.052236,A
45,0.15498,-0.322644,0.175168,0.126526,0.17234,0.522513,0.937434,0.090475,-0.154186,0.009126,A
46,0.352481,0.211237,0.306755,-0.946242,0.17234,0.190314,0.55993,0.10791,0.064084,-0.018817,A
47,0.006853,0.407516,0.274747,-0.083803,0.261718,-0.889332,0.484429,0.162273,0.843621,-0.961263,H
48,0.130292,-0.071406,0.214288,0.915742,0.261718,0.273364,0.597681,0.233663,-0.528364,0.035479,A
49,-0.116585,0.069915,0.068476,-0.783147,0.261718,1.26996,0.52218,-0.91369,-0.65309,0.955165,A
50,0.006853,0.407516,0.274747,-0.083803,0.261718,0.896237,0.295677,-0.10032,0.438262,0.772337,H
51,0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.681707,-0.081827,0.880274,0.064084,-0.480987,F
52,0.142636,0.470326,-2.958023,-0.379737,0.261718,1.685209,0.295677,-1.361021,-0.559546,1.416563,A
53,-0.00549,0.360409,0.28186,-0.213479,-1.168333,-0.640182,-2.460103,0.206405,0.438262,-2.038703,E
54,-0.338774,-0.267686,0.441898,0.616019,0.440474,0.730137,-1.214339,0.813466,1.841428,1.407317,X
55,0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.515608,-0.081827,1.672773,0.157628,-0.309081,F
56,0.266074,0.258344,-3.210528,-0.405994,0.261718,0.771662,0.182426,0.030908,-0.123005,0.704683,A
57,-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.190314,0.295677,1.281183,1.124254,0.126797,X
58,-0.16596,-0.134216,0.256965,0.387041,0.261718,1.643684,0.031425,-0.648068,-0.933723,1.571206,F
59,0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.643684,0.182426,-1.489842,-0.497183,1.495464,A
60,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.149119,0.500624,-0.877336,G
61,-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.647088,0.408929,0.322004,0.500624,0.480627,E
62,0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.889332,0.52218,-0.072925,-0.029461,-0.949992,F
63,0.043885,0.274046,0.182281,0.095763,0.261718,-0.557133,0.408929,0.749357,0.126447,-0.601345,F
64,0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-0.764757,0.333428,-0.117483,-0.497183,-0.748044,A
65,0.216699,0.124874,-3.210528,-0.886924,0.261718,0.190314,0.295677,0.29954,0.157628,0.126797,A
66,0.352481,0.211237,0.306755,-0.946242,0.17234,0.190314,0.748682,-0.264497,0.18881,-0.126879,A
67,-0.116585,-0.581733,0.569929,1.083313,0.082961,3.470777,-0.006326,-4.090691,-3.895963,3.521148,D
68,0.080916,-0.126364,0.360101,-0.587947,0.261718,0.107265,-0.308329,0.75654,0.126447,0.331167,F
69,0.278418,0.069915,0.214288,-2.283942,0.082961,-1.429155,-2.913108,-2.344761,-0.528364,-2.617723,A
70,-0.042522,-0.173471,0.644613,0.089437,-0.989576,-0.01731,0.295677,0.575976,0.968347,-0.063277,Y
71,-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.847807,-3.10186,0.235586,-0.154186,-2.014472,E
72,-0.091897,0.344707,0.182281,0.722749,0.261718,1.519109,0.635431,-0.401414,-0.123005,1.1744,H
73,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.391033,0.031425,1.021425,0.18881,-0.286309,A
74,0.661077,-0.09496,0.01513,0.751961,0.976743,-0.806282,-1.629594,0.618477,1.498432,0.290336,I
75,-3.498799,0.148427,-3.210528,-0.293087,-4.922215,0.314889,-1.063338,-0.10698,-0.341275,1.042047,I
76,-0.042522,-0.29909,0.182281,1.151314,0.261718,-0.01731,0.52218,1.361893,0.375899,-0.184021,A
77,-0.00549,-0.259834,0.367214,-0.156667,0.261718,0.522513,-0.119577,-0.569047,-0.528364,0.644408,F
78,-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.314889,0.446679,-0.548641,0.687713,0.152751,E
79,-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.681707,-0.081827,0.038286,0.937165,-0.479902,E
80,0.080916,0.077766,0.050694,0.857319,-1.257711,0.06574,0.446679,1.119627,0.344717,-0.061975,A
81,-0.128929,0.705861,0.413447,2.004055,0.61923,-1.180006,-1.440842,0.735571,1.124254,0.023991,Y
82,-0.314087,-0.024299,-1.681275,0.307284,0.261718,-0.557133,0.333428,1.793226,0.500624,-0.57011,E
83,0.216699,-0.189174,0.352988,-2.20129,0.261718,-0.515608,-11.935457,-0.416442,0.064084,-6.719324,A
84,-0.153617,-0.22843,0.488131,0.580183,0.261718,0.522513,0.484429,1.022085,0.032902,0.297545,E
85,0.031541,-0.09496,-0.031104,0.803253,0.261718,-0.889332,0.333428,-0.595238,-1.276719,-0.855745,A
86,-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.183409,0.635431,0.979196,-1.900349,-0.397336,A
87,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,0.688613,0.446679,0.302258,0.500624,0.483315,E
88,-3.498799,0.195534,0.221401,-0.256595,-4.922215,-2.425751,4.523724,0.844162,-1.775623,-2.14163,A
89,-0.153617,-0.087108,0.299642,0.689629,0.261718,-0.474083,-0.157328,-2.028833,-2.243345,-0.229481,F
90,0.105604,0.289748,0.171611,-0.220044,0.261718,-0.723232,0.52218,0.101115,0.126447,-0.800629,A
91,-0.128929,0.705861,0.413447,2.004055,0.61923,1.851308,-1.32759,-0.537555,-0.372457,2.587032,Y
92,0.068573,0.533135,0.488131,0.255665,-0.632064,-0.972381,-0.044076,0.306258,-0.216549,-0.768538,A
93,0.846235,-0.09496,0.182281,-1.981085,0.61923,-2.75795,-1.516343,-1.353002,0.126447,-1.783182,I
94,0.043885,0.407516,-0.120014,0.281743,0.261718,0.06574,0.182426,0.06572,0.251173,0.085677,A
95,0.364825,-0.189174,0.502357,0.22329,-1.168333,0.356414,0.182426,-0.294474,-0.154186,0.352915,F
96,0.167323,0.171981,0.047137,0.268047,0.17234,0.107265,0.408929,0.160138,-0.091823,-0.011428,F
97,-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.847807,0.371178,0.469425,0.874802,-0.857963,E
98,-0.00549,0.054213,0.32098,0.804804,0.17234,-0.515608,0.106925,0.910989,1.311343,-0.407486,X
99,0.352481,-0.259834,0.463236,-1.391455,0.082961,-0.806282,0.182426,-0.004932,0.064084,-0.731251,F
100,-0.091897,0.2976,0.079145,0.196496,0.261718,-0.224934,0.220177,-0.095214,-0.029461,-0.194316,F
101,0.031541,-0.118513,0.374326,-0.066706,0.261718,0.107265,0.220177,0.237353,0.18881,0.105073,A
102,-0.22768,0.046362,0.214288,0.746888,0.261718,-0.598658,0.220177,1.726184,0.968347,-0.527375,E
103,0.043885,0.407516,0.047137,0.460921,0.261718,-0.723232,0.257927,0.659637,-0.091823,-0.677208,F
104,-0.338774,-0.267686,0.441898,0.616019,0.440474,0.024215,-0.572582,0.387356,0.781258,0.49443,E
105,0.710453,-0.102811,0.157386,1.199979,0.976743,-0.681707,-1.365341,0.828493,1.280161,0.276509,I
106,0.142636,0.164129,0.200063,-0.249732,0.261718,-0.972381,0.069175,-0.037705,0.18881,-0.793588,A
107,-0.042522,0.10132,0.288973,0.722153,0.261718,0.771662,-0.119577,0.531399,0.500624,0.97989,A
108,0.241386,0.203385,0.125378,-1.422726,-1.347089,0.439463,-0.081827,1.278795,0.157628,0.564229,F
109,-0.32643,-0.079257,0.239183,0.566935,0.261718,1.020811,-0.270579,-0.334567,-0.216549,1.24796,E
110,0.57467,-0.134216,0.160942,1.252465,0.976743,0.024215,-1.554093,-1.485415,-4.238959,1.519224,I
111,0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.564038,0.220177,1.513372,-0.372457,0.571606,A
112,0.229043,-0.22843,0.324537,-0.869141,0.261718,-1.055431,0.371178,-0.004893,0.001721,-1.004457,F
113,0.512951,-0.008597,-0.045329,-1.738144,-1.525845,-0.183409,0.371178,1.627399,0.375899,-0.232085,A
114,-0.017834,0.336855,0.235627,-0.511144,-0.81082,-0.474083,0.069175,-2.817895,-0.840179,-0.349345,G
115,0.167323,0.313302,0.168055,-0.383198,0.261718,0.314889,0.220177,0.103736,0.344717,0.290999,A
116,0.043885,0.69801,0.022242,0.912997,0.261718,-0.474083,-0.232828,0.791235,0.095265,-0.202079,F
117,-0.128929,-0.22843,-3.210528,-0.892742,0.17234,-0.764757,0.144676,1.229732,0.032902,-0.634292,A
118,0.105604,0.556689,-0.031104,0.619301,0.17234,-0.557133,-0.081827,-0.034172,-0.372457,-0.313529,A
119,0.117948,-0.220579,0.367214,0.914608,0.261718,0.107265,0.144676,1.000184,0.500624,0.142625,A
120,-0.128929,0.383963,0.23207,1.248675,0.261718,1.477585,0.52218,0.320354,-0.715453,1.168806,A
121,0.019197,0.289748,-0.116457,1.524856,-0.542686,0.107265,0.52218,0.835638,0.032902,-0.06998,F
122,0.09326,0.2976,-0.013322,0.1091,0.261718,-0.349509,0.673182,0.022793,-0.87136,-0.562166,A
123,-0.351118,0.014957,0.214288,0.736624,0.17234,-1.595254,-0.232828,-0.787101,-0.43482,-1.305232,A
124,0.080916,0.203385,0.310311,0.26951,0.261718,-0.640182,0.748682,0.948073,0.781258,-0.815059,H
125,-0.042522,0.407516,-3.210528,-0.636404,0.261718,-0.058835,1.201687,-0.248479,-0.247731,-0.622478,A
126,-3.498799,-0.087108,0.438342,-1.227108,-4.922215,2.432656,0.144676,-2.598171,-4.394866,2.446035,C
127,0.216699,-0.291239,0.349432,0.50711,0.261718,0.605563,0.52218,0.123967,-0.029461,0.381473,A
128,-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.020811,0.446679,0.972187,-0.154186,0.759293,A
129,-3.498799,0.486028,0.139604,-5.440122,-0.006417,-0.764757,-0.270579,-0.604364,-2.243345,-0.39325,A
130,-0.128929,-0.511072,0.342319,0.170775,0.261718,0.024215,0.899684,0.076652,0.656532,-0.337194,F
131,-0.252367,0.062064,0.171611,-0.420108,0.261718,0.024215,-0.308329,-0.664668,0.251173,0.291108,E
132,0.179667,2.660806,0.096927,-1.474226,-0.006417,-1.180006,0.446679,0.281154,-0.43482,-1.145237,G
133,-0.252367,-0.063555,0.594823,0.891245,0.529852,0.024215,-0.685833,1.537583,2.74569,0.762138,X
134,-3.498799,-0.291239,0.37077,-0.281212,-4.922215,-0.058835,-0.044076,-0.080672,0.095265,0.071488,F
135,0.389513,0.376111,0.018686,-0.690978,0.082961,0.771662,0.408929,-0.806886,-0.029461,0.588062,A
136,0.006853,0.164129,0.125378,0.58451,0.261718,-0.474083,-0.38383,1.42808,0.500624,-0.151785,A
137,-0.240024,0.117022,0.235627,0.902912,0.17234,0.107265,0.257927,1.044936,0.905984,0.076563,E
138,-0.585651,-0.354049,-3.210528,0.356517,0.261718,1.062336,0.144676,-0.176584,-0.247731,0.982036,E
139,0.105604,0.203385,-0.023991,0.995678,0.261718,-0.598658,0.220177,-0.504005,-1.307901,-0.539165,A
140,-0.00549,0.360409,0.28186,-0.213479,-1.168333,-1.38763,0.295677,1.059964,0.562987,-1.248911,E
141,-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.934358,0.220177,1.619652,1.716702,1.617064,X
142,0.648733,0.242641,-0.045329,-0.444157,0.261718,2.72333,0.408929,-1.89178,-3.085245,2.567997,A
143,-0.425181,-0.071406,0.424116,1.863279,0.17234,-0.058835,1.805694,0.821427,1.747883,0.213183,X
144,-0.363462,-0.008597,0.256965,-0.22634,0.261718,-0.307984,0.52218,0.821465,-0.310094,-0.426437,E
145,0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.22153,0.031425,-0.658688,0.064084,-0.976537,F
146,-0.202992,-0.479668,-3.210528,-0.88764,0.261718,-0.723232,0.182426,0.76716,0.500624,-0.629,D
147,-0.06721,-0.149918,0.32098,0.118589,0.261718,0.06574,0.52218,-0.088205,-0.154186,-0.09204,A
148,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-1.096956,0.257927,-0.185923,-0.060642,-1.023986,F
149,-0.301743,0.195534,0.381439,0.351116,0.082961,-0.432558,0.446679,-0.08805,0.344717,-0.501348,D
150,-0.104241,-0.079257,0.552147,1.388496,0.61923,-0.598658,-1.025587,1.318869,1.841428,0.136441,Y
151,0.648733,0.242641,-0.045329,-0.444157,0.261718,0.937762,0.408929,-0.965141,0.032902,0.738028,A
152,0.4142,-0.471816,0.239183,1.018385,0.887365,1.186911,-0.685833,-1.420937,-4.238959,1.60537,I
153,-0.030178,0.305451,-3.203415,-0.130828,0.17234,3.097054,0.295677,-1.247499,-0.559546,2.728909,A
154,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,-0.474083,-2.950858,0.52705,0.095265,-1.8098,D
155,0.080916,0.014957,0.064919,0.346104,0.17234,0.107265,0.55993,0.372755,0.064084,-0.077682,A
156,-0.264711,-0.055704,-3.210528,0.413627,0.082961,0.605563,-0.950086,1.780295,3.182231,1.426123,X
157,0.25373,0.219088,0.14316,0.720541,0.261718,-0.10036,0.371178,1.290891,0.064084,-0.166336,A
158,0.698109,-0.369751,0.185837,-0.92264,0.976743,-0.432558,-1.101088,0.37194,1.810246,0.398145,I
159,0.809204,-0.16562,0.025799,0.712127,0.887365,1.477585,-0.912336,-0.499326,0.781258,2.083115,I
160,-0.560964,0.329004,0.296086,0.755571,0.261718,0.480988,0.371178,0.580267,0.812439,0.350178,E
161,-0.338774,-0.09496,0.527252,1.857252,-1.257711,0.522513,-1.138838,1.030064,1.155435,1.406196,X
162,0.117948,-0.189174,0.029355,0.763359,0.887365,-0.183409,-1.667344,2.100125,2.184424,1.24638,I
163,0.438888,0.195534,0.14316,-0.809435,0.261718,-0.764757,-0.044076,-0.262885,0.001721,-0.540599,F
164,-0.017834,-0.275537,0.388552,0.949727,0.261718,-0.141884,0.257927,0.578054,-0.247731,-0.147047,F
165,0.266074,0.211237,0.114709,0.937882,0.261718,1.394535,-0.081827,-0.813778,-0.497183,1.428618,A
166,-0.38815,0.321153,0.107596,0.886232,0.351096,1.768258,0.824183,-0.041589,0.812439,1.15006,G
167,-0.264711,-0.275537,0.384996,1.343918,0.261718,0.397939,0.257927,0.602246,0.001721,0.334759,A
168,-0.116585,0.423218,0.086258,1.919136,0.261718,0.356414,0.597681,0.559939,0.62535,0.113223,G
169,0.229043,0.572391,0.050694,-0.980138,-0.274551,0.231839,0.295677,-0.415218,-0.216549,0.164553,A
170,-0.116585,0.423218,0.086258,1.919136,0.261718,-0.141884,0.597681,0.549902,0.375899,-0.317532,G
171,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.806282,-0.119577,-0.584618,-0.65309,-0.569725,F
172,0.080916,0.164129,0.19295,0.819007,0.261718,0.14879,0.371178,-0.805158,-1.089631,0.050391,A
173,-3.43708,-0.024299,5.196809,-1.63562,-3.313408,-1.802878,-1.025587,1.927541,-3.927145,-1.074582,A
174,0.599358,-2.426761,0.011573,0.54026,0.976743,-0.224934,-1.32759,0.955975,1.342524,0.774061,I
175,0.068573,0.007106,0.288973,0.592954,0.261718,0.190314,0.257927,0.487268,0.313536,0.144807,H
176,0.105604,-0.251983,0.466793,0.287084,0.261718,0.06574,-0.044076,0.639135,0.157628,0.255762,A
177,0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.432558,0.220177,-0.5148,-0.247731,-0.396927,A
178,0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.391033,-0.34608,0.380638,0.937165,-0.076465,Y
179,0.043885,0.407516,0.047137,0.460921,0.261718,-0.557133,0.069175,0.800555,0.001721,-0.418952,F
180,0.488263,-0.259834,0.050694,-0.755517,0.976743,0.231839,-1.365341,-0.352196,1.217798,1.245923,I
181,-0.215336,0.776522,0.502357,-1.289141,-0.721442,-0.058835,0.031425,-0.519965,0.344717,0.048956,A
182,0.080916,-0.291239,0.356544,0.226662,0.261718,-0.972381,0.182426,-0.561669,-0.559546,-0.867945,A
183,0.019197,-0.283388,0.214288,0.857677,0.261718,0.688613,-0.157328,0.544932,-3.085245,0.877361,A
184,0.438888,-0.047852,0.388552,0.873551,-1.078955,0.06574,0.069175,0.988088,0.282354,0.132101,A
185,-0.314087,-0.040001,0.303198,1.37665,0.17234,0.480988,0.408929,-0.812439,0.219991,0.323524,E
186,-0.042522,0.752968,-0.109344,1.041241,-1.347089,2.141982,0.710932,-0.463252,-0.466001,1.506531,F
187,-0.042522,-0.173471,0.644613,0.089437,-0.989576,-1.802878,0.673182,0.128238,0.375899,-1.634771,Y
188,0.019197,0.619498,0.032912,-0.18385,0.261718,-0.266459,0.220177,0.299987,0.375899,-0.240548,G
189,-0.22768,0.289748,0.132491,-0.234783,0.261718,0.024215,-0.195078,-0.320161,-0.528364,0.264635,E
190,-0.104241,-0.079257,0.011573,0.220903,0.261718,-0.183409,0.597681,-1.112096,-0.247731,-0.373058,A
191,0.15498,0.336855,0.068476,0.021525,0.261718,-0.806282,-0.459331,0.224111,0.18881,-0.334867,A
192,0.229043,-0.354049,0.182281,0.210878,0.261718,1.062336,0.408929,-0.559067,0.344717,0.848538,A
193,0.31545,-0.236281,0.37077,0.812174,0.261718,-0.183409,0.371178,0.594285,-0.091823,-0.245719,A
194,0.117948,0.266195,0.043581,-0.590035,0.17234,-1.138481,-11.935457,-0.266632,-0.216549,-6.719324,F
195,0.031541,0.203385,0.086258,0.045008,0.17234,-0.058835,0.824183,0.663229,0.001721,-0.358085,F
196,-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.972381,-0.270579,0.805098,0.438262,-0.6727,A
197,0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.10036,0.220177,-0.99803,-0.621908,-0.090943,A
198,0.179667,-0.212727,0.132491,-1.306507,0.261718,0.397939,0.899684,1.176282,0.687713,0.01331,A
199,-0.215336,-0.142067,0.096927,-0.184417,0.261718,-0.01731,0.673182,0.064362,0.219991,-0.200259,E
200,0.47592,-0.43256,0.114709,-0.87096,0.976743,-0.681707,-1.440842,-0.020018,1.342524,0.308865,I
201,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.224934,0.371178,0.900952,0.157628,-0.274085,A
202,0.019197,0.077766,0.349432,-0.356523,0.261718,-0.224934,-0.044076,0.305656,0.656532,-0.024121,H
203,-0.190648,-0.691649,0.28186,-0.194472,0.17234,0.107265,0.295677,0.18761,0.62535,0.063085,E
204,-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.557133,0.031425,0.355068,-0.123005,-0.404581,F
205,-0.190648,-0.024299,0.367214,2.258633,0.17234,1.685209,0.182426,0.719107,1.591976,1.601946,X
206,-0.116585,-0.079257,0.381439,1.540879,0.17234,0.771662,0.069175,0.937084,1.716702,0.750698,X
207,-0.116585,0.423218,0.086258,1.919136,0.261718,2.225032,0.786433,0.353826,0.62535,1.648359,B
208,-0.042522,-0.173471,0.644613,0.089437,-0.989576,-1.802878,0.484429,0.128238,0.375899,-1.580994,Y
209,0.192011,0.509582,0.079145,1.072093,0.261718,0.06574,0.52218,1.361893,0.219991,-0.105385,A
210,-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.598658,-0.044076,0.563784,-0.060642,-0.421519,E
211,0.426544,0.588093,0.160942,-0.889699,0.261718,0.273364,0.52218,0.336663,0.157628,0.122095,F
212,-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.847807,0.069175,0.498102,0.843621,-0.689878,E
213,0.031541,0.446772,0.072032,0.600056,0.261718,1.809783,0.031425,-1.164362,-0.840179,1.834092,F
214,-0.585651,-0.354049,-3.210528,0.356517,0.261718,0.647088,-0.119577,1.503179,1.124254,0.813252,E
215,0.043885,0.030659,0.537921,-2.244735,0.261718,-0.224934,0.710932,-1.207814,-0.403638,-0.468799,E
216,0.241386,0.203385,0.125378,-1.422726,-1.347089,0.397939,0.371178,0.947316,0.40708,0.276159,F
217,-0.104241,-0.079257,0.552147,1.388496,0.61923,-1.22153,-0.459331,0.510644,1.934972,-0.829464,Y
218,-0.264711,-0.055704,-3.210528,0.413627,0.082961,-0.266459,-3.705867,1.464911,2.122061,-2.086104,X
219,0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.058835,-1.32759,0.565007,0.62535,0.866439,Y
220,0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.141884,0.295677,-0.380445,-0.684271,-0.16677,F
221,0.204355,-0.275537,0.360101,-0.278884,0.261718,1.477585,0.484429,-0.946016,-0.278912,1.185888,A
222,-0.104241,-0.314793,0.665951,-0.06411,0.17234,-0.889332,0.182426,0.817698,0.251173,-0.783619,C
223,0.278418,-0.197025,0.239183,-0.73839,0.261718,-0.183409,0.673182,-0.414054,-0.247731,-0.423701,F
224,0.031541,0.117022,-0.176916,-0.620739,-1.168333,-2.633375,-3.026359,-1.70976,0.500624,-3.356968,A
225,0.130292,-0.126364,0.377883,0.755362,0.261718,-0.806282,-2.799857,-0.018077,-0.123005,-1.797456,A
226,0.142636,-0.244132,-3.206971,0.165524,0.887365,-2.093552,-1.591843,-2.79114,-2.835793,-1.298469,I
227,0.068573,0.007106,0.288973,0.592954,0.261718,-0.432558,-0.044076,0.900855,0.594169,-0.274567,H
228,0.130292,-0.126364,0.271191,0.816262,0.261718,0.564038,0.786433,0.941239,0.251173,0.164806,A
229,-0.338774,-0.314793,0.449011,1.243006,0.797987,0.522513,-1.403091,-0.459719,0.18881,1.440709,Y
230,0.080916,0.650903,-0.023991,0.472826,0.261718,1.26996,0.484429,-0.724661,-0.746634,0.940904,A
231,-0.22768,0.446772,0.534365,0.177429,0.17234,0.854712,0.144676,-0.714138,0.219991,0.835747,E
232,0.216699,-0.189174,0.352988,-2.20129,0.261718,0.06574,-2.950858,-1.649223,-1.962712,1.672891,A
233,-0.462213,0.352558,0.150273,0.56049,0.261718,-0.432558,0.144676,0.548329,1.155435,-0.345909,E
234,-0.128929,0.705861,0.413447,2.004055,0.61923,2.225032,-1.742845,0.268456,0.251173,2.85873,Y
235,0.043885,0.195534,0.260522,-0.393821,0.261718,-0.681707,0.295677,-0.331092,-0.154186,-0.65317,G
236,-0.32643,-0.079257,0.239183,0.566935,0.261718,1.020811,0.106925,0.212404,0.126447,1.015959,E
237,-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.930856,0.333428,1.058294,0.999528,-0.872827,E
238,-0.128929,-0.03215,0.068476,-0.151655,-0.989576,0.314889,0.295677,0.452941,0.219991,0.239874,F
239,0.09326,-0.102811,0.01513,-1.203774,0.082961,-1.263055,0.484429,-1.026357,0.064084,-1.269019,A
