PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
10064,0.037893,-0.077496,0.299732,-0.113439,0.261718,-0.333499,0.152754,0.158807,0.036163,-0.310042,F
10067,0.088556,-0.088777,0.207342,0.38086,0.261718,-0.288826,0.097452,0.206861,0.222241,-0.166998,G
10068,0.001398,-0.388065,0.425286,-0.780209,0.270104,-0.489347,0.481698,0.726618,0.476562,-0.661113,H
10069,0.359221,-0.269215,-0.011562,0.040629,0.972901,-1.115398,-0.914125,-0.376696,1.304413,-0.365511,I
10070,0.161519,0.469806,0.154279,-0.674295,0.23096,0.38416,0.332071,0.926371,0.125417,-0.040344,A
10071,-0.095743,-0.055792,0.151593,0.289933,0.230829,0.455589,0.46204,-0.561374,-0.513137,0.342796,F
10073,0.505674,-0.118612,-2.994442,-2.548104,0.225884,-0.910863,0.505954,0.061847,-0.420517,-0.377244,F
10076,-0.003655,-0.330267,0.215116,0.504362,-1.362084,0.832294,0.267616,0.541432,0.259646,0.265408,A
10077,0.210787,-0.082965,0.207922,-0.544723,0.248834,-0.241288,-0.042821,-0.687373,-0.128646,-0.356763,F
10079,-3.498799,-1.207532,0.181604,0.227463,-4.989576,-0.160564,0.605495,0.771608,-1.849582,-0.321762,A
10080,0.057607,0.73081,0.149661,-0.379412,-0.861461,0.442246,0.312337,-0.893588,-0.026161,-0.198261,G
10081,0.058069,-0.02216,0.03438,-0.080365,0.231596,1.180334,0.076215,-1.21747,-0.217634,1.32558,A
10082,0.416523,-0.333543,-2.262253,-2.857232,0.246377,-0.095192,0.54603,0.024227,-0.221606,-0.732867,A
10083,0.015772,-0.714489,0.103721,0.03875,0.254546,2.473459,0.777402,-1.790394,-1.518114,1.925042,F
10085,-0.695017,-1.464637,0.273064,1.883497,0.187594,1.676281,0.300192,0.435044,1.678969,1.54334,X
10086,-0.075985,-0.544465,0.205623,0.461802,0.215037,0.39339,0.394509,0.100885,0.127868,0.626808,A
10087,0.524797,-0.111627,0.091798,1.06417,0.952163,-0.406658,-1.122009,1.188451,0.971471,0.505131,I
10088,0.080219,0.438771,0.082412,-0.078799,0.261718,-0.206177,-0.033484,0.143572,0.075297,-0.325332,F
10089,0.027524,-0.016146,0.186847,0.371567,0.272344,0.429355,0.410297,-0.03314,-0.281402,0.370464,F
10091,-0.125298,0.212008,0.20852,0.117017,0.261718,-0.341057,0.098461,0.115859,-0.175568,-0.357024,F
10092,-0.724781,-0.094907,-2.108902,0.364476,0.271848,0.270101,0.26884,1.131141,0.416813,0.46959,W
10093,0.138523,-0.17773,-1.099184,-0.931199,0.234493,-0.444324,0.75586,-1.053237,-0.407694,0.004001,A
10094,0.126765,0.362984,0.321953,-0.163307,0.227525,0.964268,0.546478,-1.020524,-0.428668,1.222504,A
10095,0.051734,-0.262568,0.08563,0.089489,0.189692,0.484555,0.343855,0.206564,0.094414,0.34787,A
10096,-0.074097,0.044853,0.187179,-0.326094,0.112102,-0.238812,0.3972,1.335545,0.281589,-0.170266,E
10097,-0.051453,-0.355422,0.074784,-0.000768,0.240042,1.865583,0.734806,-1.758284,-1.340283,1.703611,E
10098,-0.036194,-0.069505,0.356788,0.234265,0.241311,0.26297,0.420157,0.288501,-0.001414,0.184751,A
10099,-0.203255,-0.769666,0.238873,0.722565,0.134946,0.441219,0.019465,0.432093,0.726953,0.221156,E
10100,0.143601,0.279453,0.040729,0.500626,0.252195,-0.018921,0.311252,0.866434,0.197686,-0.309195,A
10101,0.176811,0.022705,0.330113,0.357695,-1.315361,0.096338,0.080709,0.935546,0.153621,0.100382,A
10102,-0.251719,-0.271559,0.269684,0.828699,0.258777,1.139172,0.12623,0.347511,0.321486,0.944341,F
10103,-0.088944,0.196027,-0.79614,0.010584,0.259993,0.223456,0.485879,1.172891,0.8621,0.254612,E
10105,0.461098,-0.292676,0.134952,-0.001126,0.966147,-1.242141,-1.200901,-0.984868,0.671828,-0.68104,I
10106,0.00206,0.130778,0.296975,-0.106649,0.266831,-0.084165,0.065878,0.586406,0.099736,0.069632,A
10107,0.008484,0.377295,0.148862,-0.364533,0.261718,-0.956886,0.096657,0.253562,0.670338,-0.982826,H
10108,-0.126784,0.159308,0.346908,-0.070685,0.252857,3.073255,0.048554,-1.915781,-0.874689,2.592545,A
10109,0.27227,-0.188429,0.126333,-0.700982,0.260614,-0.927459,0.246129,-0.232035,0.245713,-0.962252,F
10110,-0.046163,0.102902,0.341635,-0.814536,0.259016,-0.470285,0.140124,0.266139,0.334397,-0.101455,H
10112,-0.117179,-0.567191,0.238375,0.850104,0.248111,1.357215,0.598126,-0.46344,-0.556652,0.861533,D
10113,0.164481,0.103619,-0.195216,-0.697385,0.196846,1.593041,0.357318,-1.19239,-0.97756,1.048588,A
10114,0.017635,0.058564,0.319955,0.592353,0.200576,0.382026,0.104443,0.661913,-0.019194,0.190826,C
10115,-0.104833,0.003606,0.088023,0.569744,0.21869,0.789828,0.410064,-0.328537,-0.150829,0.616091,F
10116,-0.267228,-0.230651,0.238345,0.678254,0.245091,-0.265989,0.463881,0.466067,0.714798,-0.170432,G
10117,0.641708,-0.468318,-0.004165,-0.530799,0.162189,-0.050529,0.231345,0.04419,0.133587,-0.238441,A
10118,0.083513,-0.002927,0.347767,-0.021233,0.243327,-0.026159,0.115467,-0.744249,-0.637777,-0.279367,F
10119,-0.007061,0.128462,0.200734,-0.642524,0.265431,-0.271295,0.087888,-1.096705,-0.617751,-0.26683,E
10120,-0.109447,-0.179804,-0.091337,-0.135004,0.233892,0.662664,0.012679,0.276967,0.144661,0.562728,A
10121,-0.092528,0.048579,0.343745,1.286054,0.177782,0.558315,0.197994,0.834837,1.646332,0.457135,X
10124,-0.0448,-0.005179,0.2441,0.199075,0.254674,0.723211,0.616792,-0.650352,-0.303271,0.746727,A
10125,0.065327,0.107257,0.074532,-0.226896,0.243882,1.473005,0.077405,-0.957668,-0.151819,1.15184,A
10126,0.118032,-0.138621,0.16147,0.712581,0.259872,-0.07625,0.491689,0.56588,0.172261,-0.31966,F
10127,0.172285,-0.039727,0.158499,0.085804,0.20308,-0.562956,0.223359,0.305734,0.167211,-0.454689,A
10128,-0.080757,0.100298,0.659642,-0.828785,0.270086,2.323063,0.315876,-1.661973,-1.239443,2.906009,E
10129,-0.137158,-0.248986,0.370485,0.537889,0.274945,1.586312,0.148964,-0.772256,-0.380922,0.972635,H
10130,-0.149196,-0.228563,0.048178,0.006199,0.235571,1.592984,0.5689,-1.177604,-0.469823,1.232156,D
10131,0.658269,-0.230163,0.085575,-0.639935,0.921992,-0.098169,-1.056079,-0.833532,0.883146,0.522697,I
10132,0.106902,-0.211085,0.274376,-0.381954,0.273592,-0.610499,0.409182,0.154078,0.132924,-0.235834,F
10133,-0.218025,-0.345351,-2.051597,-0.377658,0.177061,0.791171,0.485585,0.249685,-0.103616,0.284537,D
10134,0.041221,0.486685,-3.520659,-1.291534,-0.152378,-0.341735,0.160832,0.026688,-0.127434,-0.066869,A
10135,0.207792,-0.389682,0.385284,-0.608817,0.194117,-0.766122,0.1835,0.406083,0.187769,-0.721138,C
10136,0.087689,-0.006896,0.252425,0.249251,0.272777,0.415131,0.511312,0.199824,-0.084713,0.376481,A
10138,0.072181,-0.102445,0.255526,0.306519,0.211913,-0.27352,0.067507,0.696974,0.398304,-0.351708,A
10139,0.206707,0.223895,0.246958,0.369626,0.231512,-0.802014,0.090571,1.488508,0.768535,-0.763805,H
10141,0.026265,-0.9544,-3.139488,-0.557418,-0.748062,0.011058,0.561769,0.083637,0.368716,-0.092037,A
10142,0.094357,-0.105729,0.335323,-0.281403,0.134808,0.066299,0.168351,-0.031034,0.308463,-0.072134,A
10143,0.103351,0.189461,0.117911,0.310573,0.213181,-0.08278,0.057396,0.536832,-0.027655,-0.226125,F
10144,-0.073626,0.321048,0.219061,0.457848,0.249611,0.360057,0.233029,0.460304,-0.017044,0.123246,E
10145,-0.008649,0.188063,0.355898,0.86733,0.171039,-0.283735,0.500524,0.553371,0.883324,-0.225036,X
10146,0.089636,-0.832209,0.380977,-1.424961,0.269147,1.359852,0.351676,0.115456,-0.280016,1.070411,A
10147,-0.110489,-0.09516,0.033044,-0.603019,0.221946,-0.122433,0.364465,0.416695,0.187664,-0.167143,E
10148,0.113765,-0.287611,-2.005543,-0.752442,0.257412,-0.3199,-0.162626,-0.848466,-0.401,-0.27736,D
10149,0.624179,-0.356059,-0.041682,-0.187327,0.95538,-0.485841,-1.124118,-0.746446,0.651741,1.103464,I
10150,0.165419,-0.109912,0.192078,0.697096,0.238081,-0.25964,0.30559,-1.176014,-1.073027,0.136637,A
10151,0.02475,-0.827256,0.113846,0.361672,0.207149,0.464957,0.142711,0.095364,-0.242414,0.28783,A
10152,0.085232,-0.15467,0.428506,-0.312274,0.226717,0.510204,0.432086,1.061437,0.654259,1.07704,E
10154,-0.020038,-0.054678,0.226546,0.344078,0.244725,-0.516907,0.152468,1.173413,0.416145,-0.638381,F
10155,-0.103036,0.043591,0.256373,1.278695,0.267374,1.335864,0.205781,0.089014,0.086007,0.879668,A
10156,0.114871,0.027131,-0.987786,1.216963,0.25808,0.822137,0.343369,0.109561,0.272273,0.357424,A
10157,0.101324,-0.197629,0.2771,-0.500428,0.259757,-1.148299,0.439133,0.01105,0.760191,-1.011694,H
10158,0.002105,-0.48441,0.102888,-0.505611,0.244391,-1.267867,0.327262,-0.95326,-0.461236,-0.881941,F
10159,0.274724,0.00461,-0.00248,0.086717,0.265907,-0.652287,0.229664,0.29343,0.089758,-0.539826,G
10160,0.097384,-0.458812,0.68315,1.055511,0.672847,-0.805609,-0.192295,0.064071,1.052594,-0.455911,X
10161,-0.053649,0.34499,0.343241,0.367764,-0.012222,1.024526,0.125885,0.021281,0.095866,0.460033,A
10162,-0.134557,0.049453,0.166816,0.131225,0.274388,-0.700356,0.608936,0.399173,0.341447,-0.910582,A
10164,0.044134,0.19066,0.268875,0.193956,0.258388,1.213796,0.265857,-0.410372,-0.025717,1.01325,F
10165,0.023785,-0.160995,0.112222,0.515368,0.258978,0.07562,0.40256,0.10589,-0.265173,0.051491,A
10166,-0.721191,-0.137865,-0.553957,-0.657995,0.233182,-0.505975,0.340351,0.528875,-0.287253,-0.167991,F
10167,0.31082,-0.427912,-2.11146,-1.21556,-1.049056,0.025779,0.762528,-0.213008,0.057946,-0.839217,A
10169,-0.09935,-0.340871,0.374732,-0.328776,0.09722,2.748922,0.104333,-0.697847,-1.045023,1.883597,D
10170,0.321797,-0.19737,0.293511,-1.198291,0.234049,-0.188728,0.243869,1.035817,0.069951,-0.061417,A
10171,0.097125,-0.318858,0.107595,-0.323432,0.244396,0.310418,0.075302,0.100642,0.085985,0.270747,G
10172,-0.27468,0.142853,0.402657,0.720758,0.375773,-0.486868,-0.482559,0.915961,1.292021,-0.007265,X
10173,0.722917,-0.710317,0.11924,1.017429,0.971221,-0.512271,-0.920936,0.815203,1.833577,0.402287,I
10174,0.039464,-0.293101,0.413705,1.769568,0.175299,1.585419,0.460084,-0.27161,0.611796,1.597101,A
10175,0.054491,-0.012635,0.221747,-0.196432,0.25253,-0.374849,0.541739,-0.352924,-0.375489,-0.547465,F
10176,-0.08127,0.460721,0.206027,-0.106789,0.221129,1.332005,0.415047,-1.768442,-0.571163,1.523457,D
10177,-0.064619,-0.147825,0.253391,0.879821,0.170778,-0.028534,0.178764,1.19715,0.21271,0.108627,E
10178,0.235768,0.271932,0.216684,-0.103747,0.239826,-0.294123,0.1256,-0.551745,0.077273,-0.142921,A
10181,-0.034985,0.0337,0.244163,1.116163,0.248632,-0.022663,0.272746,0.714599,0.225806,0.044204,A
10182,-0.088936,0.138074,0.227267,1.197697,0.258871,-0.080829,0.14972,0.821037,-0.114595,-0.068011,A
10184,0.16154,-0.083652,0.311549,-0.866707,0.215302,-0.065729,0.383556,-1.274949,-0.056096,-0.173212,A
10185,0.617671,-1.174958,-1.623946,0.556088,1.025031,0.014108,-1.280593,0.942433,1.675773,0.740926,I
10186,-0.268087,-0.18759,0.170177,0.812875,0.288422,0.547293,0.237725,0.313796,-0.175592,0.559914,F
10187,0.234007,0.345594,0.332589,-0.172538,0.263641,-0.54047,0.488886,-0.330569,0.038448,-0.395064,A
10188,-0.141396,-0.268814,0.137378,0.918852,0.255065,1.516445,0.602559,-0.47779,-0.045591,1.527455,F
10189,-0.014927,-0.111058,0.381569,1.314172,0.241288,0.760318,0.478751,0.157806,0.294334,0.712461,A
10190,0.251173,-0.200673,0.14292,-0.62636,0.226615,0.405899,0.240418,-1.090221,-0.361913,0.402498,F
10191,0.01315,0.099541,0.113968,0.197221,0.225871,-0.66299,0.040801,1.013865,0.263421,-0.713703,G
10193,-0.063124,-0.343266,0.119102,-0.096781,0.239685,1.045452,0.22897,-0.862951,-0.203309,1.008115,G
10194,0.26907,-1.348162,0.278116,-0.507384,0.155554,-0.088324,0.20774,-0.224069,0.017187,-0.054249,A
10195,0.253698,-0.445166,0.207373,-0.637041,0.235129,0.248068,0.345502,-2.022563,-1.420085,-0.004667,H
10196,0.121673,-0.03422,0.086907,0.082356,0.277228,-0.722967,0.342745,0.39473,0.204692,-0.775566,F
10199,-0.036535,0.12573,0.361359,-1.048931,0.117896,3.073125,0.50103,-1.382163,-1.705968,1.429805,D
10200,-0.249283,-0.281029,0.414295,0.956123,0.282063,-0.153486,-0.025649,-0.311921,-0.068471,-0.011332,X
10201,0.332303,-0.110375,0.050934,1.214012,0.97617,-0.711167,-1.42982,0.969565,1.51236,0.675154,I
10202,-0.045493,-0.068921,0.347703,1.165639,0.276231,-0.113115,0.187125,1.20356,0.07464,0.14428,E
10203,-0.124788,-0.313986,0.121612,0.693322,0.285343,0.483508,0.121884,1.002959,0.203401,0.437448,A
10204,-0.160813,-0.012636,0.447874,0.942015,0.81697,0.526056,-1.218601,-0.09498,1.222579,1.115816,Y
10205,-0.198731,0.215594,0.283053,1.16464,0.243492,1.291727,0.078967,0.10118,-0.073791,0.969314,E
10206,0.122898,-0.222109,0.14943,-0.376057,0.17081,0.153359,0.12909,0.004431,-0.065143,-0.046759,A
10207,-0.07002,-0.156884,0.260229,0.811742,0.201552,0.933456,0.096914,0.341323,-0.103746,0.611947,A
10208,-3.874242,0.647694,-3.157317,-0.184323,-3.419651,-0.440112,0.053897,1.342877,-0.913062,-0.223766,A
10209,0.013763,-0.153483,0.239848,-1.19255,0.193,-0.388359,0.418602,-0.858563,-0.36581,-0.312647,F
10210,0.101807,0.019967,0.335277,-0.202903,0.22589,1.435828,0.532628,-2.10444,-1.11358,1.138395,A
10212,0.602181,-0.372419,0.122162,-0.72276,0.975773,-0.862314,-0.688545,-1.049732,0.640976,0.140681,I
10213,0.136585,-0.068411,0.106187,-0.559495,0.275967,-0.633297,0.243681,-0.017353,0.076064,-0.767327,F
10214,-3.498799,1.192989,-0.081452,-0.504571,-4.922215,-0.39229,0.57074,0.683472,-0.272149,-0.351257,A
10215,-0.010839,-0.183646,-3.378892,-0.766202,0.201543,-0.397294,0.304773,0.449812,0.35759,-0.176082,A
10216,-0.035612,-0.132967,0.29404,-1.951316,0.169446,-1.240065,0.543763,-2.361382,-1.304517,-1.234822,E
10217,-0.208436,-0.195285,-0.029794,-0.77526,0.223192,0.43526,0.843973,-2.232779,-2.107756,0.790755,H
10219,0.030472,0.133908,0.150648,-0.025726,0.260672,-0.406621,0.491877,-0.168,-0.089185,-0.616482,H
10220,0.050719,0.152706,0.193954,1.111179,0.18374,0.124687,0.301289,0.541268,0.521606,0.049429,A
10221,0.050078,0.21146,0.085433,-0.387262,-0.898475,0.952653,0.094051,-0.508446,-0.432917,0.575981,A
10222,0.104085,-0.03887,0.287234,0.282255,0.275676,-0.58008,0.497787,0.063404,-0.562182,-0.441523,F
10223,0.222303,-0.142923,0.290967,-1.136606,0.258227,0.023527,0.324173,0.686076,-0.11177,0.029304,A
10224,0.162089,0.133522,0.11936,0.244188,0.258681,-0.32982,0.295363,0.519135,0.194666,-0.307823,H
10225,0.2475,0.216954,0.300262,-0.71375,0.214061,-0.614077,0.636021,-0.867367,-0.385332,-0.721483,C
10226,-0.149153,-0.068844,0.074746,-0.135939,0.262866,0.239907,0.072622,-0.566345,-0.188643,0.539519,A
10227,0.115465,-0.122034,0.185677,-0.646971,0.244654,-1.181291,0.150577,-0.112398,0.21927,-0.907343,F
10228,0.146934,-0.268798,0.339111,0.251709,0.220866,-0.548263,0.534644,-0.566256,-0.659864,-0.544996,A
10229,-0.017049,-0.217774,0.243466,0.954093,0.119808,1.523987,0.333211,0.254869,0.194553,1.15503,A
10230,-0.046952,0.331508,0.201642,-0.352014,0.25422,-0.856568,0.314929,0.357235,0.720336,-0.960663,F
10231,-0.288981,0.110227,0.336401,0.899948,0.501281,-0.993244,-1.631965,1.507133,2.097368,-0.118999,X
10232,0.009045,-0.140681,-0.011103,-0.082227,0.273879,0.744558,0.222258,-0.265256,0.113888,0.805338,G
10233,0.132412,-0.044364,0.124482,0.904072,0.247282,-0.175973,0.368927,1.00924,0.31651,0.03536,A
10235,0.006712,-0.201245,0.421173,-0.123844,0.268957,-0.376322,-0.085785,0.048972,0.450428,-0.254962,E
10236,0.015641,0.102563,0.223598,0.988315,0.270852,0.71868,0.245939,0.607687,0.160241,0.952383,A
10237,0.10646,-0.601834,0.210257,0.53671,0.128379,0.801017,0.173535,0.123521,-0.017175,0.575408,H
10238,0.063788,-0.188364,0.241273,0.476051,0.268162,0.301925,0.327245,0.423125,-0.001433,0.35072,A
10239,-0.053774,-0.160105,0.364502,1.283277,0.254059,0.525501,0.08959,1.011699,1.743443,0.684839,Y
10240,0.038441,-0.011463,0.588939,-1.288637,0.191045,-0.840534,0.549918,-0.899244,0.118658,-1.017889,A
10241,0.067494,-0.048875,0.226049,-0.250355,0.265218,-0.662359,0.346469,1.090736,0.573462,-0.57088,G
10243,0.058122,0.28309,0.111557,0.167324,0.266925,-0.189804,0.573368,-0.010761,-0.160907,-0.00876,F
10244,-0.004335,-0.016891,0.212341,0.588778,0.20987,1.544503,0.440846,-0.360045,-0.179529,1.041323,E
10245,0.367172,-0.22741,0.283165,-0.698608,0.262738,-0.565799,0.410439,-0.694807,-0.172031,-0.588651,A
10246,0.056194,-0.066047,0.109186,-0.477245,0.266909,-0.036301,0.520667,-0.693676,-0.638381,0.092663,F
10247,-0.116773,0.160217,0.23361,0.704276,-1.13526,1.246854,0.408724,0.075104,-0.271423,0.974876,A
10248,0.140988,-1.731758,0.218806,0.656177,-1.095355,0.112376,0.13965,-0.380872,-0.265815,-0.23293,A
10249,-0.000355,0.87027,-0.074528,-0.720288,-1.146684,0.849848,0.005706,-0.090275,0.248759,1.340396,D
10250,0.063335,-0.255639,0.238252,1.293045,0.254236,0.815853,0.22715,0.349409,-0.369297,1.032809,A
10251,-0.329932,-0.056732,0.269083,0.56107,0.227939,-0.289318,0.291297,1.293421,0.763377,-0.500834,E
10252,0.161835,0.294487,0.260322,-0.940128,0.263398,-0.967032,0.490538,-0.451094,0.000625,-0.788946,F
10253,-0.043699,-0.32794,0.131384,-0.135007,0.222631,0.776357,0.092977,-0.792853,-0.719367,0.633902,A
10254,0.272045,-0.22083,-1.332403,-2.452919,0.314397,-0.149323,0.710295,-2.092322,-1.613946,-0.139757,A
10255,-0.077661,-0.330575,0.215057,-0.156389,0.247108,-0.585773,0.182941,-0.533317,0.069721,-0.518953,F
10256,0.058055,0.200592,0.10111,0.756212,0.258004,0.978002,0.504035,-0.238063,-0.059781,0.988258,A
10258,-0.201186,-0.254766,0.420174,1.183316,0.660234,-0.365446,-0.873098,1.58106,2.342567,0.545881,Y
10259,0.397142,-0.092425,-0.362213,-1.897181,0.284061,-0.104492,0.643829,-1.208274,-0.738112,-0.083629,A
10260,-0.11657,-0.112388,0.425736,1.297128,0.277607,1.094484,-0.018816,1.24082,0.883935,0.760801,A
10261,-0.043252,1.092447,0.628773,-1.373414,-0.006597,-0.206513,0.069293,1.205316,0.61224,-0.270122,G
10262,-0.435341,0.035769,0.226722,0.702822,0.227233,-0.61752,0.183096,1.124566,0.812557,-0.346649,E
10263,0.18351,0.057934,0.050317,0.031116,0.252363,-0.75727,0.421923,0.82838,0.433072,-0.711335,A
10264,0.370622,-0.086842,-1.873819,0.545914,0.925145,0.196261,-1.066042,0.261051,0.609265,1.163089,I
10265,0.12413,-0.082294,0.207272,0.483862,0.256161,1.112314,0.226234,0.200804,0.022338,0.677671,A
10266,-0.069303,0.362155,0.067511,0.147177,0.261718,-0.36761,0.134621,0.318808,0.187221,-0.383402,F
10268,0.146691,0.093595,0.104351,0.444555,0.243231,-0.100407,0.220078,0.283869,-0.256801,-0.219676,F
10269,-0.062533,-0.093006,0.366228,0.729877,0.285412,-0.091202,0.057896,0.691668,0.395475,-0.240534,A
10270,0.08061,0.172783,0.092064,0.243795,0.226718,-0.362062,0.463126,0.142043,-0.131495,-0.483203,E
10271,-0.127017,-0.173977,0.298963,0.089942,0.243588,0.124333,0.43032,0.373099,0.025546,-0.170247,A
10272,0.232722,0.317046,0.196577,-1.037574,0.233227,-0.877293,-0.039564,-0.288612,-0.237142,-0.493067,G
10273,0.070671,-0.029851,0.210702,-0.230224,0.255264,-0.736416,0.484421,0.13522,0.190232,-0.740964,A
