Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
11,0.16607,0.20403,0.037861,1.2483,2.3588,0.27725,0.2591,2.8331,1.1936,0.79339,0.25771,1.6614,0.13711,0.25298,481.79,0.99781,4.9782,0.25993,0.14006,41.425,1.1326,0.25329,0.11881,0.4657,0.77585,0.8365,1.3458,0.087637,4.4657,0.13444,0.14773,49.397,6.1637,0.33435,0.16097,1.1324,2.5854,0.70246,0.13489,0.25314,0.032562,0.13785,55.06,44.541,1.6264,1.2856,44.554,0.16244,0.16508,1.8459,0.2351,0.12993,1.0512,1.1946,836,0.13382,0.20486,0.86359,0.15136,7.5367,7.9792,31.32,9.2386,1.9299,0
12,0.15151,0.53661,0.24047,1.5119,74.789,,0.28482,0.89572,2.562,0.47443,0.22051,0.3431,0.078001,0.18466,971.5,0.48252,1.8791,0.18461,0.1251,6.4369,0.68614,0.093328,0.12256,0.54859,0.48107,0.37286,33.965,1.0623,3.9543,0.035233,0.13384,66.871,5.7485,6.8575,0.092134,3.7489,,0.48049,0.15832,0.86759,0.047466,0.13626,78.886,62.421,12.79,1.3798,1.7313,0.010937,0.005107,1.2167,0.32214,0.15574,2.5228,2.8569,642.97,0.14603,0.29781,0.86256,,619.7,5.2915,37.349,10.936,17.384,0
13,0.00198,0.7022,0.159,1.2273,-144.14,0.058921,0.005605,0.29162,1.0217,0.1908,0.001202,0.06376,0.019319,0.003604,17126,0.003772,1.1308,0.003609,0.002808,119.79,1.2051,0.036532,0.00396,0.047715,0.12692,0.036493,0.83879,0.44933,4.2472,0.43989,0.019251,198.79,1.3286,0.11919,0.048932,1.018,,0.11811,0.000775,0.028066,0.33163,0.02242,218.68,123.21,0.005956,0.73099,120.33,0.020045,0.02252,1.069,0.73671,0.6759,1.5294,1.5109,2921.7,0.014212,0.093191,0.97274,,3.5391,2.7562,292.2,1.6952,19.213,0
14,0.048761,0.71289,0.48178,2.5596,165.02,,0.055064,0.17039,1.6164,0.10526,0.068721,0.039624,0.052996,0.053669,1944.7,0.19412,1.1804,0.053657,0.031995,83.45,1.2999,0.045908,0.028554,0.1001,0.057832,0.068079,3.3419,1.1901,3.2401,0.56711,0.075757,140.26,2.3833,1.9879,0.066643,1.6161,8.7216,0.33339,0.036707,0.078443,0.39527,0.031374,280.08,170.2,0.040924,1.3801,108.95,0.013123,0.018177,1.135,0.57998,0.41071,1.4077,2.5387,702.34,0.042187,0.03843,0.97588,0.16816,3.2062,1.061,136.27,1.0323,4.1022,0
15,-0.079292,0.19279,0.48073,8.2292,175.47,-0.046698,-0.062657,7.2798,0.96265,0.89834,-0.069552,-0.21032,-0.037881,-0.060857,-2386.9,-0.13033,9.4735,-0.069857,-0.080747,92.681,0.94727,0.071038,-0.02908,-0.13599,0.84125,-0.10192,-0.00802,1.0048,3.5592,0.328,-0.023899,81.475,14.679,4.6783,-0.07666,1.6489,,0.83136,-0.04408,5.2497,-1.2113,-0.04636,164.74,31.616,-0.001094,3.2268,92.41,-0.050189,-0.03429,4.2668,0.19605,0.07889,2.7539,2.1735,679.8,-0.083356,-0.062811,1.0389,,4.7396,10.609,29.448,12.908,2.1459,0
16,0.067111,0.35697,0.47287,2.2425,33.265,,0.086426,1.4469,2.3939,0.64506,0.10044,0.1228,0.12813,0.080621,447.48,0.81073,2.5915,0.088626,0.049973,,0.8418,0.090078,0.04203,0.13591,-0.33006,0.75337,5.5256,0.3,3.4691,0.26153,0.050291,79.126,5.0996,5.4316,0.08008,1.5361,35.591,0.69484,0.062914,0.5689,0.077579,0.04588,124.88,126.1,,2.0651,,0.025532,0.017209,1.982,0.2942,0.10088,1.4543,1.5324,858,0.023503,0.10073,0.96682,0.050622,0.21729,3.5572,51.708,6.2894,5.291,1
17,0.066635,0.68279,0.004425,1.0728,-56.068,0.036908,0.084056,0.69444,1.535,0.20239,0.070159,0.1797,0.17189,0.084177,1144.1,0.37122,1.4663,0.084187,0.062951,27.181,1.2503,0.008078,0.023881,0.19433,0.29937,0.27339,0.3093,0.06885,5.6273,0.31513,0.073717,42.866,5.0965,0.14705,0.026307,1.2293,0.09,0.44067,0.059716,0.046473,0.11725,0.055865,53.81,14.72,0.52948,0.91051,22.767,-0.081503,-0.050528,0.50757,0.38042,0.18617,0.97432,0.85432,15188,0.058089,0.10979,0.9382,0.00046,19.753,12.958,51.142,6.5337,3.5974,0
18,0.70353,0.48036,0.25864,1.5021,-58.469,1.3209,0.30545,1.2662,1.1248,0.54721,0.31408,0.90821,0.29888,0.30433,438.49,0.91122,2.2006,0.30433,0.2945,43.198,1.2852,0.1317,0.3225,1.7995,0.58392,0.7822,1.2728,0.31131,4.9894,0.35584,0.21025,162.22,2.6158,1.5638,0.33914,1.2829,,0.50817,0.21491,0.12152,0.071976,0.21656,126.25,80.983,2.3362,1.8413,42.996,0.38824,0.11456,1.6691,0.35791,0.47869,1.2103,1.1326,12848,0.29308,0.34522,0.72838,,7.882,4.3999,169.245,2.1782,1.9486,0
19,0.001609,0.79539,-0.037057,0.65903,-24.008,,0.042161,0.081864,1.8034,0.24919,0.05254,0.040106,0.049359,0.048123,4563.8,0.052584,1.1354,0.044127,0.034324,2.2444,1.5318,0.036869,0.021051,0.042631,0.03099,0.055955,1.5976,-0.032164,3.5509,0.55372,0.039908,111.62,3.1782,2.987,-0.093122,1.5765,1.3102,0.35043,-0.033439,0.063001,0.21462,0.034685,61.019,38.902,0.8487,0.10762,8.9359,0.065189,0.026676,0.23779,0.56248,0.35031,0.56398,0.60124,-176.14,-0.029325,0.22325,0.97261,1.163,187.56,8.1668,124.05,2.0851,4.6662,0
20,0.01615,0.40134,0.12469,1.2419,-11.461,0.24857,0.020644,1.2836,0.73033,0.56688,0.071402,0.20599,0.19516,0.070619,918.63,0.48554,2.3895,0.070619,0.082818,89.453,1.11,0.064024,0.013325,0.22926,0.53262,0.41902,1.447,0.64053,3.8632,0.43221,0.099517,143.08,2.7851,2.2004,0.059313,0.3468,4.639,0.52865,0.099156,0.1205,0.06127,0.092062,145.98,66.256,0.42752,0.75528,88.48,-0.032827,-0.055169,1.6188,0.37084,0.31821,1.8773,1.6538,495.28,0.078728,0.036981,0.92177,0.18283,6.4728,5.7315,130.05,2.5577,1.9548,0
21,-0.18385,1.1715,-0.26816,0.3938,-30.494,-0.24818,-0.18137,-0.018089,3.3078,-0.12311,-0.12248,-0.3999,-0.096329,-0.20536,-1954,-0.19878,0.65878,-0.20036,-0.057388,0.5802,0.78167,-0.1125,-0.055763,-0.005034,-0.26132,-0.19458,-3.6698,-0.82929,2.5689,0.40428,-0.067099,118.8,3.8563,2.3121,-0.07381,2.1505,,-0.10433,-0.049119,0.025367,-0.65838,-0.043472,8.887,87.604,-11.23,0.51394,4.5836,-0.25727,-0.040642,0.02255,0.1025,0.38408,-0.25965,-0.32079,-191.9,0.041544,-1.5055,1.0715,,109.66,4.4319,113.68,3.847,13.832,1
22,0.15398,0.55928,0.058962,1.0147,88.138,0.17419,0.15273,0.70463,1.0481,0.49639,0.19238,0.36526,0.14679,0.19263,1156.3,0.3638,1.818,0.19263,0.062918,12.292,1.532,0.14604,0.063571,0.12528,0.41847,0.24678,0.01061,0.042163,5.2514,0.17722,0.13912,82.686,4.9578,0.11685,0.21137,2.6825,2.5811,0.59272,0.084888,0.66299,0.002837,0.081753,59.789,48.128,1.927,1.1803,11.845,0.17216,0.1431,0.91212,0.38321,0.26234,0.71983,1.033,2677,0.088268,0.36706,0.91063,0.26484,22.442,8.2982,78.046,5.9915,4.9819,0
23,0.075729,0.96929,0.017074,1.1958,-34.492,0.074784,0.047138,0.92972,1.1183,0.4005,0.046336,0.11468,0.008154,0.087043,3019.5,0.10066,1.0284,0.047037,0.028281,175.59,0.9719,,0.017114,0.12347,0.43019,0.004,,0.007717,3.3671,0.68033,0.044473,100.24,1.4049,1.183,0.040835,1.1205,1.8345,0.59921,0.013805,0.091278,,,123.94,18.402,0.00458,0.20963,144.59,0.00373,0.000508,0.92978,0.5624,0.54299,0.84606,1.02,656.88,0.18727,0.086524,0.80824,0.14869,2.5925,9.517,104.97,3.7091,1.3945,0
24,0.19656,0.51322,0.18246,1.5793,12.957,,0.27201,0.66395,5.1474,0.38323,0.29231,0.33141,0.15468,0.29223,1036.3,0.31795,1.91,0.29278,0.14853,2.6945,1.2975,0.27414,0.16339,0.53009,0.38861,0.39277,42.536,1.4958,3.7871,0.25661,0.11362,62.545,5.1917,4.064,0.27325,3.5572,,0.42089,0.19416,0.70824,0.097561,0.12525,81.03,92.016,43.897,1.5512,0.9627,0.23373,0.14728,1.3322,0.3846,0.17391,2.3556,2.4904,2611.2,0.14389,0.51083,0.84849,,151.25,5.5789,56.595,6.655,16.946,0
25,0.040351,0.25915,0.27498,1.8021,0.14782,,0.067462,2.7887,1.5096,0.73847,0.034011,0.069412,0.026552,0.010522,2466.2,0.11513,3.969,0.010572,0.017066,88.487,1.2048,0.001731,0.006133,0.025077,0.35502,0.11404,2.5521,0.49785,3.6795,0.042613,0.016405,77.477,30.1221,9.5334,0.075163,1.3157,18.173,0.70614,0.02885,0.29915,0.17809,0.00117,89.36,72.855,0.053232,1.1431,91.528,0.025946,0.012411,1.8347,0.24114,0.18859,1.7795,1.5778,6849.9,0.02139,0.025604,0.9861,0.040038,4.1634,5.7643,63.232,5.0705,2.4046,0
26,0.10208,0.56621,0.099684,1.0442,-11.832,0.22091,0.12231,0.44876,1.0196,0.34756,0.13974,0.0437,0.073365,0.14272,548.54,0.88854,1.4995,0.11273,0.047919,37.857,2.055,0.17765,0.058425,0.24042,0.39826,0.54373,0.50407,0.35899,4.978,0.25243,0.021183,53.291,6.3019,0.17506,0.17732,2.4817,1.3515,0.41468,0.043743,0.11483,0.052533,0.07324,26.409,32.57,0.3343,0.55365,34.865,0.068978,0.034635,1.0051,0.58942,0.15331,0.47325,1.2628,4000.8,0.066179,0.27519,0.94568,0.2778,10.665,11.713,55.468,6.5764,4.9666,0
27,0.092995,0.3332,0.38731,2.6164,12.396,,0.13552,1.7766,1.4847,0.61547,0.035507,0.19983,0.046176,0.03542,1847.2,0.13714,2.9453,0.03541,0.038773,125.92,2.2394,,0.026037,0.04686,0.62281,0.15912,,0.81924,3.665,0.054229,0.051322,24.302,5.938,5.7481,0.009089,1.5341,,0.61915,0.024101,1.4892,0.67556,,126.42,34.846,0.18546,1.3392,129.07,0.016146,0.001102,2.4769,0.28653,0.1134,1.6677,1.6729,2902.2,0.082847,0.061211,0.92594,,1.0436,60.58,50.087,7.5727,0.9967,0
28,0.058154,0.30688,0.12062,1.4842,15.639,,0.052622,0.8223,1.8459,0.69962,0.044542,0.18904,0.20323,0.098665,1211.5,0.27809,1.8996,0.058663,0.058488,54.071,1.0391,0.032091,0.051742,0.24642,0.21828,0.28071,4.9557,0.34829,4.3891,0.43658,0.067944,156.11,2.1763,1.946,0.04126,1.5297,0.49,0.40304,0.044943,0.009425,0.1129,0.081911,179.02,59.221,0.125,1.6266,53.352,0.009732,0.000904,1.6508,0.30477,0.43196,1.0031,1.0028,14344,0.045675,0.097286,0.9511,0.16,7.5073,6.2004,157.01,2.7454,2.811,0
29,0.018812,0.4791,0.15015,1.3939,1.1056,,0.030547,1.4007,0.99408,0.53504,0.053005,0.13924,0.037856,0.05661,3780.7,0.080187,2.2044,0.056611,0.012555,89.953,1.0653,0.041947,0.017324,-0.12741,0.067506,0.055034,3.6443,0.3586,3.8743,0.3711,0.011168,76.149,5.9014,2.2423,-0.054606,0.62729,1.9321,0.77368,-0.041928,0.48357,0.26164,0.043023,99.572,46.454,0.038987,0.05347,37.334,0.069096,0.033159,0.78776,0.22442,0.19951,0.76385,1.3155,470.4,-0.046053,0.039305,1.0606,0.48525,4.2992,8.7616,79.978,4.5879,1.566,0
30,0.00502,0.43224,0.16193,2.6235,6.9286,,0.007472,1.3145,0.54574,0.55935,0.082088,0.018211,0.054923,0.009562,2917.9,0.19005,2.2519,0.002562,0.002272,57.402,1.4248,0.032858,0.000206,0.099992,0.5773,0.10633,1.1369,0.44634,3.9811,0.96399,0.027741,71.345,5.5643,0.92359,-0.022334,0.74021,1.9279,0.83625,-0.086206,0.30628,0.10675,0.051453,168.83,127.92,0.066857,1.3114,17.019,0.011496,0.029616,1.1797,0.10282,0.19941,0.90857,1.2037,3616.4,-0.056828,0.026873,1.013,0.19722,4.4914,2.0246,78.283,5.7173,0.8655,0
31,-0.18346,0.64066,-0.19277,0.73728,-42.618,-0.53748,-0.15487,0.18292,3.1105,0.38809,-0.15468,-0.36365,-0.088353,-0.15456,-1193.3,-0.36231,1.4902,-0.15455,-0.053803,24.777,1.8448,0.11215,-0.050063,-0.091296,-0.132,-0.28772,-1.713,-0.205,2.4627,0.20428,-0.053743,66.948,4.3638,3.1653,-0.161217,3.1603,22.016,0.33512,-0.048545,0.006654,-0.081866,0.040062,91.087,42.472,-1.5616,0.4233,20.16,-0.28807,-0.081892,0.76952,0.62272,0.15559,0.60036,0.72392,-20.601,-0.047721,0.40151,1.0441,0.20208,16.307,7.1695,82.995,4.2143,9.1935,0
32,0.048347,0.27357,0.14485,2.3002,75.187,0.10776,0.070267,3.9779,1.0926,0.72633,0.095543,0.5889,0.15698,0.078361,735.92,0.57171,3.6186,0.078366,0.067138,14.089,1.363,0.089551,0.053721,0.28643,0.52419,0.48666,0.39887,0.40515,4.4192,0.18962,0.075322,34.973,7.4536,0.18122,0.088151,1.2099,1007.5236,0.72938,0.065067,0.42251,0.049417,0.047343,94.843,76.346,0.9992,1.155,11.261,0.026881,0.022229,1.0173,0.24006,0.18243,1.1732,1.4989,5454,0.065484,0.1199,0.95222,0.02082,23.191,4.9292,45.794,6.9568,2.2155,0
33,0.002926,0.29864,0.35997,2.6625,141.61,,0.008819,2.5198,1.184,0.71447,0.026854,0.033444,0.10979,0.006145,2349.6,0.1575,3.8391,0.001107,0.004812,182.13,0.86897,0.016257,0.002875,-0.21449,0.78118,0.13582,1.2004,1.3768,3.4617,0.39562,0.026546,247.73,2.6649,1.2183,0.023612,1.1585,,0.73309,0.021474,0.036827,0.10935,0.010538,271.16,274.61,0.044329,4.3276,293.29,-0.000965,-0.012702,3.243,0.25911,0.68173,5.7207,0.685,1565.3,0.11084,0.003711,0.68693,,1.2826,2.3893,150.58,1.9255,7.261,0
34,0.078807,0.79755,0.26621,1.7174,1.7371,0.19542,0.064436,0.17227,1.0513,0.21395,0.03444,0.015378,0.019321,0.034613,2702.3,0.13126,1.2273,0.034611,0.00498,34.869,1.3784,0.034669,0.006202,0.18861,0.27558,0.11531,0.72345,3.7857,4.9221,0.3295,0.002957,68.943,5.0367,0.039751,0.068021,2.5638,2.3869,0.41498,0.03684,0.076008,0.18332,0.013501,107.99,49.549,0.090356,1.0304,46.812,0.022562,0.016377,1.2931,0.46132,0.19293,1.2564,3.4374,15271,0.032513,0.010224,0.97067,0.38599,8.3339,7.2565,62.926,5.1977,2.109,0
35,0.16213,0.53691,0.16048,1.5848,-3.9333,0.36946,0.17376,0.73033,1.0144,0.4511,0.12325,0.53231,0.061995,0.17326,1110.5,0.337,1.9882,0.12326,0.040462,39.819,1.046,0.11692,0.042922,0.3469,0.47664,0.38805,0.81112,0.34186,4.6864,0.12286,0.050099,22.846,8.6648,0.33838,0.12444,2.8479,,0.474,0.047736,0.22748,0.024167,0.048202,65.59,49.588,0.72861,0.94168,45.932,0.026266,0.000373,1.1596,0.51189,0.11942,1.0783,1.059,4036.9,0.095602,0.19007,0.94274,,9.2222,8.1283,42.044,8.9709,5.3463,0
36,,0.081923,0.61685,13.267,355.25,0.16711,0.482211,21.898,1.0933,0.97713,0.39411,2.39,0.14455,0.38743,98.596,9.1251,12.354,0.48743,0.15387,104.81,1.0597,0.36384,0.14484,0.32364,0.7669,2.6871,,27.309,3.9058,-0.006177,0.24353,24.718,22.278,5.931,0.23271,2.0631,,0.97554,0.15871,1.6423,0.009882,0.15625,155.86,42.359,0.97909,15.949,161.91,0.34049,0.13043,26.546,0.06697,0.014321,26.143,14.228,11988,0.15296,0.5879,0.84274,,3.5835,8.1226,14.001,29.591,10.626,0
37,0.065179,0.62248,0.050433,1.2935,32.725,0.13724,0.044696,0.42944,1.0085,0.38011,0.045859,0.19601,0.084022,0.045586,1797.5,0.16199,1.4385,0.045586,0.033979,142.28,1.1116,0.08121,0.039548,0.28703,0.28723,0.17609,0.54829,0.010262,4.5417,0.34593,0.057116,69.64,5.4253,0.19949,0.1295,1.6743,1.333,0.43219,0.095844,0.3958,0.10802,0.079481,125.07,40.011,0.13743,0.57416,142.17,0.00519,0,0.91112,0.53136,0.138,0.5303,0.83415,568.9,0.04216,0.13878,0.95283,0.37103,2.8997,7.1949,41.717,8.9116,3.2537,0
38,0.036871,0.45772,0.21348,1.5168,-0.3443,0.006906,0.004146,1.1909,1.0064,0.58283,0.024412,0.007913,0.079206,0.004144,1964.5,0.12606,2.2369,0.001146,0.001368,12.974,1.2897,0.034665,0.004564,0.058512,0.53788,0.19047,0.71762,0.36653,6.0322,0.35848,0.003554,57.92,6.4256,0.036302,0.049082,1.0339,,0.63323,0.033501,0.039822,0.36114,0.015954,83.168,60.581,0.23251,1.0285,11.245,-0.037236,-0.086944,1.0368,0.36418,0.11908,1.05604,1.342,42590,0.032087,0.019185,0.97206,,28.779,5.999,53.512,6.1992,4.7014,0
39,0.06,0.45725,0.21824,1.6353,-1.204,,0.063722,1.2617,1.0523,0.59335,0.038322,0.11832,0.07267,0.065022,938.41,0.40933,2.2041,0.065022,0.031676,14.734,1.1592,0.013197,0.024906,0.12077,0.55402,0.42504,0.58152,0.39535,3.9069,0.29534,0.031591,64.544,5.7183,2.347,0.085661,1.4741,1.9283,0.67218,0.014621,0.1827,0.047127,0.0177,75.653,33.995,0.24712,1.0436,12.244,-0.057905,-0.011592,1.1453,0.26772,0.16405,1.1072,1.2969,762.6,0.004835,0.063104,0.99432,0.41,26.445,9.2252,30.777,9.5834,2.3455,0
40,0.060288,0.51856,0.65233,6.9491,72.584,,0.046004,3.9117,0.85273,0.75723,0.066615,0.3028,0.16599,0.087789,1304.8,0.27328,3.9204,0.087783,0.054942,107.45,0.75448,0.055093,0.058895,0.13917,0.046406,0.21717,4.88,3.5867,3.8706,0.053611,0.047423,61.047,7.3525,5.0316,-0.03296,0.88143,,0.7822,-0.052991,1.7168,0.10101,0.052359,173.27,43.105,0.20211,3.3755,100.35,0.033966,0.030302,2.0084,0.11957,0.10826,3.361,3.361,2865.9,-0.048418,0.051444,0.94933,,2.7918,8.6962,37.677,9.835,7.6649,0
41,0.23925,0.15917,0.39392,2.3679,9.2603,,0.23365,8.3585,1.5216,0.84045,0.3736,0.86576,0.18881,0.46313,315.16,1.837,6.3223,0.16328,0.12022,10.217,1.9366,0.27405,0.12962,0.70767,0.19148,1.1611,158.82,1.7045,4.8762,0.026796,0.1809,48.836,8.9707,8.1422,0.16773,1.4831,17.829,0.8122,0.10134,0.36574,0.025136,0.19723,75.766,66.181,4.1917,2.7482,14.019,0.15912,0.040413,4.087,0.11208,0.11259,2.2392,2.2838,17352,0.11356,0.2923,0.85119,0.021371,38.98,5.2539,36.207,10.119,4.0849,0
42,0.086819,0.73773,0.20932,1.9147,-21.268,,0.12806,1.24245,1.8825,0.56294,0.11047,0.2193,0.11446,0.16176,1025.2,0.3361,2.1502,0.06676,0.053779,41.918,1.0924,0.12462,0.05645,0.25768,0.161627,0.30293,2.039,0.60694,5.4125,0.26922,0.066936,71.256,5.5491,3.69,0.18241,1.6993,501.4156,0.73042,0.076996,0.39474,0.096886,0.079624,70.597,26.528,0.49901,0.99018,47.904,0.089579,0.042576,1.9031,0.44349,0.10934,1.4694,1.4483,32818,0.06406,0.23422,0.94605,0.56442,6.7047,15.121,31.665,10.717,3.513,0
43,0.031116,0.72085,0.3069,1.5841,-18.648,0.26308,0.048264,0.25551,1.7885,0.20964,0.051215,0.14579,0.010565,0.042668,2610.8,0.15949,1.2333,0.042669,0.013175,66.927,1.4667,0.056719,0.004079,0.26618,0.28265,0.16993,0.85485,1.6535,5.5566,0.20436,0.017258,78.145,3.9167,0.14592,0.066739,1.7816,,0.29256,0.041069,0.30579,0.20019,0.010309,140.32,93.444,0.14603,0.97301,83.695,0.003008,0.004708,1.486,0.59493,0.2199,1.2012,2.6267,32922,0.043916,0.0802,0.96885,,5.3452,5.6917,73.312,4.7221,6.8058,0
