Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
10,-0.072798,0.1239,0.47362,5.2265,92.548,0.09842,-0.073273,7.043,0.79986,0.87175,-0.074938,-1.0914,-0.056308,-0.073957,-1638.2,-0.22111,8.0707,-0.073957,-0.10745,3.7747,0.38602,-0.19385,-0.10652,0.16147,0.82453,-0.22612,-0.045378,1.2173,4.1081,0.029685,-0.1074,29.186,12.484,-0.10877,-0.18559,0.79461,43.321,0.88527,-0.24884,3.0222,-0.16048,-0.14332,137.32,134.82,-7.6119,5.6558,3.4935,-0.25158,-0.23963,4.7008,0.066002,0.079946,1.9751,1.5266,9899,-0.21181,-0.083131,0.97239,0.014278,96.038,2.7018,29.067,12.536,1.5231,0
11,0.06412,0.71212,-0.036524,0.91052,-31.401,,0.080851,0.40656,2.0374,0.28806,0.091186,0.14044,0.028879,0.080757,2818.5,0.13036,1.4056,0.081104,0.022526,10.666,1.8276,0.090894,0.016827,0.12158,0.27486,0.10558,7.8611,-0.06526,3.5958,0.32954,0.026364,99.262,3.6767,3.3844,0.088029,1.5518,1.5283,0.63067,0.061429,0.017292,0.20092,0.06074,94.09,84.851,0.72411,0.69287,10.855,0.064366,0.047981,0.51608,0.35272,0.27178,0.4995,0.91906,-159,0.058209,0.20935,0.97572,0.78084,34.281,4.2867,92.513,3.9393,2.6722,0
12,-0.024835,0.5616,0.30248,1.5358,-11.694,-0.1392,-0.032001,0.77566,1.9091,0.43579,0.005539,-0.083824,0.010799,-0.03256,10794,0.034023,1.7806,-0.032367,-0.018415,86.387,1.0177,,-0.015714,-0.12955,0.39507,0.034218,,1.9468,5.5783,0.17138,-0.028883,69.13,5.2848,4.8481,-0.009754,1.8985,,0.43661,-0.005063,0.43553,2.8586,,162.2,83.898,-0.092256,1.015,111.25,-0.027031,-0.017392,1.5161,0.5406,0.18938,2.0744,2.3409,110470,0.10145,-0.06811,0.8987,,4.2316,4.3527,60.64,6.0193,9.7824,0
13,0.075351,0.30117,0.30385,2.8529,27.427,0.24912,0.093874,1.9174,1.0802,0.54319,0.093585,0.41042,0.082973,0.093699,767.53,0.47435,3.32,0.093856,0.074044,22.574,1.1367,0.086584,0.059643,0.29907,0.53948,0.38792,0.84133,0.56055,4.7452,-0.021775,0.074044,48.772,7.4925,0.30677,0.086549,1.5045,130.6,0.54094,0.05564,1.2945,0.080363,0.064371,44.543,18.534,0.91005,2.0951,23.891,0.053846,0.033242,1.8145,0.22628,0.13347,1.1692,1.3777,16505,0.070984,0.14469,0.92508,0.00127,16.122,19.497,46.329,7.8853,3.2928,0
14,0.081081,0.52942,0.29011,1.7831,-30.024,,0.10807,0.89245,1.482,0.47116,0.12154,0.26142,0.093481,0.10797,1476.8,0.24716,1.8888,0.10775,0.076818,113.99,1.0233,0.14125,0.05853,0.21692,0.43225,0.22066,2.9735,1.0305,3.7837,0.35512,0.082022,116.59,3.1126,2.1675,0.13493,1.4359,4.704,0.54388,0.083708,0.018604,0.11911,0.083617,195.36,88.021,0.20115,0.77221,124.14,0,0,1.578,0.39669,0.32158,1.7571,1.9908,1797,0.082895,0.17237,0.92492,0.17302,3.2068,4.1455,107.84,3.3822,4.7466,0
15,-0.49236,1.2999,-0.68208,0.43805,-225.85,,-0.50706,-0.23616,1.5154,-0.30917,-0.4546,-0.45207,-0.32962,-0.52873,-909.41,-0.40259,0.77187,-0.50706,-0.41032,0.033575,,-0.42494,-0.41427,-1.2594,-0.30621,-0.39905,-1988,-1.4565,2.9997,0.68356,-0.38276,269.22,1.3345,1.2489,-0.44423,1.8342,,-0.23837,-0.28233,0.023448,-0.090957,-0.27048,121.16,117.84,6.5317,0.38254,0,-0.46629,-0.30171,0.44307,1.0721,0.74596,-0.64017,-0.51949,-708.42,-0.29225,2.5747,1.4679,,0,3.1085,357.59,1.0047,3.8296,1
16,0.084122,0.15929,0.33606,5.1346,38.115,,0.10526,5.3121,1.0122,0.84095,0.11599,1.8291,0.18029,0.10538,735.12,0.51986,6.2853,0.10486,0.16387,105.56,1.0044,0.10665,0.13317,0.40779,0.81872,0.42414,1031.9,0.53288,4.0708,0.16354,0.16679,36.441,9.9561,7.4849,0.16618,0.93398,,0.8409,0.13394,0.15891,0.070587,0.12966,158.22,53.597,0.4262,2.246,146.46,0.03972,0.023556,5.1555,0.14459,0.099872,1.5446,1.5702,4045.4,0.13394,0.11315,0.84737,,3.4579,6.8017,35.578,10.232,2.292,0
17,0.22121,0.42695,0.51454,2.2588,15.331,,0.20279,1.3422,2.5804,0.57305,0.22935,0.50282,0.091642,0.20314,697.46,0.52376,2.3422,0.20291,0.089904,43.11,1.028,0.23569,0.071447,0.77323,0.53895,0.45799,27.99,3.9103,3.9833,0.1421,0.097186,57.542,6.3378,5.2323,0.23231,2.5786,,0.57366,0.086228,0.098828,0.064705,0.10385,111.2,68,0.66185,1.3889,48.458,0.22111,0.095326,2.2273,0.42366,0.15776,4.8466,4.838,4593,0.086708,0.38602,0.90511,,8.4826,5.3705,53.297,6.848,13.422,0
18,0.036842,0.11599,0.82262,21.672,35.211,,0.037633,7.5744,1.786,0.88401,0.04974,0.92041,0.071526,0.037291,319.98,1.1461,8.667,0.037496,0.021852,50.619,0.93819,0.029306,0.020216,0.15255,0.77825,1.0085,-80.811,6.1099,2.6686,-0.074403,0.021846,3.9137,93.262,84.156,0.026769,1.7933,,0.88544,0.014397,8.2266,0.032806,0.015196,76.441,27.291,0.14252,18.239,51.144,-0.038898,-0.022442,0.94776,0.02209,0.009096,6.0615,6.2214,424.77,0.01406,0.041676,0.97766,,7.2194,13.388,14.496,75.371,9.4165,0
19,-0.011423,0.20389,0.31741,2.7428,46.049,0.12415,-0.011323,3.7704,1.0488,0.77466,-0.011256,-0.024398,0.006981,-0.010877,6649.4,0.053951,4.8928,-0.011064,-0.006685,35.3,1.4912,-0.013803,-0.004725,0.18135,0.77466,0.065617,-0.051833,0.61177,4.6232,0.13281,-0.00576,60.902,6.0002,-0.14947,-0.014274,1.0125,,0.77482,-0.013688,0.65066,0.43058,-0.012947,101.73,66.368,-0.033365,1.9571,33.613,-0.062661,-0.086439,2.6267,0.17964,0.16694,1.3866,1.3439,14961,-0.013268,-0.016302,1.0054,,10.334,5.4982,61.356,5.9547,1.9181,0
20,0.007459,0.52506,0.083811,1.2607,-1.1971,,0.012223,0.90812,2.4766,0.47616,0.095521,0.01863,0.00143,0.012257,27396,0.013323,1.9053,0.012137,0.005373,12.063,1.5588,0.079423,0.003646,0,0.4576,0.008972,0,0.1458,3.4242,0.2025,0.007611,89.609,4.068,4.1266,0.076262,2.4752,,0.47913,0.031883,0.66575,0.16512,0.032019,73.742,62.663,0.18733,0.97393,14.68,0.090715,0.024071,1.0994,0.5173,0.24528,1.1598,1.1555,241.56,0.031882,0.01476,0.994,,29.93,5.8254,88.322,4.135,6.0772,0
21,0.17444,0.653,0.30055,1.5511,14.559,,0.17756,0.52777,3.3063,0.34597,0.19976,0.43943,0.059714,0.17756,1236.8,0.29462,1.5314,0.17743,0.057679,13.325,1.343,0.19946,0.047304,0.41371,0.29012,0.28164,2.6091,0,3.4566,0.19927,0.058317,49.035,7.4235,4.113,0.1788,3.3152,28.312,0.37215,0.055834,0.065956,0.10463,0.056525,60.047,46.059,1.2527,1.3465,14.464,0.1932,0.042459,0.98918,0.61803,0.13402,0.99191,0.96945,387.46,0.056122,0.46598,0.94243,0.026313,27.486,7.9246,46.259,7.8944,6.8623,0
22,0.005916,0.6602,-0.10319,0.83447,-66.482,0.013508,0.018485,0.45134,1.0078,0.30316,0.018264,0.028795,0.077199,0.018486,3594.7,0.10067,1.5152,0.018575,0.022727,25.627,0.82058,0.033943,0.011595,0.009814,0.025234,0.097013,0.17111,-0.20189,4.2131,0.70044,0.022658,293.91,1.2558,0.070905,0.034599,1.0227,6.6367,0.37708,0.035095,0.042032,0.23088,0.032465,133.79,106.7,0.10735,0.70935,26.27,-0.012008,-0.012146,0.76906,0.61161,0.78345,0.63692,0.75695,-1544.4,0.011358,0.017346,0.98651,0.11378,14.228,3.4159,310.8,1.1744,1.6753,0
23,-0.098161,0.14139,0.47504,7.9736,68.854,0.57496,-0.099136,5.72,1.013,0.81525,-0.095971,-0.98599,-0.10321,-0.098989,-763.38,-0.47733,7.0531,-0.09856,-0.11174,45.739,1.1891,-0.013505,-0.11034,0.30779,0.81695,-0.46903,-0.60028,1.073,4.3854,0.050155,-0.10705,31.02,11.787,-0.12655,-0.016801,2.3293,,0.81488,-0.006296,0.72937,0.83579,-0.030618,98.328,56.627,-1.0831,5.6242,47.21,-0.042249,-0.019063,4.1048,0.14486,0.08468,1.9522,1.9537,13243,-0.004479,-0.12073,1.009,,7.9835,6.4457,30.852,11.831,6.8458,0
24,0.085232,0.41149,0.55981,2.418,53.559,,0.1087,1.4182,2.9254,0.58645,0.11924,0.23731,0.042983,0.10849,1354.6,0.26853,2.4302,0.10867,0.030323,31.963,1.1086,0.11573,0.024446,0.28436,0.58729,0.2573,2.2025,4.6858,3.4821,0.10937,0.02929,57.485,6.3485,6.3554,0.061695,2.9185,,0.58565,0.018762,0.30233,0.12079,0.029573,113.89,84.187,0.30232,1.7429,32.504,0.093574,0.022675,2.1591,0.4093,0.15752,5.2293,5.3638,1889.5,0.01892,0.15592,0.97367,,11.431,4.3339,56.521,6.4376,26.611,0
25,0.05464,0.45445,0.19491,1.4689,-10.032,0.099036,0.067461,1.173,1.0458,0.52941,0.068017,0.18838,0.045678,0.067519,1735.2,0.21015,2.199,0.067447,0.032719,47.954,1.1724,0.082538,0.028047,0.14216,0.52627,0.17577,0.36041,0.51319,4.6232,0.1573,0.033221,55.26,6.5998,0.19328,0.082255,2.8912,39.208,0.53683,0.032864,0.24741,0.11974,0.032663,87.762,41.896,0.19101,0.8886,49.04,0.046698,0.013899,1.3773,0.40833,0.15169,1.233,1.4248,10292,0.046094,0.10019,0.95257,0.010846,7.6226,8.7276,53.108,6.8741,8.0178,0
26,0.12014,0.29234,0.4631,2.7062,46.413,,0.15125,2.4517,2.9139,0.69458,0.15595,0.51292,0.072305,0.15118,651.31,0.56103,3.4114,0.15113,0.051917,20.06,1.1827,0.14853,0.037128,0.44673,0.62727,0.46188,8.9604,1.4713,4.0254,0.063606,0.053202,59.842,6.102,6.1404,0.15225,2.9148,,0.69375,0.049023,0.76239,0.051636,0.049042,72.637,51.35,0.66618,2.0502,21.063,0.13326,0.046298,2.3334,0.273,0.164,2.4538,2.4476,4647.4,0.048578,0.17658,0.94846,,18.154,7.094,56.865,6.4186,8.9153,0
27,0.017168,0.59117,-0.27512,0.54507,-61.251,0.034704,0.023376,0.62591,1.0098,0.38123,0.023376,0.10243,0.12435,0.023384,1872.8,0.19498,1.6921,0.023376,0.042887,26.328,1.2044,0.032451,0.041418,0.096678,0.22529,0.17432,0.62764,-0.44296,4.2033,0.30582,0.045942,143.15,2.5309,0.061643,0.025542,1.7369,13.833,0.43147,0.016079,0.009845,0.14891,0.034339,84.646,57.37,0.27476,0.4111,25.017,-0.020748,-0.011157,0.52311,0.53126,0.39518,0.5163,0.5473,-6771.8,0.017486,0.038898,0.98483,0.035325,13.894,6.3622,143.25,2.5427,3.115,0
28,0.0839,0.14999,0.85317,6.6849,104.52,,0.10469,5.5725,2.2282,0.84913,0.10623,0.92825,0.097998,0.10469,330.54,1.1056,6.6529,0.10476,0.059374,11.266,0.92897,0.097165,0.045398,0.47898,0.55093,1.0887,4.0132,,1.095,-0.2414,0.058761,15.206,24.309,20.045,0.094604,2.2189,,0.84926,0.028337,5.2069,0.030205,0.054762,63.049,50.436,1.2527,5.8503,12.796,0.040729,0.021639,6.9537,0.14871,0.04166,,,5.595,0.027157,0.099867,0.95174,,32.29,7.2174,14.834,25.093,,0
29,0.036596,0.24759,0.22606,2.2523,-9.6752,-0.092069,0.037291,3.0484,1.6688,0.75414,0.041424,0.1713,0.05199,0.037455,1185.2,0.30782,4.0334,0.037303,0.01445,45.87,2.0007,0.052864,0.014245,0.47306,0.57104,0.29036,4.6353,0.38873,3.976,0.093385,0.017558,37.239,9.8058,9.0406,0.048063,1.6648,,0.75519,0.029461,0.03009,0.092709,0.022455,94.735,50.095,0.14881,0.84232,47.255,-0.0463,-0.03259,1.9242,0.22473,0.10202,1.4204,1.3688,1857,0.029722,0.043882,0.98568,,7.9415,7.2895,36.115,10.103,3.2007,0
30,0.10042,0.5042,0.12079,1.3167,-58.437,0.15655,0.12715,0.82022,1.0994,0.40444,0.12571,0.25031,0.11985,0.12731,1011.4,0.36062,1.9893,0.12694,0.094601,77.512,1.2807,0.16939,0.079894,0.21208,0.40444,0.31036,1.0635,0.21138,4.4236,0.27732,0.10077,135.95,2.6917,0.27819,0.17137,1.5888,17.312,0.47956,0.096193,0.11895,0.090795,0.099337,125.67,50.805,0.34897,0.60888,87.188,0.047594,0.024237,1.1758,0.44304,0.371,0.94775,1.044,3056,0.081822,0.22535,0.9182,0.037038,4.7122,7.202,122.01,2.9898,4.5745,0
31,-0.008912,0.25739,0.22781,1.9489,-10.148,0.041604,-0.008047,2.6532,0.93826,0.71223,-0.005497,-0.029354,0.002503,-0.009003,79966,0.004936,3.8851,-0.009003,-0.003637,69.679,1.175,-0.00693,-0.00598,0.032563,0.71357,0.10615,-0.21888,0.43838,4.6081,0.15413,-0.003573,103.73,3.5157,-0.024031,-0.007699,1.0754,53.557,0.72105,-0.007687,0.69766,0.44212,-0.007222,136.49,73.797,-0.030384,1.2445,68.757,-0.021984,-0.020059,1.4374,0.2521,0.2842,1.4651,1.4605,9196.8,-0.062805,-0.013584,1.0623,0.014691,5.2427,4.9522,111,3.2882,2.3278,0
32,0.16449,0.29614,0.49262,2.6894,17.1,,0.22508,2.3531,1.9069,0.69436,0.27512,0.88502,0.25841,0.22497,394.72,0.92637,3.3798,0.22463,0.20543,69.637,1.4694,,0.16083,0.65719,0.64498,0.8189,,2.3321,5.3516,0.081331,0.29502,56.879,6.4265,4.9806,0.008266,1.8985,783.54,0.69759,0.003833,0.66133,0.37055,,121.24,53.075,0.79482,1.4304,120.19,-0.000246,-0.000191,2.5699,0.2658,0.15569,3.3376,3.235,129450,0.38527,0.23393,0.61969,0.001871,5.2415,6.8732,32.112,11.365,7.3084,0
33,-0.089739,1.33,-0.531,0.65476,-515.55,-1.2607,-0.090287,-0.3185,1.2246,-0.48504,-0.066474,-0.075896,-0.043629,-0.090142,-15486,-0.024294,0.75191,-0.091069,-0.082443,71.282,1.0317,-0.076185,-0.06323,-0.48515,-1.0903,-0.023208,-1.0838,-4.0461,5.0033,3.0656,-0.078083,522.47,0.76751,1.0336,-0.053043,1.1094,,-0.58407,-0.040131,0.05859,-1.0899,-0.050673,202.9,136.14,-0.42211,0.69177,70.071,-0.076963,-0.060564,0.66297,1.5346,1.2829,-2.8617,-3.5004,-10373,-0.053644,0.16503,1.0826,,5.116,2.6725,617.09,0.59148,8.0901,0
34,0.000156,0.71542,-0.2438,0.50508,-214.66,-0.069677,0.012455,0.39969,0.74127,0.28556,0.046486,0.024896,0.023268,0.012436,12599,0.029311,1.3979,0.012486,0.017439,60.958,0.81167,0.050601,0.008075,-0.0577,0.29491,0.024784,0.68431,-0.353,4.1833,0.83642,0.01749,312.1,1.2045,1.056,0.041932,0.73593,4.4405,0.40523,0.051568,0.003522,0.38607,0.054144,117.1,55.792,0.026709,0.20111,89.304,0.034243,0.031143,0.49309,0.53539,0.83142,0.39311,0.59491,-4631.6,0.057811,0.000766,0.9841,0.49316,5.9877,6.5361,307.44,1.1697,1.2694,0
35,-0.02337,0.40299,0.1643,1.796,-77.682,-0.019645,-0.023959,1.4432,0.53268,0.59056,-0.004243,-0.07766,0.006663,-0.023916,36539,0.009849,2.476,-0.023916,-0.015474,154.83,1.0272,0,-0.016218,-0.015901,0.50459,0.017555,-0.006975,0.27231,4.4813,0.81506,-0.005359,145.32,2.5453,1.0984,-0.001174,0.53222,1.4968,0.74852,-0.000699,0.20333,0.64919,0,249.72,102.3,-0.046055,0.69769,165.73,-0.019162,-0.029479,1.069,0.23499,0.3923,1.0807,1.2859,4403.7,0.000312,-0.029391,0.99805,0.28352,2.3485,3.5681,138.66,2.6367,1.0718,0
36,0.27964,0.34713,0.21516,1.6196,18.334,0.39953,0.27959,1.8235,2.572,0.64418,0.28624,1.0362,0.17266,0.28086,366.2,0.99349,2.8817,0.27964,0.1436,16.356,1.5407,0.24483,0.11613,0.35746,0.65231,0.76247,73.828,0.4887,3.1193,0.059975,0.1449,63.231,5.7845,5.8634,0.23659,2.5741,24.655,0.65923,0.14797,0.65849,0.034479,0.14921,41.146,23.435,2.5443,1.3048,17.021,0.2206,0.13698,1.6909,0.33004,0.17288,1.3742,1.4929,355.84,0.14481,0.46492,0.85803,0.020216,22.316,15.564,54.935,6.6468,5.1891,0
37,-0.005864,0.47957,0.1196,1.2494,12.736,-0.005515,-0.002687,1.0308,1.0155,0.48852,-0.002231,-0.00743,0.007183,-0.002231,10113,0.035947,2.0852,-0.003138,-0.004944,20.182,1.0747,0.004052,-0.004619,-0.012882,0.25455,0.033523,0.000983,0.29777,4.2166,0.31134,-0.00088,94.404,3.8611,0.004522,0.003401,1.0263,4.1943,0.61952,0.003696,0.27169,0.3025,0.003701,114.73,102.32,-0.13984,1.0964,20.478,-0.035959,-0.037644,0.76614,0.34029,0.25899,0.78651,1.2066,2137.1,0.013841,-0.013218,0.98398,0.21263,18.089,3.5735,92.285,3.962,1.6789,0
38,0.039265,0.65105,0.019048,1.0409,-33.483,-0.092873,0.039925,0.55898,1.7807,0.35909,0.046524,0.070052,0.019102,0.039864,6083.9,0.060367,1.5366,0.039925,0.020082,35.32,1.2591,0.044852,0.017914,0.072768,0.3296,0.055543,4.1333,0.030899,4.249,0.33125,0.029973,136.23,2.6954,2.3785,0.045474,1.8761,,0.35786,0.023116,0.060624,0.49193,0.030659,140.98,103.85,0.19089,0.76572,37.226,0.033585,0.022314,1.0015,0.61874,0.37067,1.0009,1.0009,285.73,0.023404,0.10752,0.98057,,10.356,3.5067,130.31,2.801,4.9324,0
39,-0.1786,0.61359,0.31676,1.6298,66.284,,-0.1786,0.62847,4.4049,0.38691,-0.17311,-0.6995,-0.035364,-0.18122,-5352.1,-0.066578,1.6261,-0.18122,-0.040548,8.5992,0.91402,-0.18102,-0.039333,-0.3089,0.37464,-0.037723,0,0,2.4657,0.16159,-0.037827,51.9,7.0328,4.876,-0.24149,4.4096,,0.38691,-0.089287,0.095264,-0.034949,-0.02152,35.812,30.132,-1.3102,1.2783,8.5047,-0.38488,-0.07435,1.496,0.63194,0.14215,1.0523,0.96579,85.789,-0.086068,-0.41715,1.0181,,42.247,12.113,53.475,6.8306,8.3805,0
40,0.035986,0.007186,0.2961,7.4273,56.116,0.096406,0.039021,103.1,1.0477,0.99039,0.038353,3.3603,0.54496,0.038838,23.735,13.73,111.56,0.039099,0.37328,48.306,0.27388,0.031062,0.3338,0.13693,0.98047,11.144,,0.42608,5.5454,-0.046696,0.36844,29.03,12.551,0,,0.97125,,0.99374,,3.1141,0.11338,0.070001,108.51,63.981,5.1004,6.038,1121.2,0.009455,0.009106,7.2402,0.007186,29.047,1.4314,1.4418,58490,0.006652,0.038854,0.93,,7.5561,5.7031,89.756,4.0666,1.7026,1
41,0.12844,0.22461,0.59975,3.8223,87.92,,0.16159,3.4577,1.8089,0.77566,0.1974,0.72193,0.10461,0.16142,378.05,0.96746,4.4483,0.16142,0.088919,17.082,1.1148,0.16106,0.071702,0.5668,0.69838,0.94365,1.4737,3.6573,3.4925,-0.029605,0.089797,28.311,12.885,9.0739,0.086712,1.8077,,0.77541,0.081186,1.5195,0.03687,0.08259,127.68,111.56,1.4611,3.5059,18.753,0.13614,0.072527,3.6868,0.22164,0.077607,4.6336,4.6159,1684.4,0.081587,0.16358,0.9182,,21.519,3.2731,25.364,14.357,8.5473,0
42,0.17956,0.11163,0.49693,6.0623,230.88,,0.22672,7.8704,0.95794,0.88727,0.22001,2.6964,0.30219,0.22672,154.09,2.3678,8.9578,0.22668,0.21389,10.975,1.1166,0.22411,0.17607,0.65247,0.89591,1.9047,2.3564,1.2837,3.949,0.040125,0.21426,41.339,8.845,6.2628,0.22403,0.98611,38.908,0.91451,0.39452,1.0101,0.013711,0.23797,152.89,143.96,7.3289,5.5432,11.203,0.19504,0.20296,5.2522,0.087008,0.1128,2.3039,2.3032,4705.8,0.39452,0.19837,0.6111,0.014282,33.442,2.5354,21.928,16.645,2.5183,0
