head,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"sample:Fc0C1LPS15",-0.05569391597769703,0.2636765934131848,-0.5106479158609963,-0.07053219466551118,-0.190602696360893,0.1335444581378294,-0.0804090324479062,-0.01659002075350813,-0.14444894077486992,-0.30573662635387516,-0.029498345061946655,-0.11816696053249322,-0.08448459760796433,0.27876201543028856,0.04789742029594032,-0.04077935659086039,-0.06298567675486642,-0.017932937678120178,0.2393415465961707,0.0060630450885416996,-0.29874502193313524,0.25122394628138106,-0.1915244811449565,0.14038419256931928,0.07580629826696769,0.11860567766657568,0.2414986656163565,-0.12125013571588078,0.015535741235155727,0.12456921695184377,0.05304803597744358,0.031369394423057397
"sample:Fc0C1LPS16",-0.05762666769446563,0.15858602557539342,-0.3312617970352635,-0.07386808606826493,-0.22598551864309,0.13713075209923378,-0.0848296063468187,-0.01761362560188151,-0.14809474726678698,-0.31697620438913554,-0.029846390726909172,-0.12414366634971662,-0.08673802999963634,0.2874156534844212,0.04815257397901219,-0.04440739357001351,-0.06276388801184658,-0.019370365886058925,0.24798005855268299,0.006208718621753249,-0.3111015956508031,0.4525247616646743,-0.19811121158050168,0.14541044926085367,0.05539110527315338,0.12401074198751563,0.25028232423445496,-0.12610344201279802,0.01601334715105315,0.12917918722938412,0.05508147825164473,0.03252239467086919
"sample:Fc0C1LPS17",-0.05653745658907949,0.22238575733276725,-0.49655575187976364,-0.07291960387551863,-0.2228580502380979,0.13407486337772587,-0.08319689661447692,-0.01767043363520344,-0.1451501125961823,-0.31098311565060566,-0.029419450726900005,-0.1210997353034569,-0.08505373189306313,0.2819131949122472,0.04729344696645619,-0.043691475372102696,-0.061594105226552,-0.018752336205633276,0.2432937581571412,0.006092062104172556,-0.3052455043801861,0.2553706210816905,-0.19419406517719945,0.1426617029699194,0.07710580265734224,0.12167830352288085,0.24555157787830476,-0.12371485955259724,0.015603378538400058,0.12673614120113527,0.05404034824772246,0.03190774429028552
"sample:Fc0C1LPS18",-0.057919484631069586,0.2815323465719065,-0.4055706192515475,-0.07190891781879193,-0.04805759368863905,0.13798705683086854,-0.08586564710353099,-0.018517445169466035,-0.15102656588106794,-0.3194393297028126,-0.031481606219186706,-0.13113652021940234,-0.08476606543056618,0.2881129818906274,0.0476365652709757,-0.045408890497162145,-0.06353993923051894,-0.019116318610576975,0.24981599085384792,0.006247401092684872,-0.44519491660271737,0.2612116906118658,-0.05107731565883506,0.14634192134102653,0.0790457093369148,0.12674122872484733,0.25254047499968035,-0.12829877085241523,0.015521659511189377,0.12986615833206078,0.055377923417417575,0.03271544174080269
"sample:Fc0C1LPS19",-0.06340503672244774,0.17636354972108334,-0.27819952140473,-0.0802582967338505,-0.05531367677120713,0.15300308709964228,-0.09245247500716983,-0.02009613983281215,-0.16226335480483003,-0.3487528572743125,-0.03259812682646853,-0.13490817772375868,-0.0951142203019809,0.3160367393127474,0.05293249120499961,-0.048839091668586146,-0.06909807935635179,0.18323585856306146,0.2728449575393877,0.006831373051962229,-0.37106991984149185,0.28660022186356576,-0.21760818683251204,0.15998925907744913,-0.10603844018147128,0.13630296492991692,0.2753737277098335,-0.13873128835386142,0.09277711838197229,0.14212866903576885,0.06060463455862683,0.03578292015266153
"sample:Fc0C1LPS20",-0.06868927523918732,0.18728752706331617,-0.29342213659119354,-0.09439240130477962,-0.05960518183684095,0.15436852203069856,-0.10475564459484414,-0.017906077990351297,-0.1789862200075657,-0.37782345849961496,-0.036502288624093354,-0.1523661019970326,-0.1042115390383879,0.34322427530804156,0.05645874089694464,-0.05255581119148483,-0.13272463070422755,-0.02356514528316383,0.295578164812129,0.007404511902779607,-0.293033527439055,0.309843866012741,-0.04854052137237348,0.17332420641856544,0.09526565723864888,0.14844031770168215,0.298325801762801,-0.1507846292677947,0.018585988154912036,0.15397987945682357,0.06565495805891206,0.03876644985729681
"sample:Fc0C1LPS21",-0.060965433618393364,0.22104269718040678,-0.4632989197825784,-0.07927566302321598,-0.055339835908379605,0.14692469852800696,-0.08771188921713391,-0.018576178890083422,-0.1591896525373491,-0.3361960335613243,-0.029924214968625976,-0.12867840725145133,-0.09329891255456148,0.3025335649903367,0.051178819034376474,-0.04682334630691985,-0.06494453406504522,-0.02086136943993372,0.26337572862567327,0.006418517058151966,-0.3303596240624863,0.27706684576716245,-0.2107465060854122,0.15410885609908112,0.08172857471853998,0.040356872362519704,0.26520955971149374,0.049656797549920556,0.017098692900667217,0.13689592008816098,0.05895683854768832,0.034530203539388266
"sample:Fc0C1LPS22",-0.05650440873356021,0.3058473011836932,-0.4679505192720639,-0.07045205257063517,-0.20370427580513245,0.1354865922669596,-0.08721207028592041,-0.013471450374741449,-0.14592599494842595,-0.30873537401317674,-0.030047636979058014,-0.11636646211575963,-0.08259088934605266,0.28020182165269414,0.047599329843499155,-0.04427969895852639,-0.06073747341350595,-0.021415117792859758,0.24200688272999227,0.006124750420669105,-0.3031540409610951,0.25268075234578735,-0.1925085910302,0.14197348575619576,0.07698491996299521,0.12183244491894478,0.24386088978719037,-0.12316770051537519,0.014758984412229595,0.12594002403778026,0.05345507278044605,0.031694246657683015
"sample:Fc0C1LPS23",-0.05954235838817236,0.2826572441559916,-0.42154486990011497,-0.07683548641032555,-0.05157970608844767,0.14033182093879867,-0.08807091968895882,-0.017872660227204448,-0.15347015329245423,-0.32750454829207887,-0.03090091682869531,-0.1282189723499738,-0.08971139070669658,0.22290810382011178,0.0495298551758553,-0.23335442633719347,-0.06475419245775851,-0.019822755123109614,0.25621952155994604,0.006414930803647349,-0.3214257146947409,0.26882426356064204,-0.2045496298754412,0.1502425248460123,0.08141423388019363,0.12826328402357187,0.25859543070106655,-0.1303984535957232,0.016377401267331962,0.13346977006420374,0.056910979140568564,0.03360257045524157
"sample:Fc0C1LPS24",-0.0641229010761043,0.17888841566140903,-0.2836961109061343,-0.07968225454030708,-0.05400032654557133,0.1543689660543831,-0.09213493895764402,-0.019985328606211494,-0.16510489411118537,-0.3519651283741579,-0.033514715151814665,-0.13375972068901426,-0.09695650894437943,0.32046479812189743,0.2011029357332194,-0.047396201586874236,-0.22042409669597735,-0.020195889115450182,0.2755421049486415,0.006985498482446199,-0.34375878065902987,0.28950722071574436,-0.22020892574849593,0.1616201231564478,0.08670193231988314,-0.04793240051214368,0.27802136198468924,-0.043420230340136375,0.017950250909027635,0.1434014818922251,0.061062614702963716,0.03611242292561646
"sample:Fc0C1LPS25",-0.05914078227301069,0.3265252489254811,-0.37176320948271024,-0.07637531882883883,-0.0517495080251205,0.14042045029579256,-0.08758834539605474,-0.017600669455872808,-0.151698294527031,-0.32529227601438,-0.03070152251475145,-0.12681269211542937,-0.08896303349745008,0.29490261000557116,0.04909066809181256,-0.09277154217171199,-0.0640842160187913,0.17410164491054653,0.2544922467426783,0.006371462961429094,-0.3194725582517253,0.26713502381527476,-0.20313536504932123,0.149227589708875,0.08053360176672143,0.12718041558554877,0.2568496577943156,-0.12939647293002027,0.0165649206987293,0.132567518174684,0.056526944846202735,0.03337558656889844
"sample:Fc0C1LPS26",-0.05975951536105202,0.28380930668206417,-0.42210794024879295,-0.07336361506140857,-0.050777883320892565,0.14271586621062898,-0.08821008340218611,-0.019078859299121308,-0.15556390990423677,-0.32959265428916124,-0.032322121252543794,-0.1359834538508271,-0.08714314426740194,0.29726958529170194,0.049174143540170134,-0.04678889950177258,-0.06546760640348363,-0.01960512089906928,0.257757650309258,0.00644603632441105,-0.32368585106226644,0.2700242430487667,-0.1917777209561305,0.15099163986279093,-0.12147539059949883,0.130669686582469,0.2605727277994245,-0.13241727352608648,0.016153712414878,0.1339873667949959,0.05713563558327953,0.03375409411027657
"sample:Fc0C1LPS27",-0.06350646117210017,0.17847177951959814,-0.2840529981984842,-0.08102060841559423,-0.2678560890004326,0.15346967409894263,-0.09033080181533044,-0.02006944398345745,-0.165493713745881,-0.3502357931217847,0.0012510192897794113,0.07397604463101341,-0.09724204156575073,0.3151703732475186,0.053117825748507555,-0.04869820572903382,-0.06750624063770219,-0.021603000069932543,0.27438317968405374,0.0066824810633774245,-0.3442232405682407,0.2890283440669151,-0.21956046433424414,0.16054078195124666,0.08502023872750368,0.13691326204118928,0.27628056909944826,-0.13822458608001886,0.017769860213382133,0.14260877579212156,0.06143168394018587,0.03597311397520031
"sample:Fc0C1LPS28",-0.06419102867414202,0.17834990449361324,-0.28087706667343065,-0.0813398076723913,-0.05636871576888259,0.15558025880100923,-0.09335241127225787,-0.020802189183044013,-0.1635746303499728,-0.3530785009322651,-0.033145192050352844,-0.13628099301077984,-0.09647371837379669,0.32002182555576275,0.2318752462553398,-0.049532243068359495,-0.17752637771838958,-0.02096351225100284,0.2762276653008629,0.006916315474298603,-0.34662019184559834,0.2903669062868787,-0.22019913908201816,0.16197350056579007,0.08689490757408572,-0.04678433331814655,0.27878870385109306,-0.04408053188604362,0.01804581019131629,0.14389270963224915,0.061356764701468475,0.03622698616564209
"sample:Fc0C1LPS29",-0.056198607951491,0.26062481417440175,-0.4827488862630264,-0.0733995979264109,-0.2225183422949158,0.13469666835097513,-0.0813197469055499,-0.01648721835990988,-0.14758505638322225,-0.30986013496087,-0.027619166395190384,-0.1189383197090148,-0.08596643074512281,0.2790290610839176,0.0468024220470034,-0.04282035578128645,-0.059733689858005534,-0.019427605814024893,0.24272542714048803,0.005925428315550559,-0.30422353804385555,0.25567827293961615,-0.19424869429907257,0.14204382428052767,0.07505784821268968,0.12136245298696685,0.24444876361029694,-0.12243091872344665,0.015691149637324965,0.12617765670764824,0.05430817573740728,0.031823485480731675
"sample:Fc0C1LPS30",-0.06146031575815612,0.1700814344880127,-0.3527062365878776,-0.0785630929588872,-0.23748159871319238,0.14738607717260238,-0.09009783757010158,-0.019335767381559173,-0.1225681616012986,-0.3380585305999324,0.16755314525041912,-0.13030877669105315,-0.09249136164807682,0.3064678182506966,0.05117301956019924,-0.047509570622265004,-0.06697020661840787,-0.02022924835975515,0.26447542005749775,0.006622258768463628,-0.3315333587880412,0.27791415326710756,-0.21104879368044543,0.155082949028315,0.08337516012813724,0.13238972342013136,0.26692945688517883,-0.13456290125583947,0.017184542235519094,0.13777087762666188,0.05874505027880704,0.0346856717359847
"sample:Fc0C1LPS31",-0.05510525383953015,0.2258708054810294,-0.5523629014597399,-0.06911719072434754,-0.15626381010406662,0.1323843471517565,-0.07941906063729683,-0.017215434219757405,-0.1422443222524489,-0.302534225597502,-0.02923618228316404,-0.11584801167467554,-0.08352218646646523,0.27558449277132585,0.04732947560329377,-0.04067581278985834,-0.062300835022642845,-0.01737715711137186,0.23682687377858333,0.0059960528582856725,-0.29544823656047886,0.24868722145412023,-0.18955185147047443,0.13890766248535955,0.07477236062690268,0.11731413647747983,0.23896384137258292,-0.11993870092216297,0.015488179673072233,0.12326579497335544,0.05249634603923822,0.031040948257037314
"sample:Fc0C1Fc1C1LQS4",-0.06022542556250057,0.16985865141896073,-0.4056357220041329,-0.07193945681300666,-0.21731394878608282,0.13631745727804254,-0.09187806924708422,-0.015544490673928194,-0.15001748045110339,-0.33122450071358395,0.16820521906145414,-0.10887869362600909,-0.08914613522840835,0.2994461751931815,0.05103812695849094,-0.04713306994633815,-0.06698231455129498,-0.018520496602975826,0.2591333103380023,0.006486490272671992,-0.3233218950622297,0.2734951701692902,-0.20640332315676968,0.1519568052056795,0.07859519960622736,0.12890459589831868,0.2615298543458361,-0.13138031339738404,0.017786082802838225,0.1349914469388274,0.057554124236970025,0.03398453905526219
"sample:Fc0C1Fc1C1LQS5",-0.06255300013780703,0.17708525427308025,-0.2783417496717477,-0.07475979613657872,-0.07758808982122276,0.14338933879187465,-0.09451755971277186,-0.01687560745106095,-0.15514835526394605,-0.34401756700096114,-0.030269735756931183,-0.13029528751529643,0.0929230616799121,0.2275523485522457,0.053315582974457786,-0.04894464210669458,-0.06987189861508344,-0.019257442061283273,0.26914393794954306,0.006737748197456946,-0.3071919358681224,0.4850584202695027,-0.2143019179870943,0.1578276815684094,0.08145875987001344,0.13364100031255147,0.2716312413965979,-0.13632473549848773,0.018454644014840038,0.14020522674861,0.05977686684013157,0.03529726771280325
"sample:Fc0C1Fc1C1LQS6",-0.06680868298636293,0.18921318675214668,-0.29735175210659404,-0.08021170900273848,-0.08196816901030646,0.15280357139282327,-0.10090232323762453,-0.018066002269803462,-0.1659429931251316,-0.3674271065999695,-0.03235789857162599,-0.13929830401357032,-0.09839171536375269,0.33186743151604536,0.05690671307995411,-0.05242250653807648,-0.22925968479158843,-0.020233512754812874,0.2874582696266364,0.007195197105681429,-0.20722539936320933,0.3035467569014558,-0.21394132424305579,0.1685664382193584,-0.12869463248569005,0.14269652700584048,0.29011483942034705,-0.14558287038611256,0.019619454963583367,0.14974492073101564,0.06384482227216776,0.03769892680017313
"sample:Fc0C1Fc1C1LQS7",-0.0610404046082398,0.3210744478989815,-0.4072923701507641,-0.07303260282286861,-0.0761571272102804,0.13761303669980485,-0.09324398296956411,-0.015603486710252466,-0.1522629152544816,-0.3357110828331091,-0.029864728649266835,-0.12804746671860243,-0.09017286606130694,0.3035495841062792,0.05182153599453332,-0.047439486564541763,-0.06791717990435167,-0.018858842428621354,0.26264089165023274,0.006574242303045381,-0.3275282106421136,0.2771646115047157,-0.20935712426310282,0.15401425556862977,0.08006045793111664,-0.049023671463337755,0.26507107229836024,-0.03952300811441285,0.017927422290178963,0.13682028714339436,0.05833382353758218,0.03444488817229522
"sample:Fc0C1Fc1C1LQS8",-0.06810555175800147,0.19240097997338582,-0.30301326546717994,-0.08032178033517809,-0.08554470440533343,0.15540268791748474,-0.1033672716087171,-0.017819428758625893,-0.13105485637452255,-0.37456537374312376,0.18454448279953978,-0.14172836574980482,0.028651433064536477,0.15904362950292608,0.058188918219231396,-0.053244099514507266,-0.07605341189949759,-0.020496145681285462,0.293041249030458,0.007334609912922669,-0.3656463895968317,0.30964353872605854,-0.23317480584288994,0.17183962297947603,0.08860055299748902,0.14573733591324914,0.29575201546356206,-0.14855381390239958,0.019993560562975812,0.1526540757556207,0.06508443005887565,0.038431138905482796
"sample:Fc0C1Fc1C1LQS9",-0.05838787018994493,0.28020575649201107,-0.41789144425160724,-0.07110895698942651,-0.07287406870083482,0.1294972942153637,-0.09015395740974161,-0.014047366236438215,-0.14652393920012183,-0.3211240618276266,-0.02870767294499578,-0.12330437784163796,-0.08641259407631059,0.2904279952726798,0.04960839394127431,-0.045530070787037746,-0.0651340229257357,0.17854955970898315,0.25123112357258714,0.0062879516726494335,-0.3405083693887542,0.2650793110269512,-0.20044759309505636,0.14732158950989005,0.07659228421978877,0.1250405141966653,0.2535544924276674,-0.1274012671908428,0.016988125428499784,0.13087369491916537,0.055799599002934706,0.03294800054548676
"sample:Fc0C1Fc1C1LQS10",-0.06118639418996373,0.17292329460452005,-0.3556228184077737,-0.07334694515915702,-0.2567592196923075,0.13992421533575067,-0.09241440463327111,-0.016465782558781984,-0.11809433023055847,-0.3364986861134055,0.16694566432112817,-0.12800828338013112,-0.090625785431247,0.3043442180128265,0.052252594676690606,-0.04782925782413165,-0.06833968420109914,-0.01880931874088246,0.2632626413232886,0.006590598196534573,-0.3284932156157774,0.2778064166457022,-0.20957849183252672,0.15437844401407316,0.08012813598220819,0.13082531560375915,0.2656954441225143,-0.1334677863417978,0.017971261069942526,0.1371412764004419,0.05846977801592094,0.0345258565243502
"sample:Fc0C1Fc1C1LQS11",-0.055220394770654255,0.30016220067354055,-0.5164272526490941,-0.06634112556825213,-0.15577217588247574,0.12503015998405043,-0.08401739775107353,-0.014291583778407177,-0.13766506580118923,-0.3036922141040392,-0.026895370574474796,-0.1157511874696332,-0.08184000252546916,0.2746287751171991,0.04724423764473146,-0.04299072661197344,-0.061714886283427785,-0.0168508675608707,0.2375963055514935,0.005947506786282158,-0.2967033257381002,0.2505293623459955,-0.189164043281307,0.1393269758610495,0.07258688466661657,0.118044440096356,0.23979135019364933,-0.1203612993563433,0.015983759435343994,0.12377002001160513,0.05277023626748963,0.031159687148296145
"sample:Fc0C1Fc1C1LQS12",-0.06609125456160837,0.1869409589898003,-0.29409435529085826,-0.07845188056768108,-0.08196574916051208,0.1510841098416087,-0.09976975360854991,-0.01785488618988566,-0.16440411615356923,-0.3634796655157699,-0.03203262089488875,-0.1375062519019971,-0.09752207263462233,0.32848348834503344,0.056578261396322785,-0.05165695685094015,-0.07393899155259387,-0.020190543786613727,0.28436876112175513,0.007118581052933794,-0.3547843469603522,0.3000886018183776,-0.2263389117162341,0.16675603913452197,-0.081049733046158,-0.04872828888754422,0.28699725080910155,-0.04498798809477641,0.1531253713588122,0.1481369097034692,0.06315858262978094,0.037294107826014604
"sample:Fc0C1Fc1C1LQS13",-0.05703479950740922,0.27581513336890945,-0.41002023908335195,-0.06996589494058737,-0.07100484101374006,0.12532110073762434,-0.08773621677149435,-0.013800536800612894,-0.14341412430730108,-0.313672115887806,-0.028004126589090822,-0.1216456682768724,-0.08465561586760585,0.2838877512870927,0.0481914315122448,-0.04417813507299989,-0.06330959305076889,0.15523510082602124,0.24540834298680828,0.006140230839674422,-0.4001469148574268,0.258735758085259,-0.19556475335291776,0.1439048462073457,0.07520866481925256,0.12231083508360073,0.247669754647539,-0.1244516153244922,0.016574648395313023,0.1278366096760469,0.05450685577575183,0.03218333111599313
"sample:Fc0C1Fc1C1LQS14",-0.05625464432316584,0.26795558189780266,-0.47836577872625285,-0.06766641204026974,-0.238751359996855,0.1270659947753098,-0.08621469864018051,-0.013943290755293967,-0.1405454892220567,-0.30938563645735156,-0.027499270482644254,-0.11772682398863617,-0.0832412077706428,0.2797788056131059,0.04785676457860398,-0.04383465809356739,-0.06258818601604312,-0.017355920579405718,0.2420495114970373,0.006058466508734937,-0.30214518268285095,0.2554798260773915,-0.19268624763247855,0.1419377678649768,0.07369953015111884,0.1202472496781979,0.24428555194141646,-0.12258804182270404,0.016486859962226385,0.12609054456121707,0.05376054942928267,0.03174383780312177
"sample:Fc0C1Fc1C1LQS15",-0.05705707076066375,0.333102800743819,-0.4113878069349396,-0.06821583619974854,-0.24345373646817234,0.12812350854578114,-0.0869783927684709,-0.014366302614005266,-0.14244502111178095,-0.31379955827331385,-0.02779753350968308,-0.12011143583302071,-0.08433649993270377,0.28369938944845674,0.04843616793847707,-0.044520040679816394,-0.06339617633588857,-0.01730498360112011,0.2455012909002308,0.006145526655332538,-0.3063223010173673,0.2589213701904652,-0.1955277610601498,0.14396292154980767,0.07487948489429568,0.1222220633576605,0.24777190448393763,-0.12455177239829715,0.01669043091430947,0.1278891814380146,0.05452602397923574,0.03219676853211855
"sample:Fc0C1Fc1C1LQS16",-0.05725351624675809,0.31543477890624877,-0.4117565182185773,-0.06906737384324314,-0.2560311010948275,0.12954815966764535,-0.08749377458754513,-0.014234127738994276,-0.14278414201523285,-0.3148821198715487,-0.028056739805945786,-0.12002211479095222,-0.08475632422326321,0.28480909020136674,0.04877202168272134,-0.04447545200740381,-0.06386027353277915,-0.017640916284471498,0.2463499592790298,0.006165172493415956,-0.30737276158089144,0.2598629216605038,-0.19613052408488538,0.1444593323264277,0.07526476796365017,0.12254816681101612,0.24862439328885302,-0.12485694578926916,0.016696283046464578,0.12833074997438856,0.05471743517460363,0.0323077758009417
"sample:Fc0C1Fc1C1LQS17",-0.06369294848299163,0.17989823484633094,-0.4452720078204995,-0.07635424114242,-0.20965147909107928,0.14477751848563475,-0.09672765390897833,-0.016702471707549755,-0.15817484790701297,-0.350283698548735,-0.030936533700245985,-0.1325576206476429,-0.09409586179760587,0.3165546628857339,0.054582043454878194,-0.049978192172856976,-0.08156957910480718,-0.019521822810500123,0.27404919970458796,0.006859353523662789,-0.13427103383408032,0.28927134203653004,-0.2180557672006712,0.16070261360241764,0.08311273681749215,0.1359773632190926,0.2765793043863499,-0.13877930529417568,0.01881030693698973,0.14275930117982233,0.06086607093826174,0.03594005611410903
"sample:Fc0C1Fc1C1LQS18",-0.06105877983946832,0.17253859207753405,-0.2719414336437552,-0.07300518372060637,-0.27304210486674596,0.1392257203739973,-0.09241288677828843,-0.01637947741381502,-0.15151852266387145,-0.33579719055436347,-0.029593205274615078,-0.12611581491982843,-0.0902535628893893,0.3035098290223028,0.2442626543532786,-0.04761900299198212,-0.11528945668846213,-0.01833312229641839,0.2627143537196828,0.006575723867966696,-0.3278803834787715,0.2775640813193124,-0.2089586204350172,0.15405652805404452,0.08002051984478632,0.13060513378549937,0.2651405059761424,-0.13321148112401035,0.01791266212062683,0.13685494746379875,0.05834858853611624,0.03445349161614042
